

ponto;localizacao;data_instalacao;cota_terreno;latitude;longitude;latitude_decimal;longitude_decimal;situacao;utme;utmn;bacia;municipio;natureza;nome;subbacia;uf;uso_agua;data_perfuracao;metodo_perfuracao;perfurador;diametro_boca_tubo_milimetros;topo;base;tipo_penetracao;condicao;tipo_captacao;data_medicao;nivel_agua;vazao;nivel_bombeando;profundidade_inicial;profundidade_final;tipo_formacao;data_teste;tipo_teste_bombeamento;metodo_interpretacao;surgencia;unidade_de_bombeamento;nivel_dinamico;nivel_estatico;vazao_especifica;coeficiente_armazenamento;vazao_livre;permeabilidade;transmissividade;vazao_estabilizacao;tipo_bomba;data_analise;data_coleta;condutividade_eletrica;cor;odor;sabor;temperatura;turbidez;solidos_sedimentaveis;solidos_suspensos;aspecto_natural;
2900029410;FAZENDA SAO MIGUEL;;;143525;455109;-14,590278;-45,852500;Poço RIMAS equipado c medidor automático de nível;408174;8386812;Rio São Francisco;Jaborandi;Poço de monitoramento;PM-55;Rios São Francisco e Carinhanha;BA;;2006-08-24;Rotativo;;;10,00;70,00;Parcial;Livre;;2022-01-20;48,814;;N;0,00;70,50;Formacao Urucuia;;;;;;;;;;;;;;;;;;;;;;;;;;
2900029480;FAZENDA SANTO ANTONIO BR 020;;773,00;132406;450751;-13,401667;-45,130833;Poço RIMAS não equipado;485834;8518437;Rio São Francisco;Correntina;Poço tubular;PM-39;Rios São Francisco e Carinhanha;BA;;2014-10-16;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;70,70;;;;2017-02-02;62,969;;N;0,00;70,70;Formacao Urucuia;2014-10-16;Rebaixamento;;N;Air-lift;;50,00;;;;;;;;;;;;;;;;;;;
2900029481;FAZENDA SUCURIÚ;;643,00;131512;444016;-13,253333;-44,671111;Poço RIMAS equipado c medidor automático de nível;535619;8534819;Rio São Francisco;Correntina;Poço tubular;PM-40;Rios São Francisco e Carinhanha;BA;;2014-08-28;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;34,00;Parcial;;;2020-10-30;21,682;;N;0,00;34,00;Proterozoico Superior;2015-11-17;Rebaixamento;;N;Air-lift;28,00;20,80;6,667;;;;;48;;2015-12-10;2015-11-17;;;;;;;;;;
2900029482;FAZENDA CAMPO GRANDE (GRUPO BUSATO);;809,00;123911;443459;-12,653056;-44,583056;Poço RIMAS equipado c medidor automático de nível;545281;8601190;Rio São Francisco;Baianopolis;Poço tubular;PM-41;Rios São Francisco, Grande  e outros;BA;;2014-10-19;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;51,00;;;;2021-06-23;22,78;;N;0,00;51,00;Formacao Urucuia;2015-11-15;Rebaixamento;;N;Air-lift;45,90;20,50;1;;;;;25,41;;2015-12-10;2015-11-15;;;;;;;;;;
2900029483;FAZENDA MARANATA;;683,00;125645;443152;-12,945833;-44,531111;Poço RIMAS equipado c medidor automático de nível;550859;8568803;Rio São Francisco;Baianopolis;Poço tubular;PM-42;Rios São Francisco e Carinhanha;BA;;2014-09-17;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;19,00;34,00;;;;2021-05-21;8,621;;N;0,00;34,00;Formação Sete Lagoas;2015-11-16;Rebaixamento;;N;Air-lift;;8,20;;;;;;;;2015-12-10;2015-11-16;;;;;;;;;;
2900029484;FAZENDA SANTO ANTONIO (GRUPO TERRA NORTE);;764,00;125753;450512;-12,964722;-45,086667;Poço RIMAS equipado c medidor automático de nível;490600;8566746;Rio São Francisco;Sao desiderio;Poço tubular;PM-43;Rios São Francisco e Carinhanha;BA;;2014-10-09;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;70,00;;;;2021-12-21;30,3;;N;0,00;70,00;Formacao Urucuia;2015-11-18;Rebaixamento;;N;Air-lift;50,00;27,50;0,533;;;;;12;;2015-12-10;2015-11-18;;;;;;;;;;
2900029485;FAZENDA CONQUISTA;;778,00;134537;450754;-13,760278;-45,131667;Poço RIMAS equipado c medidor automático de nível;485775;8478791;Rio São Francisco;Jaborandi;Poço tubular;PM-44;Rios São Francisco e Carinhanha;BA;;2014-12-14;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;104,00;;;;2019-11-11;58,694;;N;0,00;104,00;Formacao Urucuia;2015-11-10;Rebaixamento;;N;Air-lift;74,50;55,70;0,648;;;;;12,184;;2015-12-10;2015-11-10;;;;;;;;;;
2900029486;FAZENDA SÃO JOSÉ;;875,00;134207;455328;-13,701944;-45,891111;Poço RIMAS equipado c medidor automático de nível;403633;8485041;Rio São Francisco;Correntina;Poço tubular;PM-46;Rios São Francisco e Carinhanha;BA;;2015-03-18;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;103,00;;;;2021-11-17;39,46;;N;0,00;103,00;Formacao Urucuia;2015-11-08;Rebaixamento;;N;Air-lift;44,00;36,36;1,728;;;;;13,2;;2015-12-10;2015-11-08;;;;;;;;;;
2900029487;FAZENDA JATOBÁ;;885,00;135339;454958;-13,894167;-45,832778;Poço RIMAS não equipado;410017;8463801;Rio São Francisco;Jaborandi;Poço tubular;PM-47;Rios São Francisco e Carinhanha;BA;;2015-03-31;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;112,00;;;;2022-06-09;69,38;;N;0,00;112,00;Formacao Urucuia;2015-11-07;Rebaixamento;;N;Air-lift;71,00;68,00;4,2;;;;;12,6;;2015-12-10;2015-11-07;;;;;;;;;;
2900029488;FAZENDA ARROJADINHO/GRUPO AGRIFIRMA;;809,00;135531;453252;-13,925278;-45,547778;Poço RIMAS equipado c medidor automático de nível;440836;8460465;Rio São Francisco;Jaborandi;Poço tubular;PM-48;Rios São Francisco e Carinhanha;BA;;2015-04-04;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;82,00;;;;2022-06-07;40,45;;N;0,00;82,00;Formacao Urucuia;2015-11-05;Rebaixamento;;N;Air-lift;49,00;38,50;1,257;;;;;13,2;;2015-12-10;2015-11-05;;;;;;;;;;
2900029489;FAZENDA RIO DO MEIO AGRIFIRMA;;;131848;453101;-13,313333;-45,516944;Poço RIMAS equipado c medidor automático de nível;444006;8528148;Rio São Francisco;Correntina;Poço tubular;PM-51;Rios São Francisco e Carinhanha;BA;;2015-11-11;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;92,00;;;;2021-05-24;38,405;;N;0,00;92,00;Formacao Urucuia;2015-11-11;Rebaixamento;;N;Air-lift;43,65;38,10;2,419;;;;;13,423;;2015-12-10;2015-11-11;;;;;;;;;;
2900029490;FAZENDA VENTURA - GRUPO HORITA;;;131131;461055;-13,191944;-46,181944;Poço RIMAS equipado c medidor automático de nível;371915;8541316;Rio São Francisco;Sao desiderio;Poço tubular;PM-52;Rios São Francisco, Grande  e outros;BA;;2015-11-14;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;144,00;;;;2020-02-07;113,405;;N;0,00;144,00;Formacao Urucuia;2015-11-14;Rebaixamento;;N;Air-lift;113,35;108,30;1,668;;;;;8,425;;2015-12-10;2015-11-14;;;;;;;;;;
2900029491;POSTO DE COLETA;;;135222;461054;-13,872778;-46,181667;Poço RIMAS equipado c medidor automático de nível;372314;8466016;Rio São Francisco;Correntina;Poço tubular;PM-53;Rios São Francisco e Carinhanha;BA;;2015-11-01;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;162,00;;;;2019-11-18;122,91;;N;0,00;162,00;Formacao Urucuia;2015-10-30;Rebaixamento;;N;Air-lift;123,05;117,95;1,806;;;;;9,209;;;;;;;;;;;;;
2900029492;ESCOLA MUNICIPAL - LOTEAMENTO TREVISO PZ - 01;;782,00;133715;452221;-13,620833;-45,372500;Poço RIMAS equipado c medidor automático de nível;459697;8494156;Rio São Francisco;Correntina;Poço tubular;PM-56;Rios São Francisco e Carinhanha;BA;;2015-11-09;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;;0,00;96,00;;;;2019-10-23;56,923;;N;0,00;96,00;Formacao Urucuia;2015-11-09;Rebaixamento;;N;Air-lift;78,30;55,01;0,531;;;;;12,375;;2015-12-10;2015-11-09;;;;;;;;;;
2900029522;FAZENDA SANTANA;;910,00;133001;460052;-13,500278;-46,014444;Poço RIMAS equipado c medidor automático de nível;390212;8507319;Rio São Francisco;Correntina;Poço tubular;PM-49;Rios São Francisco e Carinhanha;BA;;2015-04-22;Percussao;GEODRIL;;0,00;90,00;;;;2022-06-08;54,07;;N;0,00;102,00;Formacao Urucuia;2015-11-12;Rebaixamento;;N;Air-lift;54,80;50,30;2,708;;;;;12,184;;2015-12-10;2015-11-12;;;;;;;;;;
2900029523;PLANALTO DAS EMAS;;991,00;140546;460844;-14,096111;-46,145556;Poço RIMAS equipado c medidor automático de nível;376339;8441331;Rio São Francisco;Jaborandi;Poço tubular;PM-50;Rios São Francisco e Carinhanha;BA;;2015-05-10;Percussao;GEODRIL;;0,00;154,00;;;;2022-06-07;125,47;;N;0,00;154,00;Formacao Urucuia;2015-11-02;Rebaixamento;;N;Air-lift;122,75;118,50;2,272;;;;;9,658;;2015-12-10;2015-11-02;;;;;;;;;;
2900029524;FAZENDA PRATA;;814,00;140916;452731;-14,154444;-45,458611;Poço RIMAS equipado c medidor automático de nível;450509;8435150;Rio São Francisco;Jaborandi;Poço tubular;PM-54;Rios São Francisco e Carinhanha;BA;;2015-11-04;;GEODRIL;;0,00;110,00;;;;2022-06-07;65,74;;N;0,00;110,00;Formacao Urucuia;2015-11-04;Rebaixamento;;N;Air-lift;65,40;63,40;6,285;;;;;12,571;;2015-12-10;2015-11-04;;;;;;;;;;
2900029803;FAZENDA CABECEIRAS DO SÃO JOSÉ;;;103022;453002;-10,506111;-45,500556;Poço RIMAS equipado c medidor automático de nível;445216;8838579;Rio São Francisco;Formosa do rio preto;Poço tubular;PM-57;Rios São Francisco, Grande  e outros;BA;;2014-09-29;;;;0,00;192,00;Parcial;Livre;;2022-03-08;162,48;;N;0,00;192,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
2900029804;FAZENDA ÁGUIA DE PRATA;;;104455;452132;-10,748611;-45,358889;Poço RIMAS equipado c medidor automático de nível;460773;8811796;Rio São Francisco;Formosa do rio preto;Poço de monitoramento;PM-58;Rios São Francisco, Grande  e outros;BA;;2014-10-03;;PREMIUM SERVIÇOS GEOLÓGICOS;;0,00;180,00;Parcial;Livre;;2022-03-24;143,54;;N;0,00;182,00;;2014-10-03;Rebaixamento;;N;;;144,30;;;;;;5;;;;;;;;;;;;;
2900029805;FAZENDA SÃO SEBASTIÃO;;;103924;461117;-10,656667;-46,188056;Poço RIMAS equipado c medidor automático de nível;370053;8821733;Rio São Francisco;Formosa do rio preto;Poço de monitoramento;PM-59;Rios São Francisco, Grande  e outros;BA;;2015-06-10;;PREMIUM SERVIÇOS GEOLÓGICOS;;0,00;186,00;Parcial;Livre;;2018-04-16;118,339;;N;0,00;186,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
2900029806;FAZENDA UIRAPURU;;;105547;460314;-10,929722;-46,053889;Poço RIMAS equipado c medidor automático de nível;384846;8791593;Rio São Francisco;Formosa do rio preto;Poço de monitoramento;PM-60;Rios São Francisco, Grande  e outros;BA;;2015-06-16;;PREMIUM SERVIÇOS GEOLÓGICOS;;0,00;132,00;Parcial;Livre;;2021-03-28;75,86;;N;0,00;132,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
2900029807;ESCOLA CHAPADÃO POVOADO PANAMBI;;;105700;461628;-10,950000;-46,274444;Poço RIMAS não equipado;360735;8789260;Rio São Francisco;Formosa do rio preto;Poço de monitoramento;PM-61;Rios São Francisco, Grande  e outros;BA;;2015-06-20;;PREMIUM SERVIÇOS GEOLÓGICOS;;0,00;124,00;Parcial;Livre;;2022-04-06;88,27;;N;0,00;124,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
3100020883;BALNEÁRIO CATOLÉ;;615,00;151721;444916;-15,289167;-44,821111;Poço RIMAS equipado c medidor automático de nível;519196;8309675;Rio São Francisco;Bonito de minas;Poço de monitoramento;RIMAS_MG_BM_28;Rios São Francisco e Verde Grande;MG;;2013-07-16;Rotopneumatico;HIDROPOÇOS;101,6000;16,00;24,00;Parcial;Livre;Simultânea;2022-11-04;6,987;;N;0,00;24,00;Grupo Bambuí;2013-08-12;Continuo;;N;Air-lift;7,94;6,17;0,424;;;;;0,75;;2019-08-30;2019-08-20;142,00;;;;;;;;;
3100020884;CABECEIRA DO SALTO-BORRACHUDO;;719,00;150915;444111;-15,154167;-44,686389;Poço RIMAS desativado;533677;8324601;Rio São Francisco;Bonito de minas;Poço de monitoramento;RIMAS_MG_BM_29;Rios São Francisco e Verde Grande;MG;;2013-07-22;Rotopneumatico;HIDROPOÇOS;152,4000;0,00;50,00;Parcial;Livre;Única;2014-07-03;2,593;;N;0,00;50,00;Formacao Urucuia;2013-08-13;Continuo;;N;Air-lift;7,14;1,89;1,905;;;;;10;;2013-09-24;2013-08-14;17,00;;;;25,8;;;;;
3100020885;POVOADO DE CARAÍBAS;;676,00;151825;442908;-15,306944;-44,485556;Poço RIMAS equipado c medidor automático de nível;555237;8307667;Rio São Francisco;Conego marinho;Poço de monitoramento;RIMAS_MG_CM_30;Rios São Francisco e Verde Grande;MG;;2013-08-08;Rotopneumatico;HIDROPOÇOS;101,6000;0,00;38,00;Parcial;Livre;Única;2022-05-10;33,22;;N;0,00;38,00;Formacao Urucuia;2013-08-12;Continuo;;N;Air-lift;27,62;17,27;0,064;;;;;0,66;;2019-07-05;2019-06-17;30,10;;;;;;;;;
3100020886;VACA PRETA-SUMIDOURO;;694,00;144327;444552;-14,724167;-44,764444;Poço RIMAS desativado;525350;8372155;Rio São Francisco;Conego marinho;Poço de monitoramento;RIMAS_MG_CM_32;Rios São Francisco e Carinhanha;MG;;2013-07-31;Rotopneumatico;HIDROPOÇOS;203,2000;0,00;72,00;Parcial;Livre;Única;;;;;0,00;72,00;Formacao Urucuia;2013-08-17;Continuo;;N;Air-lift;32,00;9,55;0,668;;;;;15;;2017-01-04;2016-08-11;12,10;;;;;;;;;
3100020887;VACA PRETA-COCHA;;659,00;143742;444058;-14,628333;-44,682778;Poço RIMAS desativado;534165;8382745;Rio São Francisco;Conego marinho;Poço de monitoramento;RIMAS_MG_CM_31;Rios São Francisco e Carinhanha;MG;;2013-08-03;Rotopneumatico;HIDROPOÇOS;203,2000;0,00;64,00;Parcial;Livre;Única;2014-01-07;9,218;;N;0,00;64,00;Formacao Urucuia;2013-08-14;Continuo;;N;Air-lift;18,58;10,13;0,947;;;;;8;;2013-09-24;2013-08-15;147,00;;;;27,2;;;;;
3100020888;SÃO JOAQUIM;;568,00;152929;450914;-15,491389;-45,153889;Poço RIMAS equipado c medidor automático de nível;483485;8287324;Rio São Francisco;Januaria;Poço de monitoramento;RIMAS_MG_JN_33;Rios São Francisco e Verde Grande;MG;;2013-08-22;Rotopneumatico;HIDROPOÇOS;101,6000;22,00;25,00;Parcial;Livre;Única;2022-11-08;9,561;;;0,00;25,00;Grupo Bambuí;2013-08-23;Continuo;;N;Air-lift;15,42;9,55;0,07;;;;;0,41;;2019-07-05;2019-06-27;;;;;;;;;;
3100020889;DISTRITO DA SERRA DAS ARARAS;;600,00;153039;452339;-15,510833;-45,394167;Poço RIMAS equipado c medidor automático de nível;457724;8285137;Rio São Francisco;Chapada gaucha;Poço de monitoramento;RIMAS_MG_CG_34;Rios São Francisco e Verde Grande;MG;;2013-08-16;Rotopneumatico;HIDROPOÇOS;152,4000;0,00;80,00;Parcial;Livre;Única;2022-11-10;8,425;;N;0,00;82,00;Formacao Urucuia;2013-08-19;Continuo;;N;Air-lift;41,15;7,95;0,361;;;;;12;;2019-08-30;2019-08-22;;;;;;;;;;
3100020981;PARQUE DE EXPOSIÇÕES;;;151814;453715;-15,303889;-45,620833;Poço RIMAS equipado c medidor automático de nível;433354;8307970;Rio São Francisco;Chapada gaucha;Poço de monitoramento;RIMAS_MG_CG_35;Rios São Francisco, Urucuia  e outros;MG;;2013-09-07;Rotopneumatico;HIDROPOÇOS;101,6000;0,00;150,00;Parcial;Livre;Única;2022-05-06;75,83;;N;0,00;150,00;Grupo Bambuí;2013-09-13;Continuo;;N;Air-lift;130,27;71,47;0,051;;;;;3;;2014-02-04;2013-11-14;20,70;;;;;;;;;
3100020982;DISTRITO DE MARIMBAS-ESCOLA GETÚLIO INÁCIO DE FARI;;;154517;451716;-15,754722;-45,287778;Poço RIMAS equipado c medidor automático de nível;469165;8258154;Rio São Francisco;Chapada gaucha;Poço de monitoramento;RIMAS_MG_CG_36;Rios São Francisco e Verde Grande;MG;;2013-09-01;Rotativo;HIDROPOÇOS;101,6000;0,00;86,00;Parcial;Livre;Única;2022-01-13;48,97;;N;0,00;86,00;Formacao Urucuia;2013-09-10;Continuo;;N;Air-lift;66,30;26,78;0,04;;;;;1,6;;2014-02-04;2013-11-11;454,90;;;;;;;;;
3100020985;CABECEIRA DO CATOLÉ-PORCOS;;;150355;445140;-15,065278;-44,861111;Poço RIMAS equipado c medidor automático de nível;514927;8334443;Rio São Francisco;Bonito de minas;Poço de monitoramento;RIMAS_MG_BM_39;Rios São Francisco e Verde Grande;MG;;2013-09-19;;HIDROPOÇOS;101,6000;0,00;62,00;Parcial;Livre;Única;2022-11-04;6,624;;N;0,00;62,00;Formacao Urucuia;2013-09-20;Continuo;;N;Air-lift;31,70;6,79;0,164;;;;;4,08;;2019-07-05;2019-06-19;;;;;;;;;;
3100021701;ESCOLA MUNICIPAL DE JATOBÁ;;850,00;160309;451944;-16,052500;-45,328889;Poço RIMAS equipado c medidor automático de nível;464820;8225223;Rio São Francisco;Pintopolis;Poço de monitoramento;RIMAS_MG_PTP_52;Rios São Francisco, Urucuia  e outros;MG;Sem uso;2014-11-13;Rotativo;HIDROPOÇOS LTDA;101,6000;40,00;42,50;Parcial;Livre;Única;2019-06-25;30,725;;N;0,00;42,50;Grupo Bambuí;2015-03-20;Rebaixamento;;N;Air-lift;37,73;30,22;0,024;;;;;0,18;;2019-07-05;2019-06-26;19,60;;;;;;;;;
3100021702;COM, BOM JESUS DE MINAS;;;151159;452748;-15,199722;-45,463333;Poço RIMAS não equipado;450238;8319533;Rio São Francisco;Chapada gaucha;Poço de monitoramento;RIMAS_MG_CG_53;Rios São Francisco, Urucuia  e outros;MG;;2014-11-16;Rotativo;HIDROPOÇOS LTDA;101,6000;67,00;72,00;Parcial;Livre;Única;;;;;0,00;72,00;Grupo Bambuí;2015-04-09;Rebaixamento;;N;Air-lift;70,37;45,85;0,003;;;;;0,064;;2015-07-06;2015-04-09;24,80;;;;36,1;;;;;
3100021703;BURITIS;;;145716;444423;-14,954444;-44,739722;Poço RIMAS equipado c medidor automático de nível;527977;8346691;Rio São Francisco;Bonito de minas;Poço de monitoramento;RIMAS_MG_BM_54;Rios São Francisco e Verde Grande;MG;;2014-11-20;Rotativo;HIDROPOÇOS LTDA;101,6000;0,00;104,00;Parcial;Livre;Única;2022-11-07;15,99;;N;0,00;104,00;Grupo Areado;2016-08-09;Rebaixamento;;N;Bomba submersa;18,70;15,00;3,195;;;;;11,82;;2019-07-05;2019-06-18;5,20;;;;;;;;;
3100021704;LAGOA BONITA;;;144902;445628;-14,817222;-44,941111;Poço RIMAS equipado c medidor automático de nível;506330;8361872;Rio São Francisco;Bonito de minas;Poço de monitoramento;RIMAS_MG_BM_55;Rios São Francisco, Urucuia  e outros;MG;;2014-11-27;Rotativo;HIDROPOÇOS LTDA;;0,00;105,00;Parcial;Livre;Única;2022-11-07;4,89;;N;0,00;105,00;Grupo Areado;2016-08-11;Rebaixamento;;N;Bomba submersa;8,10;4,87;3,771;;;;;12,18;;2019-07-05;2019-06-18;;;;;;;;;;
3100021705;ÁREA DE RECICLAGEM;;;155843;441547;-15,978611;-44,263056;Poço RIMAS equipado c medidor automático de nível;578862;8233274;Rio São Francisco;Japonvar;Poço de monitoramento;RIMAS_MG_JPV_56;Rios São Francisco e Verde Grande;MG;;2014-11-29;Rotativo;HIDROPOÇOS LTDA;101,6000;0,00;98,00;Parcial;Livre;Única;2022-11-10;76,484;;N;0,00;98,00;Grupo Areado;2016-09-03;Rebaixamento;;N;Bomba submersa;79,50;74,26;0,725;;;;;3,8;;2017-01-04;2016-08-03;17,90;;;;;;;;;
3100027885;PARNA - BASE DIAMANTE;;;151650;455555;-15,280556;-45,931944;;399936;8310422;;Chapada gaucha;Poço de monitoramento;PM01;;MG;;2022-05-30;Rotativo;HIDROJATO POÇOS ARTESIANOS E SERVIÇOS LTDA;;;;;;;;;;;0,00;103,00;Formacao Urucuia;;;;;;;;;;;;;;;;;;;;;;;;;;
3100027886;PARNA - PORTARIA 1;;;150512;454029;-15,086667;-45,674722;;427490;8331971;;Chapada gaucha;Poço de monitoramento;PM06;;MG;;2022-05-30;Rotativo;HIDROJATO POÇOS ARTESIANOS E SERVIÇOS LTDA;;0,00;75,00;Parcial;Livre;;;;;;0,00;75,00;Formacao Urucuia;;;;;;;;;;;;;;;;;;;;;;;;;;
3100027887;GLEBA DE DONA EDILEUZA;;;150525;454029;-15,090278;-45,674722;;427491;8331572;;Chapada gaucha;Poço de monitoramento;RIMAS_MG_CG_59;;MG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5200010157;TO 255, Km 306, Faz, Crista, Sítio de Dª Abenita,;;455,00;103610;463943;-10,602778;-46,661944;Poço RIMAS equipado c medidor automático de nível;318174;8827453;Rio Tocantins;Mateiros;Poço de monitoramento;P-47;Rios Tocantins, M. Alves, Sono e outros;TO;Sem uso;2014-12-08;;PREMIUM SERVIÇOS GEOLÓGICOS - FORMOSA - GOIÁS;114,3000;1,00;42,00;Parcial;Livre;Única;2020-02-10;2,24;;N;0,00;42,00;Formacao Urucuia;2014-12-13;;;N;;;3,00;;;;;;3,5;;2020-02-12;2020-02-11;27,00;0,20;;;29,4;;;;;
5200010158;Rua Vinte e Três, ao lado da Creche Municipal,;;522,00;103255;462453;-10,548611;-46,414722;Poço RIMAS equipado c medidor automático de nível;345205;8833576;;Mateiros;Poço de monitoramento;P-48;;TO;Sem uso;2014-11-27;;PREMIUM SERVIÇOS GEOLÓGICOS - FORMOSA - GOIÁS;114,3000;4,00;62,00;Parcial;Livre;Única;2020-02-12;1,296;;N;0,00;62,00;Formacao Urucuia;2014-12-07;;;S;;;0,00;;;;;;3,4;;2020-02-12;2020-02-12;4,00;0,40;;;27,8;;;;;
5200010159;Rua Santos Garcez, ao lado das torres de telefonia;;370,00;100925;463956;-10,156944;-46,665556;Poço RIMAS não equipado;317530;8876764;Rio Tocantins;Sao felix do tocantins;Poço de monitoramento;P-55;Rios Tocantins, M. Alves, Sono e outros;TO;Sem uso;2015-05-09;;PREMIUM SERVIÇOS GEOLÓGICOS - FORMOSA - GOIÁS;114,3000;1,00;52,00;Parcial;Livre;Única;2020-02-10;9,45;;N;0,00;52,00;Formacao Urucuia;2015-05-13;;;N;;;10,00;;;;;;3,02;;2020-02-12;2020-02-10;17,00;5,10;;;29,5;;;;;
5200010175;Assent, PA Paraná, próximo ao poço estratigráfico,;2015-12-02;921,00;141721;455900;-14,289167;-45,983333;Poço RIMAS equipado c medidor automático de nível;393939;8420062;Rio Tocantins;Mambai;Poço de monitoramento;P-08, Pz-02;Rios Tocantins, Parana, Palma e outros;GO;Sem uso;2015-07-10;Percussao;GEODRIL POÇOS ARTESIANOS LTDA;114,3000;10,00;180,00;Parcial;Livre;Única;2020-01-21;143,734;;N;0,00;180,00;Formacao Urucuia;2015-08-20;;;N;;;160,00;;;;;;;;;;;;;;;;;;;
