system:time_start,undefined
"Jan 1, 2011",209.605
"Feb 1, 2011",181.891
"Mar 1, 2011",298.769
"Apr 1, 2011",83.441
"May 1, 2011",11.715
"Jun 1, 2011",0.167
"Jul 1, 2011",0.145
"Aug 1, 2011",0.163
"Sep 1, 2011",0.189
"Oct 1, 2011",201.874
"Nov 1, 2011",318.178
"Dec 1, 2011",234.548
"Jan 1, 2012",236.977
"Feb 1, 2012",100.295
"Mar 1, 2012",128.369
"Apr 1, 2012",8.322
"May 1, 2012",33.583
"Jun 1, 2012",0.836
"Jul 1, 2012",0.049
"Aug 1, 2012",0.681
"Sep 1, 2012",0.318
"Oct 1, 2012",26.783
"Nov 1, 2012",329.288
"Dec 1, 2012",62.208
"Jan 1, 2013",266.09
"Feb 1, 2013",64.593
"Mar 1, 2013",186.739
"Apr 1, 2013",135.144
"May 1, 2013",5.708
"Jun 1, 2013",8.483
"Jul 1, 2013",0.387
"Aug 1, 2013",0.3
"Sep 1, 2013",4.678
"Oct 1, 2013",109.895
"Nov 1, 2013",188.224
"Dec 1, 2013",501.53
"Jan 1, 2014",96.859
"Feb 1, 2014",141.993
"Mar 1, 2014",218.324
"Apr 1, 2014",105.695
"May 1, 2014",18.01
"Jun 1, 2014",1.772
"Jul 1, 2014",0.394
"Aug 1, 2014",0.172
"Sep 1, 2014",4.396
"Oct 1, 2014",53.192
"Nov 1, 2014",203.572
"Dec 1, 2014",241.076
"Jan 1, 2015",43.528
"Feb 1, 2015",156.315
"Mar 1, 2015",186.999
"Apr 1, 2015",159.073
"May 1, 2015",18.44
"Jun 1, 2015",0.951
"Jul 1, 2015",0.536
"Aug 1, 2015",0.089
"Sep 1, 2015",0.078
"Oct 1, 2015",50.01
"Nov 1, 2015",148.109
"Dec 1, 2015",47.099
"Jan 1, 2016",490.847
"Feb 1, 2016",48.319
"Mar 1, 2016",90.858
"Apr 1, 2016",14.639
"May 1, 2016",1.828
"Jun 1, 2016",11.151
"Jul 1, 2016",0.093
"Aug 1, 2016",0.61
"Sep 1, 2016",38.644
"Oct 1, 2016",47.884
"Nov 1, 2016",197.24
"Dec 1, 2016",105.854
"Jan 1, 2017",113.548
"Feb 1, 2017",251.499
"Mar 1, 2017",132.914
"Apr 1, 2017",60.88
"May 1, 2017",18.867
"Jun 1, 2017",0.121
"Jul 1, 2017",0.304
"Aug 1, 2017",0.061
"Sep 1, 2017",0.065
"Oct 1, 2017",23.105
"Nov 1, 2017",252.978
"Dec 1, 2017",226.678
"Jan 1, 2018",170.952
"Feb 1, 2018",208.577
"Mar 1, 2018",160.661
"Apr 1, 2018",76.093
"May 1, 2018",9.637
"Jun 1, 2018",0.222
"Jul 1, 2018",0.002
"Aug 1, 2018",10.071
"Sep 1, 2018",0.914
"Oct 1, 2018",108.804
"Nov 1, 2018",289.637
"Dec 1, 2018",150.922
"Jan 1, 2019",41.701
"Feb 1, 2019",213.721
"Mar 1, 2019",236.066
"Apr 1, 2019",99.409
"May 1, 2019",15.901
"Jun 1, 2019",0.347
"Jul 1, 2019",0.548
"Aug 1, 2019",0.601
"Sep 1, 2019",7.083
"Oct 1, 2019",61.398
"Nov 1, 2019",169.246
"Dec 1, 2019",67.526
"Jan 1, 2020",214.149
"Feb 1, 2020",236.585
"Mar 1, 2020",335.938
"Apr 1, 2020",195.52
"May 1, 2020",15.75
"Jun 1, 2020",1.053
"Jul 1, 2020",0.004
