"DateTime","Water Equivalent Thickness – Land (GRACE, GRACE-FO JPL)"
"2011-02-18 12:00:00",4.178407117961438
"2011-03-16 12:00:00",18.919539983301785
"2011-04-16 00:00:00",16.669892697740565
"2011-05-16 12:00:00",5.326390852545192
"2011-07-18 12:00:00",-7.065359477611826
"2011-08-16 12:00:00",-13.128922236512398
"2011-09-16 00:00:00",-17.308600518075338
"2011-10-16 12:00:00",-15.088640510807778
"2011-11-01 12:00:00",-9.365624574795978
"2012-01-01 00:00:00",18.16303753165227
"2012-01-16 12:00:00",20.983595352828896
"2012-02-15 12:00:00",18.876462588342168
"2012-03-16 12:00:00",5.969734987625878
"2012-04-04 12:00:00",6.657706302087414
"2012-06-16 00:00:00",-5.971031038873152
"2012-07-16 12:00:00",-16.755841066773794
"2012-08-16 12:00:00",-18.851965182068103
"2012-09-13 00:00:00",-25.294329913317757
"2012-11-18 12:00:00",-10.022698230625755
"2012-12-16 12:00:00",-4.520339722656016
"2013-01-16 12:00:00",-4.4446342344869185
"2013-02-14 00:00:00",-1.5191695335963074
"2013-04-21 00:00:00",-3.7867326968987656
"2013-05-16 12:00:00",-9.797628788053013
"2013-06-16 00:00:00",-17.481409418677167
"2013-07-16 12:00:00",-22.56748196140842
"2013-10-16 12:00:00",-33.62173663897379
"2013-11-16 00:00:00",-31.685168823547695
"2013-12-16 12:00:00",-14.942988833631752
"2014-01-09 12:00:00",5.41519517999035
"2014-03-16 12:00:00",-0.23328221463929796
"2014-04-16 00:00:00",-0.488683976538954
"2014-05-16 12:00:00",-10.071195703923337
"2014-06-13 00:00:00",-13.32127913183004
"2014-08-16 12:00:00",-26.85938438568345
"2014-09-16 00:00:00",-33.03093765029167
"2014-10-16 12:00:00",-35.59656078322177
"2014-11-17 00:00:00",-28.136125102768734
"2015-01-22 12:00:00",-21.361012358874913
"2015-02-15 00:00:00",-20.213559581901105
"2015-03-16 12:00:00",-21.861435320893857
"2015-04-16 00:00:00",-19.038014106966187
"2015-04-27 00:00:00",-22.480305371829168
"2015-07-15 12:00:00",-27.07990489726593
"2015-08-16 12:00:00",-36.091864493669156
"2015-09-14 12:00:00",-39.54897295028907
"2015-12-23 12:00:00",-47.09574659993635
"2016-01-16 12:00:00",-27.674475365381937
"2016-02-14 00:00:00",-5.9500419768873405
"2016-03-16 12:00:00",-20.258916839173033
"2016-05-20 00:00:00",-37.42576709258915
"2016-06-16 00:00:00",-43.542491741101976
"2016-07-15 12:00:00",-44.1799024581963
"2016-08-21 12:00:00",-47.8415809013343
"2016-11-27 12:00:00",-31.51083099874141
"2016-12-24 12:00:00",-31.788337514732095
"2017-01-21 00:00:00",-40.347279488427056
"2017-03-31 12:00:00",-34.68201858113352
"2017-04-24 12:00:00",-40.61129293766238
"2017-05-12 12:00:00",-39.56109346148389
"2017-06-11 00:00:00",-42.6942297016991
"2018-06-16 00:00:00",-35.08104918961817
"2018-07-10 00:00:00",-41.6937687780545
"2018-10-31 12:00:00",-52.96838143785214
"2018-11-16 00:00:00",-46.20711944842481
"2018-12-16 12:00:00",-29.84360059051813
"2019-01-16 12:00:00",-33.13255467198969
"2019-02-14 00:00:00",-36.67345848449135
"2019-03-16 12:00:00",-29.999588113856422
"2019-04-16 00:00:00",-28.258767954325894
"2019-05-16 12:00:00",-34.871617203387494
"2019-06-16 00:00:00",-42.41069880865489
"2019-07-16 12:00:00",-48.780639045188074
"2019-08-16 12:00:00",-50.47729742716637
"2019-09-16 00:00:00",-55.93905191542292
"2019-10-16 12:00:00",-58.9772179743668
"2019-11-16 00:00:00",-62.581964389990006
"2019-12-16 12:00:00",-54.98669163621521
"2020-01-16 12:00:00",-44.298800184828835
"2020-02-15 12:00:00",-35.54968529105779
"2020-03-16 12:00:00",-16.58159777189928
"2020-04-16 00:00:00",-12.078633534230402
"2020-05-16 12:00:00",-12.81693566500051
"2020-06-16 00:00:00",-23.317549595114297
"2020-07-16 12:00:00",-30.879615885737895
"2020-08-16 12:00:00",-37.51911459007349
"2020-09-16 00:00:00",-44.930330020646075
"2020-10-16 12:00:00",-47.16170912645987
"2020-11-16 00:00:00",-32.02597876266153
"2020-12-16 12:00:00",-31.697850946437505
"2021-01-16 12:00:00",-33.0461090550108
"2021-02-15 00:00:00",-29.59521519292755
"2021-03-16 12:00:00",-22.2611704110346
"2021-04-16 00:00:00",-27.3274304773547
"2021-05-16 12:00:00",-25.900957982989652
"2021-06-16 00:00:00",-37.61798117025362
"2021-07-16 12:00:00",-42.214788016759876
"2021-08-16 12:00:00",-50.92891720782394
"2021-09-16 00:00:00",-59.79560890473138
"2021-10-16 12:00:00",-55.52591927758088
"2021-11-16 00:00:00",-37.28261601593222
"2021-12-16 12:00:00",-19.785941457060787
"2022-01-16 12:00:00",11.499285927408215
