system:time_start,undefined
"Jan 1, 2000",29.608
"Feb 1, 2000",30.075
"Mar 1, 2000",28.727
"Apr 1, 2000",27.055
"May 1, 2000",20.643
"Jun 1, 2000",14.622
"Jul 1, 2000",11.133
"Aug 1, 2000",8.712
"Sep 1, 2000",13.254
"Oct 1, 2000",18.379
"Nov 1, 2000",28.067
"Dec 1, 2000",30.349
"Jan 1, 2001",25.595
"Feb 1, 2001",26.488
"Mar 1, 2001",29.483
"Apr 1, 2001",25.384
"May 1, 2001",21.196
"Jun 1, 2001",15.952
"Jul 1, 2001",12.128
"Aug 1, 2001",9.773
"Sep 1, 2001",12.246
"Oct 1, 2001",21.743
"Nov 1, 2001",27.544
"Dec 1, 2001",28.171
"Jan 1, 2002",30.024
"Feb 1, 2002",28.053
"Mar 1, 2002",25.701
"Apr 1, 2002",23.492
"May 1, 2002",20.007
"Jun 1, 2002",15.135
"Jul 1, 2002",11.549
"Aug 1, 2002",10.051
"Sep 1, 2002",15.314
"Oct 1, 2002",15.314
"Nov 1, 2002",23.519
"Dec 1, 2002",26.394
"Jan 1, 2003",29.218
"Feb 1, 2003",28.519
"Mar 1, 2003",29.096
"Apr 1, 2003",27.204
"May 1, 2003",22.639
"Jun 1, 2003",18.164
"Jul 1, 2003",12.369
"Aug 1, 2003",10.972
"Sep 1, 2003",12.166
"Oct 1, 2003",17.481
"Nov 1, 2003",24.467
"Dec 1, 2003",25.057
"Jan 1, 2004",29.772
"Feb 1, 2004",30.839
"Mar 1, 2004",29.599
"Apr 1, 2004",27.857
"May 1, 2004",20.287
"Jun 1, 2004",16.131
"Jul 1, 2004",11.945
"Aug 1, 2004",9.499
"Sep 1, 2004",10.464
"Oct 1, 2004",17.273
"Nov 1, 2004",21.6
"Dec 1, 2004",26.857
"Jan 1, 2005",28.606
"Feb 1, 2005",29.682
"Mar 1, 2005",30.985
"Apr 1, 2005",25.627
"May 1, 2005",24.293
"Jun 1, 2005",19.911
"Jul 1, 2005",14.064
"Aug 1, 2005",10.683
"Sep 1, 2005",10.358
"Oct 1, 2005",13.166
"Nov 1, 2005",25.909
