"DateTime","Water Equivalent Thickness – Land (GRACE, GRACE-FO JPL)"
"2011-02-18 12:00:00",-1.8595145030622438
"2011-03-16 12:00:00",12.997550562795459
"2011-04-16 00:00:00",10.75690217772899
"2011-05-16 12:00:00",2.4416095575648806
"2011-07-18 12:00:00",-7.1755345007064175
"2011-08-16 12:00:00",-11.132746871900942
"2011-09-16 00:00:00",-16.581412052782145
"2011-10-16 12:00:00",-13.984901449426765
"2011-11-01 12:00:00",-9.329106415697272
"2012-01-01 00:00:00",13.344507714547687
"2012-01-16 12:00:00",13.286698064225854
"2012-02-15 12:00:00",11.766092238374316
"2012-03-16 12:00:00",-2.1591232310778685
"2012-04-04 12:00:00",0.2718160796681489
"2012-06-16 00:00:00",-7.34808638968701
"2012-07-16 12:00:00",-19.56846241848951
"2012-08-16 12:00:00",-20.213878338474554
"2012-09-13 00:00:00",-23.991451408154973
"2012-11-18 12:00:00",-9.808082176111272
"2012-12-16 12:00:00",-3.1975996584603417
"2013-01-16 12:00:00",-5.467231142747745
"2013-02-14 00:00:00",-5.699746374435456
"2013-04-21 00:00:00",-8.755698438621414
"2013-05-16 12:00:00",-14.358263375985707
"2013-06-16 00:00:00",-20.220902673448855
"2013-07-16 12:00:00",-23.043582345096716
"2013-10-16 12:00:00",-31.015390426619525
"2013-11-16 00:00:00",-29.90298800680419
"2013-12-16 12:00:00",-15.949480186881416
"2014-01-09 12:00:00",3.0964114726670133
"2014-03-16 12:00:00",-4.410821070028791
"2014-04-16 00:00:00",-6.97635555505224
"2014-05-16 12:00:00",-15.223269964449313
"2014-06-13 00:00:00",-19.059165576472072
"2014-08-16 12:00:00",-26.12632874051311
"2014-09-16 00:00:00",-33.4751528582242
"2014-10-16 12:00:00",-37.08250372433128
"2014-11-17 00:00:00",-27.11862237614826
"2015-01-22 12:00:00",-23.33120420051377
"2015-02-15 00:00:00",-23.92532840594339
"2015-03-16 12:00:00",-26.175053723142682
"2015-04-16 00:00:00",-26.468751553937338
"2015-04-27 00:00:00",-27.747650699214123
"2015-07-15 12:00:00",-27.930322850555143
"2015-08-16 12:00:00",-38.52710710356125
"2015-09-14 12:00:00",-38.347886950610445
"2015-12-23 12:00:00",-47.33331612900079
"2016-01-16 12:00:00",-29.42796086401549
"2016-02-14 00:00:00",-8.554302450753056
"2016-03-16 12:00:00",-25.36601696537109
"2016-05-20 00:00:00",-39.01292959402619
"2016-06-16 00:00:00",-44.22750315892084
"2016-07-15 12:00:00",-43.41167003910373
"2016-08-21 12:00:00",-45.17115423839017
"2016-11-27 12:00:00",-30.27711020102551
"2016-12-24 12:00:00",-30.716180669858872
"2017-01-21 00:00:00",-39.97442232504018
"2017-03-31 12:00:00",-39.73592367234558
"2017-04-24 12:00:00",-41.8034777327855
"2017-05-12 12:00:00",-41.66909891101212
"2017-06-11 00:00:00",-43.93283350139941
"2018-06-16 00:00:00",-35.69037535145783
"2018-07-10 00:00:00",-41.14280594968359
"2018-10-31 12:00:00",-50.47513241613202
"2018-11-16 00:00:00",-46.09790074869725
"2018-12-16 12:00:00",-29.79077798894489
"2019-01-16 12:00:00",-33.84450916966665
"2019-02-14 00:00:00",-38.91835478938398
"2019-03-16 12:00:00",-33.88706210112589
"2019-04-16 00:00:00",-32.634014505523595
"2019-05-16 12:00:00",-39.07929656302168
"2019-06-16 00:00:00",-45.44804579697965
"2019-07-16 12:00:00",-48.77369345002904
"2019-08-16 12:00:00",-48.72510657441117
"2019-09-16 00:00:00",-54.44871885059515
"2019-10-16 12:00:00",-57.37124403697925
"2019-11-16 00:00:00",-60.58591412657959
"2019-12-16 12:00:00",-52.747546043837076
"2020-01-16 12:00:00",-45.46907464801229
"2020-02-15 12:00:00",-37.79711319714497
"2020-03-16 12:00:00",-21.538393209380267
"2020-04-16 00:00:00",-14.50714451451407
"2020-05-16 12:00:00",-14.813686940348667
"2020-06-16 00:00:00",-22.899676349481823
"2020-07-16 12:00:00",-30.649527596822097
"2020-08-16 12:00:00",-34.03057391913823
"2020-09-16 00:00:00",-42.039989432817826
"2020-10-16 12:00:00",-44.756712749044446
"2020-11-16 00:00:00",-27.37382102787812
"2020-12-16 12:00:00",-29.47630118238416
"2021-01-16 12:00:00",-33.35777854886245
"2021-02-15 00:00:00",-29.78681452328064
"2021-03-16 12:00:00",-27.793791028982024
"2021-04-16 00:00:00",-30.708148353567417
"2021-05-16 12:00:00",-26.04619672226028
"2021-06-16 00:00:00",-38.20267321435184
"2021-07-16 12:00:00",-43.29445917518701
"2021-08-16 12:00:00",-48.77566089273926
"2021-09-16 00:00:00",-56.63625031614943
"2021-10-16 12:00:00",-50.88587750460879
"2021-11-16 00:00:00",-33.76812175987702
"2021-12-16 12:00:00",-20.807010869523
"2022-01-16 12:00:00",10.481337211761618
