system:time_start,undefined
"Jan 1, 2011",233.873
"Feb 1, 2011",197.759
"Mar 1, 2011",283.52
"Apr 1, 2011",68.976
"May 1, 2011",11.046
"Jun 1, 2011",0.095
"Jul 1, 2011",0.115
"Aug 1, 2011",0.231
"Sep 1, 2011",0.305
"Oct 1, 2011",170.206
"Nov 1, 2011",248.272
"Dec 1, 2011",198.212
"Jan 1, 2012",240.044
"Feb 1, 2012",126.801
"Mar 1, 2012",106.193
"Apr 1, 2012",8.723
"May 1, 2012",32.178
"Jun 1, 2012",0.716
"Jul 1, 2012",0.025
"Aug 1, 2012",0.358
"Sep 1, 2012",0.163
"Oct 1, 2012",34.869
"Nov 1, 2012",376.395
"Dec 1, 2012",66.74
"Jan 1, 2013",234.27
"Feb 1, 2013",55.298
"Mar 1, 2013",156.71
"Apr 1, 2013",122.799
"May 1, 2013",4.31
"Jun 1, 2013",6.935
"Jul 1, 2013",0.238
"Aug 1, 2013",1.078
"Sep 1, 2013",2.927
"Oct 1, 2013",97.521
"Nov 1, 2013",195.041
"Dec 1, 2013",425.515
"Jan 1, 2014",71.862
"Feb 1, 2014",165.322
"Mar 1, 2014",232.104
"Apr 1, 2014",103.91
"May 1, 2014",17.026
"Jun 1, 2014",0.563
"Jul 1, 2014",0.411
"Aug 1, 2014",0.137
"Sep 1, 2014",9.226
"Oct 1, 2014",47.615
"Nov 1, 2014",182.94
"Dec 1, 2014",299.164
"Jan 1, 2015",51.664
"Feb 1, 2015",177.454
"Mar 1, 2015",158.803
"Apr 1, 2015",158.14
"May 1, 2015",18.239
"Jun 1, 2015",0.984
"Jul 1, 2015",0.23
"Aug 1, 2015",0.113
"Sep 1, 2015",0.283
"Oct 1, 2015",45.327
"Nov 1, 2015",137.468
"Dec 1, 2015",40.774
"Jan 1, 2016",526.16
"Feb 1, 2016",50.693
"Mar 1, 2016",94.303
"Apr 1, 2016",13.525
"May 1, 2016",1.481
"Jun 1, 2016",7.48
"Jul 1, 2016",0.036
"Aug 1, 2016",0.495
"Sep 1, 2016",49.12
"Oct 1, 2016",61.032
"Nov 1, 2016",164.335
"Dec 1, 2016",103.953
"Jan 1, 2017",130.648
"Feb 1, 2017",252.771
"Mar 1, 2017",130.283
"Apr 1, 2017",64.469
"May 1, 2017",12.782
"Jun 1, 2017",0.075
"Jul 1, 2017",0.024
"Aug 1, 2017",0.045
"Sep 1, 2017",0.02
"Oct 1, 2017",18.028
"Nov 1, 2017",266.697
"Dec 1, 2017",188.51
"Jan 1, 2018",168.245
"Feb 1, 2018",234.157
"Mar 1, 2018",171.786
"Apr 1, 2018",87.122
"May 1, 2018",4.411
"Jun 1, 2018",0.182
"Jul 1, 2018",0.007
"Aug 1, 2018",11.058
"Sep 1, 2018",0.928
"Oct 1, 2018",107.638
"Nov 1, 2018",206.247
"Dec 1, 2018",161.464
"Jan 1, 2019",47.012
"Feb 1, 2019",200.137
"Mar 1, 2019",210.726
"Apr 1, 2019",106.25
"May 1, 2019",22.472
"Jun 1, 2019",0.238
"Jul 1, 2019",0.454
"Aug 1, 2019",0.116
"Sep 1, 2019",8.715
"Oct 1, 2019",68.38
"Nov 1, 2019",140.846
"Dec 1, 2019",87.576
"Jan 1, 2020",222.238
"Feb 1, 2020",231.106
"Mar 1, 2020",358.114
"Apr 1, 2020",142.824
"May 1, 2020",18.36
"Jun 1, 2020",1.691
"Jul 1, 2020",-0
