system:time_start,undefined
"Jan 1, 2011",166.014
"Feb 1, 2011",134.276
"Mar 1, 2011",291.241
"Apr 1, 2011",84.695
"May 1, 2011",10.634
"Jun 1, 2011",0.402
"Jul 1, 2011",0.118
"Aug 1, 2011",0.107
"Sep 1, 2011",0.177
"Oct 1, 2011",216.822
"Nov 1, 2011",304.792
"Dec 1, 2011",249.898
"Jan 1, 2012",205.318
"Feb 1, 2012",68.882
"Mar 1, 2012",142.974
"Apr 1, 2012",10.439
"May 1, 2012",40.682
"Jun 1, 2012",1.308
"Jul 1, 2012",0.035
"Aug 1, 2012",0.622
"Sep 1, 2012",0.827
"Oct 1, 2012",17.41
"Nov 1, 2012",371.058
"Dec 1, 2012",52.289
"Jan 1, 2013",272.498
"Feb 1, 2013",61.569
"Mar 1, 2013",164.122
"Apr 1, 2013",133.419
"May 1, 2013",6.929
"Jun 1, 2013",8.332
"Jul 1, 2013",0.557
"Aug 1, 2013",0.276
"Sep 1, 2013",6.335
"Oct 1, 2013",85.75
"Nov 1, 2013",183.132
"Dec 1, 2013",305.155
"Jan 1, 2014",73.545
"Feb 1, 2014",105.685
"Mar 1, 2014",222.242
"Apr 1, 2014",71.9
"May 1, 2014",13.619
"Jun 1, 2014",2.839
"Jul 1, 2014",0.532
"Aug 1, 2014",0.179
"Sep 1, 2014",1.779
"Oct 1, 2014",58.444
"Nov 1, 2014",187.284
"Dec 1, 2014",215.559
"Jan 1, 2015",44.36
"Feb 1, 2015",152.853
"Mar 1, 2015",169.879
"Apr 1, 2015",157.195
"May 1, 2015",15.296
"Jun 1, 2015",1.034
"Jul 1, 2015",0.385
"Aug 1, 2015",0.058
"Sep 1, 2015",0.055
"Oct 1, 2015",39.844
"Nov 1, 2015",170.928
"Dec 1, 2015",58.598
"Jan 1, 2016",449.535
"Feb 1, 2016",44.515
"Mar 1, 2016",75.884
"Apr 1, 2016",7.862
"May 1, 2016",1.238
"Jun 1, 2016",8.156
"Jul 1, 2016",0.158
"Aug 1, 2016",1.342
"Sep 1, 2016",22.461
"Oct 1, 2016",63.073
"Nov 1, 2016",196.006
"Dec 1, 2016",118.066
"Jan 1, 2017",99.219
"Feb 1, 2017",209.8
"Mar 1, 2017",142.25
"Apr 1, 2017",27.901
"May 1, 2017",17.502
"Jun 1, 2017",0.185
"Jul 1, 2017",0.829
"Aug 1, 2017",0.055
"Sep 1, 2017",0.546
"Oct 1, 2017",20.715
"Nov 1, 2017",205.674
"Dec 1, 2017",235.172
"Jan 1, 2018",145.003
"Feb 1, 2018",230.405
"Mar 1, 2018",128.715
"Apr 1, 2018",84.783
"May 1, 2018",7.429
"Jun 1, 2018",0.437
"Jul 1, 2018",0.002
"Aug 1, 2018",12.046
"Sep 1, 2018",1.244
"Oct 1, 2018",124.12
"Nov 1, 2018",247.66
"Dec 1, 2018",166.303
"Jan 1, 2019",51.35
"Feb 1, 2019",197.945
"Mar 1, 2019",226.399
"Apr 1, 2019",102.885
"May 1, 2019",14.346
"Jun 1, 2019",0.657
"Jul 1, 2019",0.663
"Aug 1, 2019",1.319
"Sep 1, 2019",4.928
"Oct 1, 2019",53.748
"Nov 1, 2019",120.857
"Dec 1, 2019",78.224
"Jan 1, 2020",224.407
"Feb 1, 2020",204.248
"Mar 1, 2020",308.932
"Apr 1, 2020",169.941
"May 1, 2020",15.361
"Jun 1, 2020",0.719
"Jul 1, 2020",0.011
