"DateTime","Water Equivalent Thickness – Land (GRACE, GRACE-FO JPL)"
"2011-02-18 12:00:00",-1.1588138297673964
"2011-03-16 12:00:00",15.033945409977314
"2011-04-16 00:00:00",13.364628791942275
"2011-05-16 12:00:00",4.584979997752348
"2011-07-18 12:00:00",-5.815924221585531
"2011-08-16 12:00:00",-11.338901114035222
"2011-09-16 00:00:00",-16.999294992086078
"2011-10-16 12:00:00",-14.685645382709602
"2011-11-01 12:00:00",-9.684897045185568
"2012-01-01 00:00:00",21.11853512791556
"2012-01-16 12:00:00",22.454684120431647
"2012-02-15 12:00:00",20.039598563427738
"2012-03-16 12:00:00",2.126480038741568
"2012-04-04 12:00:00",4.1005376856409725
"2012-06-16 00:00:00",-6.240062395379165
"2012-07-16 12:00:00",-19.188027331267996
"2012-08-16 12:00:00",-20.79669903275598
"2012-09-13 00:00:00",-27.081070514880714
"2012-11-18 12:00:00",-10.480541052721396
"2012-12-16 12:00:00",-3.686446529417957
"2013-01-16 12:00:00",-7.529939462607968
"2013-02-14 00:00:00",-8.251375281793699
"2013-04-21 00:00:00",-9.262695139118179
"2013-05-16 12:00:00",-15.056300114160365
"2013-06-16 00:00:00",-23.486142955759053
"2013-07-16 12:00:00",-27.053841984421815
"2013-10-16 12:00:00",-36.07191933892624
"2013-11-16 00:00:00",-35.46000806856033
"2013-12-16 12:00:00",-18.05519204743445
"2014-01-09 12:00:00",4.681928380782488
"2014-03-16 12:00:00",-6.554557647101646
"2014-04-16 00:00:00",-8.583751297829501
"2014-05-16 12:00:00",-16.612353939286532
"2014-06-13 00:00:00",-19.979149207353004
"2014-08-16 12:00:00",-29.607432990080294
"2014-09-16 00:00:00",-37.63795473518648
"2014-10-16 12:00:00",-41.58769666173501
"2014-11-17 00:00:00",-31.81471778655127
"2015-01-22 12:00:00",-27.179195535848436
"2015-02-15 00:00:00",-27.07962028918134
"2015-03-16 12:00:00",-29.842179272377457
"2015-04-16 00:00:00",-30.32825754689753
"2015-04-27 00:00:00",-33.510100031004356
"2015-07-15 12:00:00",-32.24638419248304
"2015-08-16 12:00:00",-42.46719652778158
"2015-09-14 12:00:00",-45.42923811420489
"2015-12-23 12:00:00",-56.829041673276485
"2016-01-16 12:00:00",-37.867169466454484
"2016-02-14 00:00:00",-15.318059481617064
"2016-03-16 12:00:00",-34.24074413455617
"2016-05-20 00:00:00",-47.73878899302578
"2016-06-16 00:00:00",-54.017219401861695
"2016-07-15 12:00:00",-53.59724030829744
"2016-08-21 12:00:00",-56.053323171842756
"2016-11-27 12:00:00",-38.47509269035276
"2016-12-24 12:00:00",-38.300825442430074
"2017-01-21 00:00:00",-48.47258039236191
"2017-03-31 12:00:00",-47.17413428559761
"2017-04-24 12:00:00",-53.084618313230116
"2017-05-12 12:00:00",-52.19739004598248
"2017-06-11 00:00:00",-54.43996192447784
"2018-06-16 00:00:00",-43.900300944527864
"2018-07-10 00:00:00",-49.76902091163395
"2018-10-31 12:00:00",-63.24426991046652
"2018-11-16 00:00:00",-55.93597258552815
"2018-12-16 12:00:00",-38.02888578734815
"2019-01-16 12:00:00",-41.458610768396404
"2019-02-14 00:00:00",-47.9435488278962
"2019-03-16 12:00:00",-42.10874961322433
"2019-04-16 00:00:00",-42.29882675929618
"2019-05-16 12:00:00",-47.54694712811279
"2019-06-16 00:00:00",-55.207472726234634
"2019-07-16 12:00:00",-60.069028614953346
"2019-08-16 12:00:00",-60.37907139506273
"2019-09-16 00:00:00",-66.94776499713129
"2019-10-16 12:00:00",-71.2354939915565
"2019-11-16 00:00:00",-75.28451618219138
"2019-12-16 12:00:00",-64.54736474468754
"2020-01-16 12:00:00",-55.80037689787298
"2020-02-15 12:00:00",-46.3800228885942
"2020-03-16 12:00:00",-25.552885348269932
"2020-04-16 00:00:00",-19.35035707564394
"2020-05-16 12:00:00",-19.22398177275359
"2020-06-16 00:00:00",-29.134706305098636
"2020-07-16 12:00:00",-37.670797072534654
"2020-08-16 12:00:00",-42.66659419476992
"2020-09-16 00:00:00",-51.714288116054306
"2020-10-16 12:00:00",-54.6208785879632
"2020-11-16 00:00:00",-37.17686512645514
"2020-12-16 12:00:00",-37.327360236941495
"2021-01-16 12:00:00",-40.75087509199515
"2021-02-15 00:00:00",-37.52015989206623
"2021-03-16 12:00:00",-32.94520820513428
"2021-04-16 00:00:00",-37.94358705673172
"2021-05-16 12:00:00",-34.22057777017453
"2021-06-16 00:00:00",-47.510393397057804
"2021-07-16 12:00:00",-52.10185695764328
"2021-08-16 12:00:00",-60.368785652032386
"2021-09-16 00:00:00",-69.70965734493791
"2021-10-16 12:00:00",-63.63547472986067
"2021-11-16 00:00:00",-44.608315898045845
"2021-12-16 12:00:00",-28.728987664362414
"2022-01-16 12:00:00",6.92430362056339
