"DateTime","Water Equivalent Thickness – Land (GRACE, GRACE-FO JPL)"
"2011-02-18 12:00:00",-2.558748677616435
"2011-03-16 12:00:00",10.965417693077999
"2011-04-16 00:00:00",8.154633283111913
"2011-05-16 12:00:00",0.3027249844117825
"2011-07-18 12:00:00",-8.532299247008366
"2011-08-16 12:00:00",-10.927024090657154
"2011-09-16 00:00:00",-16.164403702054447
"2011-10-16 12:00:00",-13.285624105423555
"2011-11-01 12:00:00",-8.974060421586058
"2012-01-01 00:00:00",5.586750588687768
"2012-01-16 12:00:00",4.137899716150204
"2012-02-15 12:00:00",3.5099015618837064
"2012-03-16 12:00:00",-6.435757147737436
"2012-04-04 12:00:00",-3.54889238227974
"2012-06-16 00:00:00",-8.45379139693776
"2012-07-16 12:00:00",-19.948101291867413
"2012-08-16 12:00:00",-19.632277431538512
"2012-09-13 00:00:00",-20.908298575405837
"2012-11-18 12:00:00",-9.13703069089276
"2012-12-16 12:00:00",-2.709775896724617
"2013-01-16 12:00:00",-3.4088398719053163
"2013-02-14 00:00:00",-3.153457779598485
"2013-04-21 00:00:00",-8.249762833184397
"2013-05-16 12:00:00",-13.661687561193144
"2013-06-16 00:00:00",-16.962496223250486
"2013-07-16 12:00:00",-19.04171579134283
"2013-10-16 12:00:00",-25.969444340282006
"2013-11-16 00:00:00",-24.357598250587856
"2013-12-16 12:00:00",-13.848175377597743
"2014-01-09 12:00:00",1.5142128980963117
"2014-03-16 12:00:00",-2.271571126279395
"2014-04-16 00:00:00",-5.372323936104681
"2014-05-16 12:00:00",-13.837093208025609
"2014-06-13 00:00:00",-18.14110738235399
"2014-08-16 12:00:00",-22.65251010546385
"2014-09-16 00:00:00",-29.32106332298331
"2014-10-16 12:00:00",-32.58673972002397
"2014-11-17 00:00:00",-22.432355439254447
"2015-01-22 12:00:00",-19.491266338883907
"2015-02-15 00:00:00",-20.777638150548434
"2015-03-16 12:00:00",-22.515603113014915
"2015-04-16 00:00:00",-22.617323133746726
"2015-04-27 00:00:00",-21.9972616165577
"2015-07-15 12:00:00",-23.62329460758627
"2015-08-16 12:00:00",-34.595263905438465
"2015-09-14 12:00:00",-31.281356370125625
"2015-12-23 12:00:00",-37.85746421990632
"2016-01-16 12:00:00",-21.006414708979904
"2016-02-14 00:00:00",-1.8047013091951334
"2016-03-16 12:00:00",-16.50986374182828
"2016-05-20 00:00:00",-30.305332574823662
"2016-06-16 00:00:00",-34.458275845260076
"2016-07-15 12:00:00",-33.24741718338188
"2016-08-21 12:00:00",-34.31176063204191
"2016-11-27 12:00:00",-22.09628529617721
"2016-12-24 12:00:00",-23.147409825244658
"2017-01-21 00:00:00",-31.494050080650545
"2017-03-31 12:00:00",-32.313280514517515
"2017-04-24 12:00:00",-30.545947488515672
"2017-05-12 12:00:00",-31.162842471139307
"2017-06-11 00:00:00",-33.44769548190928
"2018-06-16 00:00:00",-27.497632338627803
"2018-07-10 00:00:00",-32.53464482136072
"2018-10-31 12:00:00",-37.73271949160083
"2018-11-16 00:00:00",-36.28041904472773
"2018-12-16 12:00:00",-21.569911753411734
"2019-01-16 12:00:00",-26.2463431491821
"2019-02-14 00:00:00",-29.91204960911904
"2019-03-16 12:00:00",-25.682581785826432
"2019-04-16 00:00:00",-22.989429769061914
"2019-05-16 12:00:00",-30.62936797161104
"2019-06-16 00:00:00",-35.70904440440064
"2019-07-16 12:00:00",-37.50199832917198
"2019-08-16 12:00:00",-37.09553237501129
"2019-09-16 00:00:00",-41.97583199879339
"2019-10-16 12:00:00",-43.53601061667035
"2019-11-16 00:00:00",-45.9180748234889
"2019-12-16 12:00:00",-40.97242322230321
"2020-01-16 12:00:00",-35.15939481456445
"2020-02-15 12:00:00",-29.232166705580337
"2020-03-16 12:00:00",-17.532303014274056
"2020-04-16 00:00:00",-9.674068328861374
"2020-05-16 12:00:00",-10.412622428484509
"2020-06-16 00:00:00",-16.677695708538653
"2020-07-16 12:00:00",-23.642952959057276
"2020-08-16 12:00:00",-25.412627998707215
"2020-09-16 00:00:00",-32.385938121071625
"2020-10-16 12:00:00",-34.91319165520973
"2020-11-16 00:00:00",-17.59129375249402
"2020-12-16 12:00:00",-21.641673635109633
"2021-01-16 12:00:00",-25.980155041768192
"2021-02-15 00:00:00",-22.06965429841828
"2021-03-16 12:00:00",-22.65315527075804
"2021-04-16 00:00:00",-23.487852723830436
"2021-05-16 12:00:00",-17.888923863290724
"2021-06-16 00:00:00",-28.91443318978833
"2021-07-16 12:00:00",-34.505494424478364
"2021-08-16 12:00:00",-37.20679942233356
"2021-09-16 00:00:00",-43.59020466387233
"2021-10-16 12:00:00",-38.16296395326689
"2021-11-16 00:00:00",-22.9506150996256
"2021-12-16 12:00:00",-12.901614005937985
"2022-01-16 12:00:00",14.030926275673417
