,Data Medicao,"PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)",Unnamed: 7
66,1975-10-08,,,,,,,
67,1975-10-09,,,,,,,
68,1975-10-10,,,,,,,
69,1975-10-11,,,,,,,
70,1975-10-12,,,,,,,
71,1975-10-13,,,,,,,
72,1975-10-14,,,,,,,
73,1975-10-15,,,,,,,
74,1975-10-16,,,,,,,
75,1975-10-17,,,,,,,
76,1975-10-18,,,,,,,
77,1975-10-19,,,,,,,
78,1975-10-20,,,,,,,
79,1975-10-21,,,,,,,
80,1975-10-22,,,,,,,
81,1975-10-23,,,,,,,
82,1975-10-24,,,,,,,
83,1975-10-25,,,,,,,
84,1975-10-26,,,,,,,
85,1975-10-27,,,,,,,
86,1975-10-28,,,,,,,
87,1975-10-29,,,,,,,
88,1975-10-30,,,,,,,
89,1975-10-31,,,,,,,
90,1975-11-01,,28.1,23.0,19.4,77.75,65.0,
91,1975-11-02,0.0,25.3,22.22,19.8,84.25,81.0,
92,1975-11-03,0.0,29.2,22.92,18.0,72.0,50.0,
93,1975-11-04,16.0,29.2,22.76,18.0,71.5,43.0,
94,1975-11-05,25.0,25.6,22.6,18.0,74.0,73.0,
95,1975-11-06,0.0,25.1,22.58,20.0,81.25,71.0,
96,1975-11-07,7.2,26.4,22.72,20.0,82.25,65.0,
97,1975-11-08,0.0,29.0,24.1,19.9,76.5,71.0,
98,1975-11-09,8.0,30.2,25.12,20.0,64.0,57.0,
99,1975-11-10,2.0,30.0,24.0,19.0,73.25,67.0,
100,1975-11-11,0.0,29.0,23.2,19.6,82.75,65.0,
101,1975-11-12,4.6,29.7,23.94,16.6,65.0,48.0,
102,1975-11-13,0.0,30.0,23.92,20.6,79.5,69.0,
103,1975-11-14,0.0,24.2,21.64,19.2,81.75,72.0,
104,1975-11-15,13.0,28.5,23.98,20.0,80.0,72.0,
105,1975-11-16,6.0,29.5,23.3,17.8,80.5,72.0,
106,1975-11-17,0.0,26.0,22.48,20.0,75.75,65.0,
107,1975-11-18,0.0,29.5,24.14,19.0,72.0,65.0,
108,1975-11-19,0.0,29.4,24.2,19.4,67.0,36.0,
109,1975-11-20,0.0,29.5,24.5,19.8,73.0,55.0,
110,1975-11-21,0.0,28.4,23.0,18.2,79.25,68.0,
111,1975-11-22,4.8,30.2,24.48,20.2,78.0,63.0,
112,1975-11-23,0.0,29.2,23.64,19.0,78.25,86.0,
113,1975-11-24,0.0,25.0,22.16,19.4,87.0,69.0,
114,1975-11-25,0.0,26.8,22.48,19.2,77.5,61.0,
115,1975-11-26,0.0,29.0,25.34,19.5,55.0,64.0,
116,1975-11-27,0.0,29.5,25.5,20.0,66.0,42.0,
117,1975-11-28,3.5,27.0,22.0,17.8,81.25,47.0,
118,1975-11-29,0.0,24.7,21.8,19.3,84.0,64.0,
119,1975-11-30,0.0,25.1,21.44,18.8,82.0,73.0,
120,1975-12-01,8.1,29.3,24.22,20.2,66.0,59.0,
121,1975-12-02,0.0,29.4,24.68,21.0,57.5,47.0,
122,1975-12-03,0.0,28.4,23.2,20.0,57.25,47.0,
123,1975-12-04,0.0,28.9,23.82,20.2,90.0,58.0,
124,1975-12-05,0.0,29.7,24.4,19.3,67.25,40.0,
125,1975-12-06,0.0,25.3,24.46,22.2,69.75,61.0,
126,1975-12-07,0.0,28.2,24.12,21.4,74.25,71.0,
127,1975-12-08,0.0,29.5,23.62,20.1,75.75,72.0,
128,1975-12-09,0.0,27.5,22.7,20.0,79.75,71.0,
129,1975-12-10,0.0,30.1,23.18,20.0,83.75,81.0,
130,1975-12-11,0.0,30.7,23.38,20.0,87.75,77.0,
131,1975-12-12,14.8,30.8,24.8,20.8,67.25,81.0,
132,1975-12-13,0.0,28.7,23.68,19.3,66.5,52.0,
133,1975-12-14,0.0,29.7,25.3,18.9,69.75,47.0,
134,1975-12-15,0.0,29.3,21.94,19.2,90.0,81.0,
135,1975-12-16,0.0,29.4,23.0,20.5,84.75,81.0,
136,1975-12-17,11.4,25.9,21.3,19.1,86.25,66.0,
137,1975-12-18,0.5,29.1,23.92,19.6,77.0,40.0,
138,1975-12-19,0.0,29.1,24.86,20.1,60.5,37.0,
139,1975-12-20,0.0,30.5,24.7,18.9,56.75,47.0,
140,1975-12-21,0.0,29.7,25.36,19.8,55.5,52.0,
141,1975-12-22,0.3,27.3,23.0,20.2,68.75,51.0,
142,1975-12-23,11.5,28.7,22.7,18.1,71.25,54.0,
143,1975-12-24,0.2,26.7,22.84,19.0,78.0,62.0,
144,1975-12-25,2.6,28.2,22.2,18.7,76.75,47.0,
145,1975-12-26,0.0,27.1,23.54,20.3,67.5,55.0,
146,1975-12-27,17.4,27.5,24.7,18.9,69.25,62.0,
147,1975-12-28,0.0,29.5,25.26,19.9,57.0,39.0,
148,1975-12-29,0.0,30.1,23.16,20.0,71.75,46.0,
149,1975-12-30,0.0,29.5,22.04,19.0,83.25,67.0,
150,1975-12-31,4.1,24.7,21.92,17.6,83.5,63.0,
151,1976-01-01,,,,,,91.0,
152,1976-01-02,,,,,,,
153,1976-01-03,,,,,,,
154,1976-01-04,,,,,,,
155,1976-01-05,,,,,,,
156,1976-01-06,,,,,,,
157,1976-01-07,,,,,,,
158,1976-01-08,,,,,,,
159,1976-01-09,,,,,,,
160,1976-01-10,,,,,,,
161,1976-01-11,,,,,,,
162,1976-01-12,,,,,,,
163,1976-01-13,,,,,,,
164,1976-01-14,,,,,,,
165,1976-01-15,,,,,,,
166,1976-01-16,,,,,,,
167,1976-01-17,,,,,,,
168,1976-01-18,,,,,,,
169,1976-01-19,,,,,,,
170,1976-01-20,,,,,,,
171,1976-01-21,,,,,,,
172,1976-01-22,,,,,,,
173,1976-01-23,,,,,,,
174,1976-01-24,,,,,,,
175,1976-01-25,,,,,,,
176,1976-01-26,,,,,,,
177,1976-01-27,,,,,,,
178,1976-01-28,,,,,,,
179,1976-01-29,,,,,,,
180,1976-01-30,,,,,,,
181,1976-01-31,,,,,,,
182,1976-02-01,,,,,,,
183,1976-02-02,,,,,,,
184,1976-02-03,,,,,,,
185,1976-02-04,,,,,,,
186,1976-02-05,,,,,,,
187,1976-02-06,,,,,,,
188,1976-02-07,,,,,,,
189,1976-02-08,,,,,,,
190,1976-02-09,,,,,,,
191,1976-02-10,,,,,,,
192,1976-02-11,,,,,,,
193,1976-02-12,,,,,,,
194,1976-02-13,,,,,,,
195,1976-02-14,,,,,,,
196,1976-02-15,,,,,,,
197,1976-02-16,,,,,,,
198,1976-02-17,,,,,,,
199,1976-02-18,,,,,,,
200,1976-02-19,,,,,,,
201,1976-02-20,,,,,,,
202,1976-02-21,,,,,,,
203,1976-02-22,,,,,,,
204,1976-02-23,,,,,,,
205,1976-02-24,,,,,,,
206,1976-02-25,,,,,,,
207,1976-02-26,,,,,,,
208,1976-02-27,,,,,,,
209,1976-02-28,,,,,,,
210,1976-02-29,,,,,,,
211,1976-03-01,,,,,,,
212,1976-03-02,,,,,,,
213,1976-03-03,,,,,,,
214,1976-03-04,,,,,,,
215,1976-03-05,,,,,,,
216,1976-03-06,,,,,,,
217,1976-03-07,,,,,,,
218,1976-03-08,,,,,,,
219,1976-03-09,,,,,,,
220,1976-03-10,,,,,,,
221,1976-03-11,,,,,,,
222,1976-03-12,,,,,,,
223,1976-03-13,,,,,,,
224,1976-03-14,,,,,,,
225,1976-03-15,,,,,,,
226,1976-03-16,,,,,,,
227,1976-03-17,,,,,,,
228,1976-03-18,,,,,,,
229,1976-03-19,,,,,,,
230,1976-03-20,,,,,,,
231,1976-03-21,,,,,,,
232,1976-03-22,,,,,,,
233,1976-03-23,,,,,,,
234,1976-03-24,,,,,,,
235,1976-03-25,,,,,,,
236,1976-03-26,,,,,,,
237,1976-03-27,,,,,,,
238,1976-03-28,,,,,,,
239,1976-03-29,,,,,,,
240,1976-03-30,,,,,,,
241,1976-03-31,,,,,,,
242,1976-04-01,,,,,,,
243,1976-04-02,,,,,,,
244,1976-04-03,,,,,,,
245,1976-04-04,,,,,,,
246,1976-04-05,,,,,,,
247,1976-04-06,,,,,,,
248,1976-04-07,,,,,,,
249,1976-04-08,,,,,,,
250,1976-04-09,,,,,,,
251,1976-04-10,,,,,,,
252,1976-04-11,,,,,,,
253,1976-04-12,,,,,,,
254,1976-04-13,,,,,,,
255,1976-04-14,,,,,,,
256,1976-04-15,,,,,,,
257,1976-04-16,,,,,,,
258,1976-04-17,,,,,,,
259,1976-04-18,,,,,,,
260,1976-04-19,,,,,,,
261,1976-04-20,,,,,,,
262,1976-04-21,,,,,,,
263,1976-04-22,,,,,,,
264,1976-04-23,,,,,,,
265,1976-04-24,,,,,,,
266,1976-04-25,,,,,,,
267,1976-04-26,,,,,,,
268,1976-04-27,,,,,,,
269,1976-04-28,,,,,,,
270,1976-04-29,,,,,,,
271,1976-04-30,,,,,,,
272,1976-05-01,,,,,,,
273,1976-05-02,,,,,,,
274,1976-05-03,,,,,,,
275,1976-05-04,,,,,,,
276,1976-05-05,,,,,,,
277,1976-05-06,,,,,,,
278,1976-05-07,,,,,,,
279,1976-05-08,,,,,,,
280,1976-05-09,,,,,,,
281,1976-05-10,,,,,,,
282,1976-05-11,,,,,,,
283,1976-05-12,,,,,,,
284,1976-05-13,,,,,,,
285,1976-05-14,,,,,,,
286,1976-05-15,,,,,,,
287,1976-05-16,,,,,,,
288,1976-05-17,,,,,,,
289,1976-05-18,,,,,,,
290,1976-05-19,,,,,,,
291,1976-05-20,,,,,,,
292,1976-05-21,,,,,,,
293,1976-05-22,,,,,,,
294,1976-05-23,,,,,,,
295,1976-05-24,,,,,,,
296,1976-05-25,,,,,,,
297,1976-05-26,,,,,,,
298,1976-05-27,,,,,,,
299,1976-05-28,,,,,,,
300,1976-05-29,,,,,,,
301,1976-05-30,,,,,,,
302,1976-05-31,,,,,,,
303,1976-06-01,,,,,,,
304,1976-06-02,,,,,,,
305,1976-06-03,,,,,,,
306,1976-06-04,,,,,,,
307,1976-06-05,,,,,,,
308,1976-06-06,,,,,,,
309,1976-06-07,,,,,,,
310,1976-06-08,,,,,,,
311,1976-06-09,,,,,,,
312,1976-06-10,,,,,,,
313,1976-06-11,,,,,,,
314,1976-06-12,,,,,,,
315,1976-06-13,,,,,,,
316,1976-06-14,,,,,,,
317,1976-06-15,,,,,,,
318,1976-06-16,,,,,,,
319,1976-06-17,,,,,,,
320,1976-06-18,,,,,,,
321,1976-06-19,,,,,,,
322,1976-06-20,,,,,,,
323,1976-06-21,,,,,,,
324,1976-06-22,,,,,,,
325,1976-06-23,,,,,,,
326,1976-06-24,,,,,,,
327,1976-06-25,,,,,,,
328,1976-06-26,,,,,,,
329,1976-06-27,,,,,,,
330,1976-06-28,,,,,,,
331,1976-06-29,,,,,,,
332,1976-06-30,,,,,,,
333,1976-07-01,,,,,,,
334,1976-07-02,,,,,,,
335,1976-07-03,,,,,,,
336,1976-07-04,,,,,,,
337,1976-07-05,,,,,,,
338,1976-07-06,,,,,,,
339,1976-07-07,,,,,,,
340,1976-07-08,,,,,,,
341,1976-07-09,,,,,,,
342,1976-07-10,,,,,,,
343,1976-07-11,,,,,,,
344,1976-07-12,,,,,,,
345,1976-07-13,,,,,,,
346,1976-07-14,,,,,,,
347,1976-07-15,,,,,,,
348,1976-07-16,,,,,,,
349,1976-07-17,,,,,,,
350,1976-07-18,,,,,,,
351,1976-07-19,,,,,,,
352,1976-07-20,,,,,,,
353,1976-07-21,,,,,,,
354,1976-07-22,,,,,,,
355,1976-07-23,,,,,,,
356,1976-07-24,,,,,,,
357,1976-07-25,,,,,,,
358,1976-07-26,,,,,,,
359,1976-07-27,,,,,,,
360,1976-07-28,,,,,,,
361,1976-07-29,,,,,,,
362,1976-07-30,,,,,,,
363,1976-07-31,,,,,,,
364,1976-08-01,,,,,,,
365,1976-08-02,,,,,,,
366,1976-08-03,,,,,,,
367,1976-08-04,,,,,,,
368,1976-08-05,,,,,,,
369,1976-08-06,,,,,,,
370,1976-08-07,,,,,,,
371,1976-08-08,,,,,,,
372,1976-08-09,,,,,,,
373,1976-08-10,,,,,,,
374,1976-08-11,,,,,,,
375,1976-08-12,,,,,,,
376,1976-08-13,,,,,,,
377,1976-08-14,,,,,,,
378,1976-08-15,,,,,,,
379,1976-08-16,,,,,,,
380,1976-08-17,,,,,,,
381,1976-08-18,,,,,,,
382,1976-08-19,,,,,,,
383,1976-08-20,,,,,,,
384,1976-08-21,,,,,,,
385,1976-08-22,,,,,,,
386,1976-08-23,,,,,,,
387,1976-08-24,,,,,,,
388,1976-08-25,,,,,,,
389,1976-08-26,,,,,,,
390,1976-08-27,,,,,,,
391,1976-08-28,,,,,,,
392,1976-08-29,,,,,,,
393,1976-08-30,,,,,,,
394,1976-08-31,,,,,,,
395,1976-09-01,,,,,,,
396,1976-09-02,,,,,,,
397,1976-09-03,,,,,,,
398,1976-09-04,,,,,,,
399,1976-09-05,,,,,,,
400,1976-09-06,,,,,,,
401,1976-09-07,,,,,,,
402,1976-09-08,,,,,,,
403,1976-09-09,,,,,,,
404,1976-09-10,,,,,,,
405,1976-09-11,,,,,,,
406,1976-09-12,,,,,,,
407,1976-09-13,,,,,,,
408,1976-09-14,,,,,,,
409,1976-09-15,,,,,,,
410,1976-09-16,,,,,,,
411,1976-09-17,,,,,,,
412,1976-09-18,,,,,,,
413,1976-09-19,,,,,,,
414,1976-09-20,,,,,,,
415,1976-09-21,,,,,,,
416,1976-09-22,,,,,,,
417,1976-09-23,,,,,,,
418,1976-09-24,,,,,,,
419,1976-09-25,,,,,,,
420,1976-09-26,,,,,,,
421,1976-09-27,,,,,,,
422,1976-09-28,,,,,,,
423,1976-09-29,,,,,,,
424,1976-09-30,,,,,,,
425,1976-10-01,,30.3,24.56,21.0,62.75,44.0,
426,1976-10-02,0.0,31.3,23.94,19.1,73.25,67.0,
427,1976-10-03,0.0,28.0,24.0,20.0,59.75,52.0,
428,1976-10-04,0.0,28.8,23.58,19.2,55.5,38.0,
429,1976-10-05,0.0,28.6,23.32,19.4,68.0,49.0,
430,1976-10-06,10.7,27.2,21.72,19.7,88.0,79.0,
431,1976-10-07,32.5,22.3,20.34,19.0,90.0,79.0,
432,1976-10-08,0.0,22.8,19.72,18.4,82.25,66.0,
433,1976-10-09,0.0,21.4,19.58,17.7,87.75,87.0,
434,1976-10-10,11.7,24.8,21.32,17.7,82.25,69.0,
435,1976-10-11,0.2,27.9,21.86,19.2,81.5,54.0,
436,1976-10-12,2.4,28.2,23.8,20.2,61.25,51.0,
437,1976-10-13,0.0,29.4,24.04,18.8,50.0,40.0,
438,1976-10-14,0.0,30.6,24.62,20.2,51.5,36.0,
439,1976-10-15,0.0,31.2,25.04,21.0,45.5,30.0,
440,1976-10-16,0.0,31.4,25.64,21.0,46.25,35.0,
441,1976-10-17,0.0,33.6,26.24,21.2,49.25,34.0,
442,1976-10-18,0.0,32.3,26.56,21.3,46.25,38.0,
443,1976-10-19,0.0,32.2,27.52,21.2,47.0,38.0,
444,1976-10-20,0.0,32.4,25.74,20.7,61.0,40.0,
445,1976-10-21,7.9,28.8,21.96,19.4,92.0,75.0,
446,1976-10-22,6.4,21.5,19.1,16.4,87.25,83.0,
447,1976-10-23,0.0,25.1,22.18,18.8,75.5,66.0,
448,1976-10-24,0.0,28.2,23.44,20.2,65.5,51.0,
449,1976-10-25,2.7,28.4,20.34,15.4,82.0,71.0,
450,1976-10-26,35.0,25.1,20.32,16.5,88.0,71.0,
451,1976-10-27,9.1,28.8,22.8,17.2,74.0,54.0,
452,1976-10-28,0.0,29.2,24.6,19.8,65.25,63.0,
453,1976-10-29,0.0,29.9,23.8,19.3,78.75,63.0,
454,1976-10-30,0.1,26.7,22.64,19.7,73.25,59.0,
455,1976-10-31,0.1,30.3,25.46,20.0,53.0,38.0,
456,1976-11-01,0.0,28.4,22.74,20.0,82.25,60.0,
457,1976-11-02,0.9,29.7,22.64,19.7,81.75,55.0,
458,1976-11-03,45.0,25.6,22.24,19.0,87.0,91.0,
459,1976-11-04,26.6,28.4,22.8,18.0,82.5,65.0,
460,1976-11-05,9.8,25.4,22.44,20.0,83.75,73.0,
461,1976-11-06,0.0,28.1,23.4,19.0,76.75,50.0,
462,1976-11-07,0.0,28.9,23.7,19.8,80.25,64.0,
463,1976-11-08,0.0,29.6,24.0,20.5,70.75,50.0,
464,1976-11-09,21.0,27.2,22.08,19.1,81.75,65.0,
465,1976-11-10,20.2,25.1,21.66,19.4,92.0,84.0,
466,1976-11-11,4.6,25.0,22.08,19.8,83.5,76.0,
467,1976-11-12,0.8,27.0,22.36,18.6,75.25,63.0,
468,1976-11-13,0.0,27.8,23.3,19.5,76.25,50.0,
469,1976-11-14,4.5,24.9,21.58,19.4,86.75,77.0,
470,1976-11-15,0.0,27.4,22.8,19.0,75.5,58.0,
471,1976-11-16,0.3,25.5,21.76,20.2,93.0,79.0,
472,1976-11-17,8.0,26.1,22.04,20.0,88.25,71.0,
473,1976-11-18,17.6,25.2,21.4,19.6,84.25,68.0,
474,1976-11-19,0.0,24.8,22.0,20.1,88.0,83.0,
475,1976-11-20,7.2,27.2,22.88,20.0,78.75,69.0,
476,1976-11-21,36.8,27.1,22.14,18.7,83.5,66.0,
477,1976-11-22,0.0,29.1,25.44,20.7,60.75,65.0,
478,1976-11-23,0.4,26.9,23.02,20.4,76.25,49.0,
479,1976-11-24,5.2,27.8,22.36,18.6,81.75,60.0,
480,1976-11-25,16.9,28.6,23.7,19.5,72.5,54.0,
481,1976-11-26,0.0,30.2,24.62,19.0,65.75,47.0,
482,1976-11-27,1.2,30.2,24.9,19.2,57.0,43.0,
483,1976-11-28,0.0,25.8,21.08,18.6,78.5,62.0,
484,1976-11-29,27.2,20.2,19.16,17.2,71.0,92.0,
485,1976-11-30,15.0,20.4,19.4,17.6,90.0,50.0,
486,1976-12-01,10.5,22.0,20.02,18.6,95.0,91.0,
487,1976-12-02,7.8,27.0,23.4,19.4,74.0,62.0,
488,1976-12-03,0.0,27.0,22.04,19.6,81.5,60.0,
489,1976-12-04,44.1,27.3,22.06,19.6,87.25,82.0,
490,1976-12-05,1.3,27.8,23.08,19.6,78.25,67.0,
491,1976-12-06,17.8,28.2,23.74,20.5,75.25,64.0,
492,1976-12-07,11.2,30.5,25.0,19.7,67.25,47.0,
493,1976-12-08,0.0,29.2,24.86,21.7,69.5,57.0,
494,1976-12-09,0.0,27.3,23.26,20.2,81.5,64.0,
495,1976-12-10,13.3,26.9,21.8,18.9,82.5,63.0,
496,1976-12-11,8.8,26.6,21.74,19.3,85.0,71.0,
497,1976-12-12,1.8,27.4,23.14,19.0,83.0,73.0,
498,1976-12-13,0.0,30.2,24.4,20.2,59.5,46.0,
499,1976-12-14,0.0,29.2,24.0,20.1,60.25,48.0,
500,1976-12-15,0.0,29.7,24.62,19.8,60.75,49.0,
501,1976-12-16,0.7,26.2,22.1,20.7,85.75,72.0,
502,1976-12-17,0.0,29.2,22.48,19.8,80.5,54.0,
503,1976-12-18,0.0,27.2,22.64,19.0,80.5,66.0,
504,1976-12-19,15.0,27.0,22.32,19.8,84.0,66.0,
505,1976-12-20,35.8,24.7,20.82,18.4,85.0,69.0,
506,1976-12-21,3.1,28.6,23.5,19.4,73.0,61.0,
507,1976-12-22,2.8,27.7,22.62,19.8,78.5,63.0,
508,1976-12-23,0.0,27.0,23.6,19.4,76.5,69.0,
509,1976-12-24,2.0,25.8,22.7,20.3,89.0,76.0,
510,1976-12-25,13.8,28.7,24.24,19.1,75.25,70.0,
511,1976-12-26,0.0,31.1,25.94,20.6,56.75,46.0,
512,1976-12-27,0.0,31.2,25.48,20.4,61.5,49.0,
513,1976-12-28,0.0,29.3,24.28,19.4,76.75,61.0,
514,1976-12-29,2.3,27.8,25.84,19.4,59.75,66.0,
515,1976-12-30,0.7,26.1,23.24,18.8,64.5,53.0,
516,1976-12-31,,,,,,59.0,
517,1977-01-01,,26.6,20.96,18.8,88.25,75.0,
518,1977-01-02,0.0,26.8,21.28,18.0,89.75,87.0,
519,1977-01-03,3.0,22.4,20.88,17.2,86.5,84.0,
520,1977-01-04,12.7,26.6,21.84,18.2,81.5,71.0,
521,1977-01-05,0.0,25.2,22.8,19.8,85.75,77.0,
522,1977-01-06,1.0,26.3,22.1,19.2,84.5,69.0,
523,1977-01-07,3.7,29.0,23.2,20.2,73.5,59.0,
524,1977-01-08,4.3,29.5,24.82,20.4,59.5,46.0,
525,1977-01-09,0.0,29.6,24.24,20.4,60.5,39.0,
526,1977-01-10,0.0,30.0,24.52,20.4,53.0,39.0,
527,1977-01-11,0.0,30.0,24.24,20.8,57.5,41.0,
528,1977-01-12,0.0,29.8,24.46,19.6,49.25,42.0,
529,1977-01-13,0.0,28.2,23.58,18.6,66.25,48.0,
530,1977-01-14,0.0,30.5,24.02,20.0,62.25,49.0,
531,1977-01-15,0.0,30.4,23.24,17.2,77.5,56.0,
532,1977-01-16,0.9,30.6,23.76,16.8,74.75,63.0,
533,1977-01-17,0.0,30.1,24.06,20.8,75.75,55.0,
534,1977-01-18,34.8,27.9,23.18,20.0,77.5,61.0,
535,1977-01-19,12.7,26.5,22.3,19.2,88.75,72.0,
536,1977-01-20,6.0,22.3,20.28,19.4,97.5,96.0,
537,1977-01-21,29.2,20.3,19.5,19.0,97.5,95.0,
538,1977-01-22,12.2,24.4,21.58,18.6,87.75,83.0,
539,1977-01-23,1.1,28.9,23.68,20.3,82.25,68.0,
540,1977-01-24,31.0,27.9,22.54,19.8,86.25,67.0,
541,1977-01-25,36.1,22.5,20.58,18.4,90.75,88.0,
542,1977-01-26,0.5,24.8,21.84,19.5,87.5,82.0,
543,1977-01-27,4.1,26.0,21.6,20.0,93.25,88.0,
544,1977-01-28,19.4,23.3,21.16,20.0,92.75,92.0,
545,1977-01-29,2.6,25.0,21.68,19.6,88.75,78.0,
546,1977-01-30,11.3,24.2,21.48,19.8,93.75,91.0,
547,1977-01-31,44.2,24.2,20.0,18.4,89.25,83.0,
548,1977-02-01,21.1,21.8,19.72,17.8,92.5,87.0,
549,1977-02-02,8.7,22.4,20.16,18.8,93.25,90.0,
550,1977-02-03,9.9,24.5,20.7,18.8,90.25,82.0,
551,1977-02-04,3.5,26.6,22.7,18.8,86.75,73.0,
552,1977-02-05,4.3,29.3,24.54,18.8,62.0,50.0,
553,1977-02-06,0.0,29.6,24.36,20.4,48.75,37.0,
554,1977-02-07,0.0,29.5,23.38,20.6,79.75,53.0,
555,1977-02-08,11.5,30.9,24.98,18.9,62.75,38.0,
556,1977-02-09,0.0,31.2,24.94,21.6,70.0,46.0,
557,1977-02-10,0.0,29.3,24.94,20.8,47.0,38.0,
558,1977-02-11,0.4,28.7,24.34,20.0,55.25,42.0,
559,1977-02-12,0.0,29.2,24.06,19.8,58.25,41.0,
560,1977-02-13,0.0,28.2,23.82,20.0,62.75,60.0,
561,1977-02-14,3.7,29.4,24.28,21.8,61.25,44.0,
562,1977-02-15,0.0,29.1,24.78,20.6,59.75,54.0,
563,1977-02-16,1.2,30.8,25.16,19.4,54.75,41.0,
564,1977-02-17,0.0,30.0,24.72,20.4,60.5,40.0,
565,1977-02-18,0.0,30.1,24.62,20.2,52.0,42.0,
566,1977-02-19,0.0,29.6,24.0,19.0,63.75,52.0,
567,1977-02-20,0.0,30.4,24.36,18.8,58.5,49.0,
568,1977-02-21,0.0,29.8,22.76,19.2,73.75,56.0,
569,1977-02-22,0.0,25.8,22.4,19.0,70.75,63.0,
570,1977-02-23,19.5,28.0,22.52,19.4,84.25,73.0,
571,1977-02-24,1.5,26.5,21.7,19.0,88.75,75.0,
572,1977-02-25,1.9,25.0,21.48,19.2,80.0,74.0,
573,1977-02-26,0.0,28.2,23.04,19.4,74.5,51.0,
574,1977-02-27,5.2,27.6,23.64,20.6,67.75,58.0,
575,1977-02-28,0.0,28.8,22.92,20.0,80.5,64.0,
576,1977-03-01,5.6,27.4,24.32,20.8,74.0,54.0,
577,1977-03-02,0.0,31.0,25.68,19.4,48.25,35.0,
578,1977-03-03,0.0,31.2,25.62,21.5,65.0,52.0,
579,1977-03-04,0.0,31.3,25.88,21.5,55.75,45.0,
580,1977-03-05,0.0,31.4,26.26,21.9,47.75,37.0,
581,1977-03-06,0.0,31.6,25.68,21.0,48.0,32.0,
582,1977-03-07,0.0,32.6,26.34,21.4,53.0,31.0,
583,1977-03-08,0.0,32.6,26.6,21.5,45.25,35.0,
584,1977-03-09,0.0,31.4,25.56,20.2,58.25,37.0,
585,1977-03-10,0.0,31.9,25.6,20.0,50.0,37.0,
586,1977-03-11,0.0,32.2,25.92,20.2,48.5,32.0,
587,1977-03-12,0.0,32.2,26.68,21.0,47.0,38.0,
588,1977-03-13,0.0,33.5,26.34,20.8,52.0,29.0,
589,1977-03-14,0.0,32.0,25.84,20.0,45.75,34.0,
590,1977-03-15,0.0,32.4,25.92,19.8,48.75,31.0,
591,1977-03-16,0.0,32.2,26.52,19.6,50.25,34.0,
592,1977-03-17,0.0,33.3,27.26,20.4,48.0,39.0,
593,1977-03-18,0.0,31.0,23.36,19.8,78.25,55.0,
