,Data Medicao,"PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)",Unnamed: 7
5494,1990-08-18,0.0,35.3,27.86,21.4,37.0,29.0,
5495,1990-08-19,0.0,33.3,26.2,21.3,47.25,35.0,
5496,1990-08-20,0.0,33.1,26.34,22.2,45.5,34.0,
5497,1990-08-21,0.0,33.6,27.02,21.6,44.25,33.0,
5498,1990-08-22,0.0,30.3,25.4,21.3,52.75,44.0,
5499,1990-08-23,0.0,30.1,23.64,18.0,55.75,42.0,
5500,1990-08-24,0.0,29.3,23.44,18.8,53.5,42.0,
5501,1990-08-25,0.0,29.0,21.78,16.4,53.75,38.0,
5502,1990-08-26,0.0,29.7,22.9,17.0,50.75,37.0,
5503,1990-08-27,0.0,32.5,24.8,19.2,51.5,36.0,
5504,1990-08-28,0.0,32.1,25.5,21.5,55.25,40.0,
5505,1990-08-29,1.9,30.7,24.52,17.2,57.25,45.0,
5506,1990-08-30,0.0,27.1,21.54,19.6,78.5,60.0,
5507,1990-08-31,27.1,24.5,19.2,16.7,84.25,72.0,
5508,1990-09-01,0.2,30.7,23.94,16.9,61.0,48.0,
5509,1990-09-02,0.0,31.9,24.3,20.0,61.0,44.0,
5510,1990-09-03,0.0,32.3,25.62,20.8,56.75,43.0,
5511,1990-09-04,0.0,30.3,24.52,20.4,56.5,44.0,
5512,1990-09-05,0.0,29.3,23.7,18.9,57.25,46.0,
5513,1990-09-06,0.0,31.1,24.54,19.1,51.0,41.0,
5514,1990-09-07,0.0,31.7,25.74,20.5,50.0,38.0,
5515,1990-09-08,0.0,32.6,25.8,21.6,48.0,37.0,
5516,1990-09-09,0.0,32.1,24.18,20.6,60.5,44.0,
5517,1990-09-10,0.4,31.7,24.24,19.0,55.5,41.0,
5518,1990-09-11,0.0,32.6,25.58,21.3,61.0,52.0,
5519,1990-09-12,25.7,30.9,23.82,19.4,72.0,49.0,
5520,1990-09-13,2.6,32.3,25.52,21.1,60.25,43.0,
5521,1990-09-14,2.9,31.9,25.36,20.2,57.25,43.0,
5522,1990-09-15,2.1,29.7,24.34,19.0,65.0,51.0,
5523,1990-09-16,0.0,31.1,23.54,19.2,63.0,46.0,
5524,1990-09-17,0.0,31.4,25.12,20.4,50.5,37.0,
5525,1990-09-18,0.0,31.3,25.12,20.8,49.75,38.0,
5526,1990-09-19,0.0,32.1,25.46,20.5,47.25,31.0,
5527,1990-09-20,0.0,32.6,25.86,21.4,44.25,38.0,
5528,1990-09-21,0.0,34.1,27.02,21.6,43.75,34.0,
5529,1990-09-22,0.0,34.1,27.38,22.2,46.25,37.0,
5530,1990-09-23,0.0,33.0,24.76,21.6,63.5,38.0,
5531,1990-09-24,14.3,31.9,25.44,20.7,60.5,48.0,
5532,1990-09-25,9.4,25.9,21.8,20.0,85.25,62.0,
5533,1990-09-26,0.9,26.9,22.62,20.1,73.25,62.0,
5534,1990-09-27,0.1,28.1,22.5,18.6,65.75,54.0,
5535,1990-09-28,0.0,28.9,22.68,17.9,53.5,44.0,
5536,1990-09-29,0.0,30.8,24.0,17.7,52.5,42.0,
5537,1990-09-30,0.0,32.1,26.02,21.6,54.5,42.0,
5538,1990-10-01,0.0,32.3,25.48,19.8,54.0,42.0,
5539,1990-10-02,0.0,33.3,26.68,21.4,54.25,41.0,
5540,1990-10-03,0.0,31.7,26.16,22.0,49.75,41.0,
5541,1990-10-04,0.0,32.9,26.28,21.2,44.75,35.0,
5542,1990-10-05,0.0,32.1,26.34,20.8,43.25,36.0,
5543,1990-10-06,0.0,31.5,24.94,20.3,40.5,31.0,
5544,1990-10-07,0.0,33.1,25.62,19.6,46.75,35.0,
5545,1990-10-08,0.0,31.7,25.54,20.5,,47.0,
5546,1990-10-09,0.0,33.4,26.3,21.8,54.5,39.0,
5547,1990-10-10,0.0,33.7,27.76,22.8,46.5,38.0,
5548,1990-10-11,0.0,34.7,28.36,24.0,49.5,40.0,
5549,1990-10-12,0.0,35.7,29.26,24.8,40.0,31.0,
5550,1990-10-13,0.0,36.8,29.48,23.0,42.5,29.0,
5551,1990-10-14,0.0,34.5,28.4,25.1,49.0,36.0,
5552,1990-10-15,0.0,32.3,25.84,22.6,62.5,42.0,
5553,1990-10-16,0.0,32.3,24.92,20.5,66.5,46.0,
5554,1990-10-17,5.7,30.7,24.96,21.4,69.5,54.0,
5555,1990-10-18,1.1,33.3,27.18,21.4,55.75,40.0,
5556,1990-10-19,0.0,35.1,28.18,22.8,43.75,33.0,
5557,1990-10-20,0.0,36.1,28.72,22.0,46.0,34.0,
5558,1990-10-21,0.0,34.6,27.84,23.8,56.5,48.0,
5559,1990-10-22,1.0,33.9,25.36,21.7,70.0,44.0,
5560,1990-10-23,43.0,28.1,23.36,20.4,79.0,64.0,
5561,1990-10-24,0.2,31.9,25.44,20.6,66.75,47.0,
5562,1990-10-25,7.7,25.8,20.86,19.4,93.5,75.0,
5563,1990-10-26,39.5,28.7,22.64,18.7,87.25,74.0,
5564,1990-10-27,0.1,29.5,23.46,19.2,74.75,57.0,
5565,1990-10-28,1.0,30.4,,,,53.0,
5566,1990-10-29,1.1,31.5,23.18,20.7,76.5,47.0,
5567,1990-10-30,9.6,29.3,22.88,19.6,77.75,57.0,
5568,1990-10-31,5.1,31.7,23.82,19.1,69.5,48.0,
5569,1990-11-01,14.8,31.2,25.0,19.1,63.5,49.0,
5570,1990-11-02,0.0,32.5,26.64,22.0,61.0,48.0,
5571,1990-11-03,0.0,29.0,25.24,21.8,69.75,56.0,
5572,1990-11-04,6.7,31.1,24.66,20.2,82.5,60.0,
5573,1990-11-05,12.3,28.8,22.66,21.6,87.25,64.0,
5574,1990-11-06,0.0,29.5,24.34,22.1,79.25,64.0,
5575,1990-11-07,0.0,31.2,25.16,19.6,62.75,47.0,
5576,1990-11-08,0.0,33.1,26.48,21.7,58.5,47.0,
5577,1990-11-09,0.0,34.5,26.7,20.3,55.0,46.0,
5578,1990-11-10,0.0,35.6,29.7,24.9,45.0,40.0,
5579,1990-11-11,1.8,,,23.0,,44.0,
5580,1990-11-12,12.7,29.7,22.7,19.3,90.5,76.0,
5581,1990-11-13,0.0,32.8,26.58,19.8,56.5,46.0,
5582,1990-11-14,0.0,32.1,26.58,22.2,52.5,41.0,
5583,1990-11-15,0.0,33.1,26.84,21.6,46.25,36.0,
5584,1990-11-16,0.0,34.1,27.2,21.8,41.25,30.0,
5585,1990-11-17,0.0,31.4,24.74,20.8,58.0,44.0,
5586,1990-11-18,0.0,32.6,24.8,20.2,64.0,44.0,
5587,1990-11-19,3.2,33.6,26.42,20.2,44.75,31.0,
5588,1990-11-20,0.0,34.1,27.74,22.0,46.25,37.0,
5589,1990-11-21,3.3,29.3,23.84,20.7,69.0,53.0,
5590,1990-11-22,0.0,27.3,22.5,19.5,71.5,64.0,
5591,1990-11-23,0.0,28.0,22.56,18.9,83.5,56.0,
5592,1990-11-24,32.3,32.5,23.38,19.0,75.0,50.0,
5593,1990-11-25,24.2,30.1,24.92,18.6,75.0,66.0,
5594,1990-11-26,0.1,30.0,24.7,19.4,70.0,57.0,
5595,1990-11-27,21.4,27.8,22.38,19.4,87.75,73.0,
5596,1990-11-28,4.9,30.3,23.76,19.8,79.5,60.0,
5597,1990-11-29,5.8,25.7,21.98,19.6,87.25,75.0,
5598,1990-11-30,2.3,31.2,24.98,19.6,69.75,55.0,
5599,1990-12-01,0.0,29.5,23.86,20.0,80.25,67.0,
5600,1990-12-02,21.8,31.5,25.5,20.6,64.25,51.0,
5601,1990-12-03,0.0,32.5,26.02,20.6,59.75,46.0,
5602,1990-12-04,0.0,29.7,23.98,21.0,84.75,61.0,
5603,1990-12-05,15.1,30.5,25.32,20.6,68.0,69.0,
5604,1990-12-06,0.0,28.3,24.92,21.1,70.0,62.0,
5605,1990-12-07,0.0,28.4,23.48,21.2,81.0,71.0,
5606,1990-12-08,26.0,29.1,24.04,20.6,76.25,64.0,
5607,1990-12-09,8.0,24.7,21.52,19.0,89.5,82.0,
5608,1990-12-10,0.1,28.7,23.58,19.9,79.5,79.0,
5609,1990-12-11,6.3,23.5,21.62,20.5,92.0,79.0,
5610,1990-12-12,3.6,26.3,22.56,20.4,86.25,79.0,
5611,1990-12-13,2.6,29.7,24.84,20.6,70.75,67.0,
5612,1990-12-14,0.0,27.7,23.66,20.6,79.0,64.0,
5613,1990-12-15,0.0,30.5,24.46,20.6,78.0,67.0,
5614,1990-12-16,3.2,32.8,26.32,20.6,50.25,46.0,
5615,1990-12-17,0.0,31.9,25.92,21.5,51.25,37.0,
5616,1990-12-18,0.0,32.3,25.84,21.2,51.0,38.0,
5617,1990-12-19,0.0,34.0,26.62,19.0,48.25,36.0,
5618,1990-12-20,0.0,30.7,24.98,22.4,76.75,53.0,
5619,1990-12-21,5.3,29.3,23.36,19.8,80.25,66.0,
5620,1990-12-22,0.0,30.8,23.54,18.8,87.25,72.0,
5621,1990-12-23,55.5,28.7,22.98,18.8,87.25,73.0,
5622,1990-12-24,9.8,30.7,24.34,21.0,57.5,45.0,
5623,1990-12-25,0.0,33.5,26.24,19.0,53.0,42.0,
5624,1990-12-26,0.0,33.5,27.24,21.6,53.75,39.0,
5625,1990-12-27,0.0,32.5,25.28,22.4,69.25,51.0,
5626,1990-12-28,7.4,24.9,21.3,19.8,93.75,81.0,
5627,1990-12-29,4.7,29.9,22.32,19.7,82.0,60.0,
5628,1990-12-30,12.9,27.7,22.36,20.2,93.5,87.0,
5629,1990-12-31,13.5,26.7,21.92,19.2,77.25,66.0,
5630,1991-01-01,0.0,28.8,23.26,19.5,75.75,59.0,
5631,1991-01-02,16.7,27.1,22.06,19.6,87.25,77.0,
5632,1991-01-03,0.7,29.7,23.86,19.6,76.5,63.0,
5633,1991-01-04,0.6,29.9,24.96,20.8,78.25,66.0,
5634,1991-01-05,35.0,28.1,22.8,18.8,84.75,69.0,
5635,1991-01-06,9.3,25.1,22.18,20.7,90.25,84.0,
5636,1991-01-07,29.1,26.7,22.44,20.1,89.75,87.0,
5637,1991-01-08,6.0,29.7,23.52,20.3,82.5,67.0,
5638,1991-01-09,20.7,27.9,23.4,20.6,80.75,69.0,
5639,1991-01-10,0.9,29.1,23.58,20.7,87.75,84.0,
5640,1991-01-11,2.2,29.1,23.54,20.9,79.75,63.0,
5641,1991-01-12,1.6,25.7,21.66,19.8,86.75,78.0,
5642,1991-01-13,6.6,23.9,21.44,20.4,94.75,89.0,
5643,1991-01-14,18.4,22.7,20.94,20.4,96.25,96.0,
5644,1991-01-15,15.0,24.4,21.04,20.0,93.5,86.0,
5645,1991-01-16,8.4,24.5,21.14,19.8,92.5,86.0,
5646,1991-01-17,25.8,28.7,22.72,19.7,84.25,70.0,
5647,1991-01-18,13.0,28.5,22.3,20.0,86.75,69.0,
5648,1991-01-19,29.4,30.3,23.46,20.0,82.0,60.0,
5649,1991-01-20,20.2,30.7,24.42,19.4,66.75,52.0,
5650,1991-01-21,0.0,30.3,25.04,20.7,70.0,66.0,
5651,1991-01-22,0.2,30.7,25.78,21.0,75.0,62.0,
5652,1991-01-23,0.0,30.5,25.28,21.3,74.5,73.0,
5653,1991-01-24,0.8,28.1,24.1,20.4,78.75,75.0,
5654,1991-01-25,1.8,31.7,24.54,21.0,71.75,59.0,
5655,1991-01-26,1.2,25.7,23.0,21.3,87.5,76.0,
5656,1991-01-27,2.0,29.7,23.5,20.6,82.5,63.0,
5657,1991-01-28,1.7,28.9,22.54,19.8,92.5,88.0,
5658,1991-01-29,40.6,26.9,22.26,19.4,85.0,78.0,
5659,1991-01-30,18.9,28.9,22.7,18.4,80.75,74.0,
5660,1991-01-31,0.0,28.7,23.08,20.4,80.5,65.0,
5661,1991-02-01,3.8,28.6,23.2,20.0,76.75,68.0,
5662,1991-02-02,3.0,27.9,23.9,20.0,81.0,68.0,
5663,1991-02-03,19.3,29.7,24.14,19.0,73.75,65.0,
5664,1991-02-04,0.0,28.5,21.86,19.4,87.0,76.0,
5665,1991-02-05,11.2,26.3,22.54,19.4,81.0,78.0,
5666,1991-02-06,0.0,28.3,22.5,19.4,87.25,81.0,
5667,1991-02-07,2.1,28.1,22.66,19.6,84.0,70.0,
5668,1991-02-08,33.7,28.5,22.18,19.2,87.75,73.0,
5669,1991-02-09,11.1,27.1,23.26,19.2,88.0,88.0,
5670,1991-02-10,12.0,27.7,24.06,21.2,84.25,76.0,
5671,1991-02-11,0.0,31.7,25.38,20.2,82.0,80.0,
5672,1991-02-12,21.5,31.1,26.3,22.2,74.75,68.0,
5673,1991-02-13,61.2,32.6,23.48,17.0,81.75,54.0,
5674,1991-02-14,0.0,27.5,23.86,20.6,89.25,87.0,
5675,1991-02-15,2.3,29.5,24.84,20.6,74.0,60.0,
5676,1991-02-16,0.0,30.2,24.86,22.0,80.75,76.0,
5677,1991-02-17,8.4,28.3,24.46,21.1,89.0,70.0,
5678,1991-02-18,8.9,28.7,23.24,19.6,82.25,69.0,
5679,1991-02-19,20.7,29.3,24.16,19.6,77.0,69.0,
5680,1991-02-20,0.0,29.7,24.38,20.9,77.25,63.0,
5681,1991-02-21,0.0,29.7,24.32,21.2,77.0,59.0,
5682,1991-02-22,0.0,30.7,25.2,21.0,78.5,72.0,
5683,1991-02-23,0.0,30.5,25.76,21.0,82.0,75.0,
5684,1991-02-24,2.6,32.5,25.72,21.8,76.75,66.0,
5685,1991-02-25,3.6,29.1,24.58,21.3,76.75,63.0,
5686,1991-02-26,47.0,26.3,21.34,19.0,90.0,79.0,
5687,1991-02-27,1.2,29.4,22.82,19.0,82.5,73.0,
5688,1991-02-28,9.8,27.1,22.36,19.6,86.0,66.0,
5689,1991-03-01,0.3,30.1,24.26,20.9,84.0,76.0,
5690,1991-03-02,0.0,31.9,25.26,20.0,64.5,53.0,
5691,1991-03-03,0.0,29.7,22.16,19.4,86.0,71.0,
5692,1991-03-04,23.1,29.9,23.24,19.4,85.75,83.0,
5693,1991-03-05,4.4,26.3,22.22,19.3,87.0,79.0,
5694,1991-03-06,1.9,28.7,22.42,20.4,81.75,60.0,
5695,1991-03-07,0.0,30.4,24.58,19.6,57.25,49.0,
5696,1991-03-08,0.0,31.6,26.1,22.0,60.25,50.0,
5697,1991-03-09,0.0,28.5,24.16,21.8,68.25,55.0,
5698,1991-03-10,0.0,31.1,25.64,20.8,61.5,49.0,
5699,1991-03-11,0.0,31.5,25.78,22.0,66.75,51.0,
5700,1991-03-12,0.0,32.5,26.3,21.2,59.75,45.0,
5701,1991-03-13,0.0,32.7,26.16,22.1,67.0,48.0,
5702,1991-03-14,0.0,31.1,24.82,21.9,80.75,73.0,
5703,1991-03-15,0.0,30.7,24.78,21.3,78.75,59.0,
5704,1991-03-16,11.3,26.5,22.86,20.8,88.0,80.0,
5705,1991-03-17,0.8,24.7,22.14,20.8,93.25,88.0,
5706,1991-03-18,44.8,26.1,21.8,20.2,92.0,81.0,
5707,1991-03-19,22.6,25.7,22.02,19.4,90.5,85.0,
5708,1991-03-20,7.6,24.2,21.92,20.6,92.25,81.0,
5709,1991-03-21,9.1,29.5,23.64,20.6,83.25,64.0,
5710,1991-03-22,8.1,24.9,22.3,20.6,86.5,80.0,
5711,1991-03-23,10.7,23.7,21.32,20.3,92.75,89.0,
5712,1991-03-24,5.2,24.9,22.3,20.4,95.0,93.0,
5713,1991-03-25,14.4,28.5,23.3,20.6,89.0,82.0,
5714,1991-03-26,13.6,30.1,23.9,20.3,83.5,70.0,
5715,1991-03-27,6.0,30.0,23.94,20.0,85.5,72.0,
5716,1991-03-28,0.0,29.7,23.56,19.7,75.0,59.0,
5717,1991-03-29,0.0,28.9,23.38,19.6,78.75,62.0,
5718,1991-03-30,0.0,29.4,24.12,20.8,79.5,66.0,
5719,1991-03-31,2.6,31.3,25.48,20.9,74.5,53.0,
5720,1991-04-01,5.1,26.5,21.32,19.8,88.75,71.0,
5721,1991-04-02,82.6,28.2,23.12,19.1,84.5,70.0,
5722,1991-04-03,0.0,30.2,24.34,20.8,74.0,56.0,
5723,1991-04-04,0.0,31.1,25.1,20.7,73.0,52.0,
5724,1991-04-05,0.0,31.7,25.78,20.5,66.75,48.0,
5725,1991-04-06,0.0,31.5,25.92,21.4,61.5,48.0,
5726,1991-04-07,0.0,30.3,24.8,20.8,70.5,56.0,
5727,1991-04-08,0.0,31.1,25.38,21.9,64.75,52.0,
5728,1991-04-09,0.0,30.6,25.66,21.4,66.75,63.0,
5729,1991-04-10,0.0,30.9,25.48,21.4,68.75,59.0,
5730,1991-04-11,0.0,30.5,24.7,19.3,78.0,71.0,
5731,1991-04-12,0.5,28.5,23.2,20.2,83.0,72.0,
5732,1991-04-13,11.8,29.5,23.82,19.6,75.0,59.0,
5733,1991-04-14,0.0,29.7,23.28,20.4,84.0,67.0,
5734,1991-04-15,42.9,27.9,22.24,19.2,85.0,67.0,
5735,1991-04-16,3.6,31.1,24.62,19.7,70.5,59.0,
5736,1991-04-17,2.5,30.1,24.22,20.3,79.25,67.0,
5737,1991-04-18,11.4,27.3,23.98,20.0,74.25,70.0,
5738,1991-04-19,0.1,30.3,24.54,20.1,65.5,50.0,
5739,1991-04-20,0.0,30.7,24.64,20.1,57.25,42.0,
5740,1991-04-21,0.0,29.5,23.88,20.4,61.75,47.0,
5741,1991-04-22,0.0,27.7,21.84,17.4,67.75,49.0,
5742,1991-04-23,0.0,27.8,22.6,18.5,66.5,53.0,
5743,1991-04-24,0.0,30.1,24.26,19.2,64.25,54.0,
5744,1991-04-25,0.0,29.5,23.32,19.6,70.5,58.0,
5745,1991-04-26,0.0,29.5,23.9,21.2,81.5,71.0,
5746,1991-04-27,0.0,29.5,23.94,20.8,73.25,60.0,
5747,1991-04-28,0.1,29.3,23.6,20.0,77.5,58.0,
5748,1991-04-29,7.5,28.9,22.8,18.8,80.25,62.0,
5749,1991-04-30,0.0,29.5,23.76,19.6,72.0,59.0,
5750,1991-05-01,0.3,28.4,23.72,20.1,68.5,58.0,
5751,1991-05-02,0.0,28.4,23.12,19.7,60.75,47.0,
5752,1991-05-03,0.0,28.7,22.78,18.2,61.5,48.0,
5753,1991-05-04,0.0,29.3,23.6,19.1,60.25,51.0,
5754,1991-05-05,0.0,28.5,23.72,19.2,63.25,54.0,
5755,1991-05-06,0.0,28.4,22.74,20.4,67.5,50.0,
5756,1991-05-07,0.0,28.4,23.2,19.0,66.75,56.0,
5757,1991-05-08,0.0,29.1,23.36,18.8,66.0,51.0,
5758,1991-05-09,0.0,30.1,24.1,19.6,62.25,47.0,
5759,1991-05-10,0.0,30.7,24.78,20.0,59.0,47.0,
5760,1991-05-11,0.0,31.7,24.68,20.2,58.0,44.0,
5761,1991-05-12,0.0,30.4,24.14,19.2,56.5,43.0,
5762,1991-05-13,0.0,27.2,21.4,18.6,60.75,49.0,
5763,1991-05-14,0.0,27.9,21.94,17.3,59.0,43.0,
5764,1991-05-15,0.0,29.1,22.48,17.9,67.25,50.0,
5765,1991-05-16,0.0,28.9,23.1,19.0,64.0,53.0,
5766,1991-05-17,0.0,28.1,22.9,20.0,68.0,56.0,
5767,1991-05-18,0.0,29.7,23.6,18.6,58.75,42.0,
5768,1991-05-19,0.0,27.5,21.9,18.0,73.5,61.0,
5769,1991-05-20,0.0,27.7,21.18,18.1,74.0,52.0,
5770,1991-05-21,0.0,27.5,22.1,18.5,71.25,60.0,
5771,1991-05-22,0.0,30.5,24.22,19.1,66.75,52.0,
5772,1991-05-23,0.0,29.7,24.76,19.8,63.0,52.0,
5773,1991-05-24,0.0,30.2,24.96,21.4,63.5,51.0,
5774,1991-05-25,0.0,29.9,24.92,21.3,60.5,49.0,
5775,1991-05-26,0.0,29.9,23.42,20.2,57.0,40.0,
5776,1991-05-27,0.0,28.5,22.26,18.8,55.5,39.0,
5777,1991-05-28,0.0,27.7,21.14,16.8,60.25,42.0,
5778,1991-05-29,0.0,27.7,21.64,16.5,62.75,47.0,
5779,1991-05-30,0.0,24.3,22.46,18.6,52.5,60.0,
5780,1991-05-31,0.0,26.9,21.7,17.0,66.5,43.0,
5781,1991-06-01,0.0,26.9,21.42,18.0,62.75,49.0,
5782,1991-06-02,0.0,29.7,23.04,18.4,58.25,42.0,
5783,1991-06-03,0.0,28.5,22.06,18.6,65.5,48.0,
5784,1991-06-04,0.0,27.9,21.26,17.2,57.0,40.0,
5785,1991-06-05,0.0,28.3,21.88,17.1,57.5,41.0,
5786,1991-06-06,0.0,29.3,23.0,17.4,60.75,47.0,
5787,1991-06-07,0.0,,,19.3,,47.0,
5788,1991-06-08,0.0,30.7,23.64,19.2,62.25,49.0,
5789,1991-06-09,0.0,29.3,23.04,19.0,57.25,44.0,
5790,1991-06-10,0.0,27.3,22.04,19.2,59.75,46.0,
5791,1991-06-11,0.0,25.1,19.6,16.7,73.75,54.0,
5792,1991-06-12,0.0,26.9,20.64,15.8,59.75,44.0,
5793,1991-06-13,0.0,28.5,21.76,15.9,56.25,47.0,
5794,1991-06-14,0.0,28.5,21.92,15.9,60.5,49.0,
5795,1991-06-15,0.0,29.0,22.8,19.2,59.75,44.0,
5796,1991-06-16,0.0,30.4,23.66,19.2,59.0,43.0,
5797,1991-06-17,0.0,31.0,23.62,19.4,60.5,45.0,
5798,1991-06-18,0.0,30.1,23.86,19.1,53.75,42.0,
5799,1991-06-19,0.0,30.9,23.94,19.4,45.75,35.0,
5800,1991-06-20,0.0,29.7,23.56,18.1,56.75,43.0,
5801,1991-06-21,0.0,31.9,24.32,19.4,51.25,38.0,
5802,1991-06-22,0.0,31.1,24.62,20.2,54.25,39.0,
5803,1991-06-23,0.0,29.7,23.34,18.8,49.75,38.0,
5804,1991-06-24,0.0,28.7,21.54,16.8,55.25,38.0,
5805,1991-06-25,0.0,28.9,22.1,16.8,58.75,47.0,
5806,1991-06-26,0.0,27.7,21.78,17.5,56.25,42.0,
5807,1991-06-27,0.0,27.7,21.46,17.6,60.0,44.0,
5808,1991-06-28,0.0,30.5,22.54,17.8,58.0,42.0,
5809,1991-06-29,0.0,30.0,23.04,18.0,52.5,39.0,
5810,1991-06-30,0.0,30.4,22.8,17.6,53.5,37.0,
5811,1991-07-01,0.0,29.5,22.26,18.4,60.5,42.0,
5812,1991-07-02,0.0,29.5,22.8,18.6,57.0,42.0,
5813,1991-07-03,0.0,28.7,22.54,18.0,53.0,38.0,
5814,1991-07-04,0.0,29.5,22.44,17.7,45.0,33.0,
5815,1991-07-05,0.0,30.7,22.82,16.9,42.0,30.0,
5816,1991-07-06,0.0,28.3,22.18,16.6,50.5,37.0,
5817,1991-07-07,0.0,27.1,21.54,16.4,55.0,40.0,
5818,1991-07-08,0.0,28.3,21.46,15.8,52.75,42.0,
5819,1991-07-09,0.0,29.5,22.18,17.1,53.75,39.0,
5820,1991-07-10,0.0,29.1,22.42,17.2,51.0,40.0,
5821,1991-07-11,0.0,29.7,22.94,18.5,49.75,34.0,
5822,1991-07-12,0.0,30.5,23.86,17.9,41.0,29.0,
5823,1991-07-13,0.0,30.1,22.58,17.7,52.25,35.0,
5824,1991-07-14,0.0,29.1,22.16,17.8,53.0,33.0,
5825,1991-07-15,0.0,28.3,21.5,18.4,59.5,42.0,
5826,1991-07-16,0.0,26.9,20.96,17.0,57.75,41.0,
5827,1991-07-17,0.0,27.5,21.6,17.8,58.25,43.0,
5828,1991-07-18,0.0,26.7,20.34,16.8,61.5,46.0,
5829,1991-07-19,0.0,27.1,20.32,16.7,59.0,44.0,
5830,1991-07-20,0.0,27.3,21.28,16.8,57.5,42.0,
5831,1991-07-21,0.0,25.9,19.78,16.1,57.25,43.0,
5832,1991-07-22,0.0,25.9,19.38,16.9,59.75,44.0,
5833,1991-07-23,0.0,28.5,21.48,15.0,51.75,40.0,
5834,1991-07-24,0.0,28.3,21.46,17.1,50.0,38.0,
5835,1991-07-25,0.0,27.3,21.02,16.0,51.0,37.0,
5836,1991-07-26,0.0,26.3,20.06,16.0,54.25,38.0,
5837,1991-07-27,0.0,26.3,20.0,15.6,56.5,41.0,
5838,1991-07-28,0.0,26.5,20.2,15.6,55.25,38.0,
5839,1991-07-29,0.0,26.7,20.26,14.8,53.25,35.0,
5840,1991-07-30,0.0,26.5,20.52,16.4,52.75,40.0,
5841,1991-07-31,0.0,29.6,22.08,16.7,45.0,34.0,
5842,1991-08-01,0.0,30.9,23.12,17.6,45.75,33.0,
5843,1991-08-02,0.0,29.5,23.14,18.8,47.25,32.0,
5844,1991-08-03,0.0,27.9,21.54,17.6,53.25,39.0,
5845,1991-08-04,0.0,28.2,22.0,17.4,52.75,39.0,
5846,1991-08-05,0.0,28.6,20.98,15.5,58.75,42.0,
5847,1991-08-06,0.0,30.3,22.7,16.6,49.75,38.0,
5848,1991-08-07,0.0,30.7,24.02,19.2,40.25,29.0,
5849,1991-08-08,0.0,31.1,24.2,18.3,38.5,27.0,
5850,1991-08-09,0.0,32.9,24.58,18.7,39.5,27.0,
5851,1991-08-10,0.0,32.7,25.36,18.6,36.0,28.0,
5852,1991-08-11,0.0,33.1,25.32,18.6,34.5,25.0,
5853,1991-08-12,0.0,33.2,24.26,20.0,44.0,31.0,
5854,1991-08-13,0.0,27.9,22.0,18.0,52.0,37.0,
5855,1991-08-14,0.0,25.3,21.94,18.0,61.75,56.0,
5856,1991-08-15,0.0,25.1,19.7,17.8,55.0,42.0,
5857,1991-08-16,0.0,24.4,18.68,13.6,53.0,41.0,
5858,1991-08-17,0.0,25.1,18.58,13.6,49.0,36.0,
5859,1991-08-18,0.0,25.7,19.18,14.0,53.5,40.0,
5860,1991-08-19,0.0,26.1,19.74,15.3,52.75,39.0,
5861,1991-08-20,0.0,26.2,20.52,15.7,64.0,48.0,
5862,1991-08-21,0.0,26.6,21.22,17.2,55.5,43.0,
5863,1991-08-22,0.0,27.9,21.82,16.3,50.0,36.0,
5864,1991-08-23,0.0,27.3,21.98,16.9,50.75,40.0,
5865,1991-08-24,0.0,27.2,21.44,17.0,52.0,41.0,
5866,1991-08-25,0.0,29.3,22.66,17.6,49.0,42.0,
5867,1991-08-26,0.0,29.2,22.62,18.3,50.0,38.0,
5868,1991-08-27,0.0,30.2,23.56,18.3,45.75,34.0,
5869,1991-08-28,0.0,30.7,24.36,18.3,44.75,33.0,
5870,1991-08-29,0.0,30.9,24.08,19.2,46.0,34.0,
5871,1991-08-30,0.0,30.7,24.14,18.5,43.0,29.0,
5872,1991-08-31,0.0,30.9,24.0,18.8,41.5,29.0,
5873,1991-09-01,0.0,29.9,23.64,19.4,41.0,30.0,
5874,1991-09-02,0.0,29.5,22.58,18.7,53.5,31.0,
5875,1991-09-03,0.0,28.7,22.62,16.4,46.75,33.0,
5876,1991-09-04,0.0,27.7,21.28,15.6,52.25,40.0,
5877,1991-09-05,0.0,30.1,22.84,17.2,50.0,38.0,
5878,1991-09-06,0.0,28.7,22.4,17.0,48.75,38.0,
5879,1991-09-07,0.0,27.9,21.5,15.9,51.25,40.0,
5880,1991-09-08,0.0,30.5,23.28,17.0,36.5,31.0,
5881,1991-09-09,0.0,31.2,24.5,19.2,36.0,28.0,
5882,1991-09-10,0.0,30.1,23.68,19.8,46.5,33.0,
5883,1991-09-11,0.0,33.5,25.74,20.3,48.75,35.0,
5884,1991-09-12,0.0,33.7,27.08,21.6,44.75,30.0,
5885,1991-09-13,0.0,34.5,26.84,21.6,43.25,33.0,
5886,1991-09-14,6.1,27.4,21.16,18.0,76.5,46.0,
5887,1991-09-15,0.0,30.9,24.56,18.0,56.25,40.0,
5888,1991-09-16,0.0,29.2,22.94,21.2,64.25,44.0,
