,Data Medicao,"PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)",Unnamed: 7
6134,1977-10-18,0.0,33.5,27.0,18.9,47.25,38.0,
6135,1977-10-19,0.0,35.1,27.56,21.1,43.75,31.0,
6136,1977-10-20,0.0,35.9,27.84,18.9,44.5,25.0,
6137,1977-10-21,0.0,33.5,27.2,22.9,57.5,44.0,
6138,1977-10-22,15.0,30.1,24.16,19.7,74.75,55.0,
6139,1977-10-23,0.0,25.9,22.92,20.9,81.25,68.0,
6140,1977-10-24,11.8,28.3,23.92,20.1,74.0,57.0,
6141,1977-10-25,0.2,27.5,23.86,22.0,80.75,69.0,
6142,1977-10-26,0.2,29.5,25.04,21.4,73.75,63.0,
6143,1977-10-27,0.4,29.1,24.18,20.8,87.25,74.0,
6144,1977-10-28,8.5,30.3,24.24,20.9,87.0,78.0,
6145,1977-10-29,21.2,31.5,24.56,19.7,78.25,62.0,
6146,1977-10-30,8.8,30.9,25.24,21.1,81.75,68.0,
6147,1977-10-31,19.9,32.9,25.76,20.5,68.0,45.0,
6148,1977-11-01,0.0,32.4,26.06,19.5,65.25,50.0,
6149,1977-11-02,0.0,32.5,25.88,20.5,70.25,62.0,
6150,1977-11-03,0.0,31.1,24.84,20.1,76.25,67.0,
6151,1977-11-04,0.0,33.1,26.6,20.9,64.5,47.0,
6152,1977-11-05,3.0,31.5,26.04,21.5,73.0,59.0,
6153,1977-11-06,0.8,30.3,24.7,21.5,84.25,73.0,
6154,1977-11-07,0.0,26.9,23.04,20.9,89.5,77.0,
6155,1977-11-08,31.8,26.5,22.16,19.1,80.25,74.0,
6156,1977-11-09,8.2,22.8,20.98,19.1,88.75,78.0,
6157,1977-11-10,5.1,31.1,22.98,19.3,87.25,77.0,
6158,1977-11-11,12.8,30.9,25.74,20.1,67.25,61.0,
6159,1977-11-12,0.0,33.2,26.44,21.4,59.0,43.0,
6160,1977-11-13,0.0,33.9,27.2,19.9,49.0,37.0,
6161,1977-11-14,0.0,33.1,26.66,23.7,44.75,35.0,
6162,1977-11-15,0.0,32.9,27.16,21.9,47.5,37.0,
6163,1977-11-16,0.0,32.1,25.28,20.9,79.5,50.0,
6164,1977-11-17,17.4,29.1,24.68,20.1,77.25,67.0,
6165,1977-11-18,0.0,28.5,23.48,20.5,85.75,69.0,
6166,1977-11-19,2.3,28.5,23.92,20.4,77.5,64.0,
6167,1977-11-20,0.0,31.3,25.38,20.3,73.25,72.0,
6168,1977-11-21,4.0,30.0,23.14,20.5,85.5,64.0,
6169,1977-11-22,30.2,32.3,25.68,20.5,78.75,57.0,
6170,1977-11-23,0.0,33.5,26.16,21.5,84.25,63.0,
6171,1977-11-24,10.2,32.1,24.76,21.1,76.25,61.0,
6172,1977-11-25,5.8,28.1,23.98,20.5,83.5,76.0,
6173,1977-11-26,2.5,32.7,26.04,20.1,69.25,57.0,
6174,1977-11-27,0.0,32.3,24.52,20.7,88.5,76.0,
6175,1977-11-28,37.3,29.3,23.52,20.5,87.5,64.0,
6176,1977-11-29,16.1,25.4,23.62,21.7,81.75,84.0,
6177,1977-11-30,13.7,28.6,23.42,21.1,87.5,73.0,
6178,1977-12-01,29.9,29.3,23.64,21.1,88.75,80.0,
6179,1977-12-02,9.8,33.7,26.08,19.3,57.25,39.0,
6180,1977-12-03,0.0,34.1,27.04,21.5,52.5,37.0,
6181,1977-12-04,0.0,33.3,26.48,20.7,66.0,52.0,
6182,1977-12-05,0.0,33.3,26.04,20.9,70.75,48.0,
6183,1977-12-06,0.0,33.5,26.28,20.3,73.25,63.0,
6184,1977-12-07,0.2,34.8,28.02,21.5,59.25,45.0,
6185,1977-12-08,0.0,34.8,26.46,21.1,67.75,49.0,
6186,1977-12-09,0.0,32.1,24.48,20.7,88.0,70.0,
6187,1977-12-10,1.2,28.5,23.64,19.5,85.0,77.0,
6188,1977-12-11,0.0,32.1,25.64,19.3,70.0,53.0,
6189,1977-12-12,28.2,28.0,22.44,19.7,89.0,74.0,
6190,1977-12-13,5.6,28.9,23.58,19.7,85.5,68.0,
6191,1977-12-14,4.6,28.1,24.04,21.1,86.0,79.0,
6192,1977-12-15,10.9,28.1,22.2,19.5,88.25,71.0,
6193,1977-12-16,9.5,28.3,23.44,20.5,83.75,81.0,
6194,1977-12-17,12.1,27.9,23.72,20.9,74.75,66.0,
6195,1977-12-18,0.0,29.5,25.3,21.2,65.5,56.0,
6196,1977-12-19,0.0,30.9,25.74,21.2,61.0,51.0,
6197,1977-12-20,0.0,32.5,25.48,21.1,74.0,65.0,
6198,1977-12-21,0.0,31.3,25.24,21.1,81.5,63.0,
6199,1977-12-22,7.2,32.5,25.96,20.7,73.25,63.0,
6200,1977-12-23,0.1,30.3,24.92,21.7,83.75,63.0,
6201,1977-12-24,0.0,30.4,23.98,20.9,92.25,80.0,
6202,1977-12-25,17.4,27.5,22.74,20.6,89.25,81.0,
6203,1977-12-26,14.9,26.5,22.8,20.5,89.5,75.0,
6204,1977-12-27,22.2,28.3,22.64,20.3,88.75,74.0,
6205,1977-12-28,55.4,22.1,20.76,19.9,95.75,91.0,
6206,1977-12-29,18.8,26.1,21.88,20.2,92.75,83.0,
6207,1977-12-30,16.0,27.5,22.96,20.9,88.25,74.0,
6208,1977-12-31,10.3,23.3,21.62,20.4,95.0,91.0,
6209,1978-01-01,26.7,30.1,24.2,20.1,82.0,60.0,
6210,1978-01-02,1.1,29.3,23.88,21.5,85.25,70.0,
6211,1978-01-03,2.4,29.5,24.28,19.7,83.75,75.0,
6212,1978-01-04,6.0,28.5,23.44,20.5,85.75,74.0,
6213,1978-01-05,0.0,30.5,24.42,20.1,79.5,75.0,
6214,1978-01-06,8.8,28.1,23.04,20.3,89.5,82.0,
6215,1978-01-07,37.0,23.1,21.76,20.3,95.5,91.0,
6216,1978-01-08,29.7,31.1,24.96,19.9,76.25,68.0,
6217,1978-01-09,0.0,29.7,24.36,20.9,80.0,66.0,
6218,1978-01-10,0.0,28.5,23.32,20.1,91.5,81.0,
6219,1978-01-11,95.9,23.7,21.52,20.5,92.5,84.0,
6220,1978-01-12,20.8,24.7,21.18,19.2,93.0,85.0,
6221,1978-01-13,67.4,23.1,20.84,19.5,95.75,89.0,
6222,1978-01-14,20.0,29.7,23.64,18.9,79.25,65.0,
6223,1978-01-15,1.1,29.5,23.36,20.1,87.25,72.0,
6224,1978-01-16,27.9,25.9,22.72,20.7,92.0,87.0,
6225,1978-01-17,1.8,29.7,23.76,21.1,92.25,86.0,
6226,1978-01-18,5.2,31.5,24.28,18.9,79.75,64.0,
6227,1978-01-19,0.0,32.9,26.2,19.3,60.75,46.0,
6228,1978-01-20,0.0,33.1,25.84,21.1,69.0,52.0,
6229,1978-01-21,4.0,30.5,25.16,20.3,72.75,63.0,
6230,1978-01-22,0.5,33.1,25.68,20.7,68.5,54.0,
6231,1978-01-23,4.0,32.7,25.56,19.5,67.5,53.0,
6232,1978-01-24,0.0,33.1,26.2,20.9,55.0,38.0,
6233,1978-01-25,0.0,31.4,25.58,21.1,65.0,47.0,
6234,1978-01-26,0.0,33.9,26.08,20.5,64.25,42.0,
6235,1978-01-27,0.2,32.9,26.96,20.9,57.0,48.0,
6236,1978-01-28,0.0,33.4,27.1,22.1,48.25,33.0,
6237,1978-01-29,0.0,32.9,26.18,21.4,50.5,36.0,
6238,1978-01-30,0.0,33.7,26.68,20.5,59.5,40.0,
6239,1978-01-31,0.0,33.1,25.92,21.7,61.5,43.0,
6240,1978-02-01,0.0,33.5,26.24,21.5,64.75,43.0,
6241,1978-02-02,2.3,32.9,26.82,22.4,56.75,43.0,
6242,1978-02-03,0.0,33.7,26.48,22.9,62.0,48.0,
6243,1978-02-04,6.4,28.9,24.04,20.3,76.25,62.0,
6244,1978-02-05,0.3,30.3,24.54,20.9,75.75,60.0,
6245,1978-02-06,9.4,32.5,26.08,20.3,68.75,54.0,
6246,1978-02-07,0.0,32.3,24.96,20.7,81.5,63.0,
6247,1978-02-08,0.0,31.7,24.82,21.4,85.75,75.0,
6248,1978-02-09,3.0,27.5,23.3,20.9,90.0,79.0,
6249,1978-02-10,25.8,26.5,22.32,20.3,92.0,82.0,
6250,1978-02-11,18.0,23.1,22.16,20.5,89.0,89.0,
6251,1978-02-12,57.7,24.7,22.16,20.5,93.0,88.0,
6252,1978-02-13,56.6,26.5,22.32,20.9,91.5,89.0,
6253,1978-02-14,52.2,26.7,22.16,20.0,95.25,85.0,
6254,1978-02-15,24.8,29.5,23.66,20.4,87.5,73.0,
6255,1978-02-16,6.4,28.9,23.76,21.1,85.75,69.0,
6256,1978-02-17,0.0,30.7,23.96,21.1,82.0,55.0,
6257,1978-02-18,72.4,27.5,22.84,19.9,86.5,75.0,
6258,1978-02-19,16.8,29.5,23.12,20.9,87.75,70.0,
6259,1978-02-20,19.6,31.3,24.62,20.8,83.0,74.0,
6260,1978-02-21,0.0,32.5,25.62,20.9,75.25,52.0,
6261,1978-02-22,0.0,33.3,26.56,20.7,74.75,60.0,
6262,1978-02-23,0.3,31.1,24.64,22.1,87.25,78.0,
6263,1978-02-24,3.4,29.7,24.08,20.5,84.5,76.0,
6264,1978-02-25,2.7,27.5,22.72,20.7,93.5,87.0,
6265,1978-02-26,23.2,30.1,23.88,20.9,80.5,59.0,
6266,1978-02-27,0.3,27.3,22.66,20.6,86.25,76.0,
6267,1978-02-28,4.7,28.3,23.12,20.1,86.75,77.0,
6268,1978-03-01,47.8,28.5,23.64,20.1,78.0,67.0,
6269,1978-03-02,15.2,25.9,22.32,20.7,92.5,80.0,
6270,1978-03-03,12.2,27.1,22.56,20.5,89.75,73.0,
6271,1978-03-04,15.8,29.7,23.76,20.1,81.25,79.0,
6272,1978-03-05,8.6,26.6,22.7,20.9,93.75,82.0,
6273,1978-03-06,31.3,22.9,21.46,20.0,97.25,94.0,
6274,1978-03-07,14.4,27.5,22.64,20.7,87.75,72.0,
6275,1978-03-08,15.3,23.7,21.82,20.7,96.25,94.0,
6276,1978-03-09,6.8,27.7,22.36,20.1,90.25,83.0,
6277,1978-03-10,7.4,30.3,23.56,19.7,85.0,70.0,
6278,1978-03-11,2.2,27.3,22.56,20.6,92.25,83.0,
6279,1978-03-12,17.5,30.5,23.66,18.3,80.5,80.0,
6280,1978-03-13,14.8,24.7,21.76,19.9,91.75,79.0,
6281,1978-03-14,3.2,29.9,23.88,19.9,80.0,57.0,
6282,1978-03-15,0.0,31.1,25.28,20.9,66.75,52.0,
6283,1978-03-16,0.0,28.3,23.88,20.5,76.0,58.0,
6284,1978-03-17,0.0,31.6,25.06,20.3,67.0,50.0,
6285,1978-03-18,11.3,31.5,24.88,20.9,56.5,43.0,
6286,1978-03-19,0.0,31.5,24.72,18.8,58.25,39.0,
6287,1978-03-20,0.0,30.7,24.6,20.7,79.5,64.0,
6288,1978-03-21,1.9,31.5,25.38,20.4,66.0,47.0,
6289,1978-03-22,0.0,32.1,25.84,21.3,65.5,51.0,
6290,1978-03-23,0.0,32.5,26.14,21.7,58.25,44.0,
6291,1978-03-24,0.0,32.1,25.28,20.3,67.0,51.0,
6292,1978-03-25,0.0,32.1,25.74,21.0,70.75,55.0,
6293,1978-03-26,7.4,32.1,25.28,19.8,77.75,73.0,
6294,1978-03-27,7.2,32.1,26.62,21.4,65.75,58.0,
6295,1978-03-28,0.0,32.9,25.6,20.1,73.75,55.0,
6296,1978-03-29,0.0,31.1,25.68,21.1,71.5,62.0,
6297,1978-03-30,6.4,30.9,24.44,20.7,74.5,51.0,
6298,1978-03-31,17.0,29.8,24.02,20.4,84.5,75.0,
6299,1978-04-01,8.9,28.1,23.12,20.3,88.25,71.0,
6300,1978-04-02,1.2,30.5,24.32,21.5,84.75,65.0,
6301,1978-04-03,53.1,27.9,22.98,20.4,90.5,76.0,
6302,1978-04-04,0.5,28.7,23.66,20.9,86.0,71.0,
6303,1978-04-05,85.8,24.5,21.34,19.6,93.5,87.0,
6304,1978-04-06,11.7,29.2,23.5,20.0,86.25,70.0,
6305,1978-04-07,13.8,28.8,24.32,21.0,85.0,67.0,
6306,1978-04-08,7.3,31.2,25.22,20.9,79.5,61.0,
6307,1978-04-09,0.2,30.4,24.02,21.5,87.75,72.0,
6308,1978-04-10,17.8,31.9,25.2,20.9,79.0,58.0,
6309,1978-04-11,0.8,31.5,24.94,20.7,78.25,59.0,
6310,1978-04-12,0.0,32.3,25.3,20.4,71.25,48.0,
6311,1978-04-13,0.0,32.5,26.2,21.5,70.75,52.0,
6312,1978-04-14,0.0,32.6,26.0,21.5,62.75,50.0,
6313,1978-04-15,0.0,30.8,25.04,20.6,73.25,63.0,
6314,1978-04-16,0.0,30.7,24.64,19.1,61.0,49.0,
6315,1978-04-17,0.0,30.5,23.62,18.3,55.0,39.0,
6316,1978-04-18,0.0,31.5,24.32,17.7,61.0,43.0,
6317,1978-04-19,0.0,30.7,23.98,19.9,60.0,46.0,
6318,1978-04-20,0.0,30.3,23.02,17.0,69.0,48.0,
6319,1978-04-21,0.0,31.9,25.28,19.5,67.5,51.0,
6320,1978-04-22,0.1,32.5,26.18,21.9,72.5,60.0,
6321,1978-04-23,5.4,26.3,22.52,20.5,88.25,77.0,
6322,1978-04-24,4.8,28.1,23.28,21.0,88.75,76.0,
6323,1978-04-25,0.0,26.5,23.08,20.9,94.0,84.0,
6324,1978-04-26,9.9,27.3,23.12,20.3,80.5,73.0,
6325,1978-04-27,0.0,27.9,23.3,20.8,71.25,61.0,
6326,1978-04-28,0.0,29.7,24.3,20.4,64.75,55.0,
6327,1978-04-29,0.0,30.5,24.58,20.2,69.0,56.0,
6328,1978-04-30,0.0,30.7,24.86,21.9,75.75,59.0,
6329,1978-05-01,0.0,30.8,24.32,21.8,79.75,51.0,
6330,1978-05-02,0.0,30.3,24.54,20.0,80.75,65.0,
6331,1978-05-03,4.2,29.7,24.32,20.9,74.0,58.0,
6332,1978-05-04,0.0,30.7,24.98,19.8,70.0,57.0,
6333,1978-05-05,0.0,29.8,24.02,21.1,83.75,69.0,
6334,1978-05-06,1.6,26.4,22.1,20.3,94.25,90.0,
6335,1978-05-07,6.6,29.3,22.94,19.2,84.25,66.0,
6336,1978-05-08,0.0,28.7,23.42,20.4,81.75,70.0,
6337,1978-05-09,0.4,29.3,23.06,19.9,84.25,60.0,
6338,1978-05-10,0.4,30.1,24.08,20.3,67.0,49.0,
6339,1978-05-11,0.0,28.5,22.24,18.9,59.25,42.0,
6340,1978-05-12,0.0,28.5,22.58,17.3,64.0,50.0,
6341,1978-05-13,0.0,29.7,23.94,18.2,60.5,51.0,
6342,1978-05-14,0.0,29.9,23.6,19.1,65.5,44.0,
6343,1978-05-15,0.0,29.1,23.8,18.5,61.75,47.0,
6344,1978-05-16,0.0,29.8,23.94,17.9,64.25,49.0,
6345,1978-05-17,0.0,29.9,23.82,19.9,71.0,54.0,
6346,1978-05-18,0.0,30.7,24.2,19.5,70.25,51.0,
6347,1978-05-19,0.0,31.6,24.66,19.9,69.25,51.0,
6348,1978-05-20,0.0,32.9,25.98,19.6,55.5,43.0,
6349,1978-05-21,0.0,31.9,25.02,19.8,69.75,53.0,
6350,1978-05-22,0.0,30.8,24.68,19.5,73.0,55.0,
6351,1978-05-23,0.0,30.1,23.5,19.4,73.5,53.0,
6352,1978-05-24,0.0,31.1,24.42,19.1,69.25,48.0,
6353,1978-05-25,0.0,30.7,24.24,20.7,73.75,53.0,
6354,1978-05-26,14.7,29.5,23.84,20.3,76.75,63.0,
6355,1978-05-27,0.0,31.5,24.32,20.2,74.5,51.0,
6356,1978-05-28,3.4,28.3,23.68,20.9,83.75,71.0,
6357,1978-05-29,0.1,31.1,24.84,20.1,71.5,55.0,
6358,1978-05-30,0.0,31.7,25.8,20.9,66.0,51.0,
6359,1978-05-31,11.0,27.1,22.44,19.5,89.5,72.0,
6360,1978-06-01,12.4,28.5,22.68,20.1,87.5,67.0,
6361,1978-06-02,0.0,30.3,23.98,19.7,77.75,60.0,
6362,1978-06-03,0.0,27.0,23.9,21.9,87.0,81.0,
6363,1978-06-04,30.4,28.1,22.26,20.0,89.0,68.0,
6364,1978-06-05,6.4,29.0,23.32,19.6,83.25,61.0,
6365,1978-06-06,7.0,29.7,24.26,20.6,77.25,73.0,
6366,1978-06-07,1.4,27.0,22.74,19.9,75.5,63.0,
6367,1978-06-08,0.1,29.3,22.94,19.4,76.75,58.0,
6368,1978-06-09,2.8,31.1,23.34,18.4,73.75,50.0,
6369,1978-06-10,0.0,30.5,23.9,19.2,62.75,43.0,
6370,1978-06-11,0.0,29.5,23.86,19.0,60.25,46.0,
6371,1978-06-12,0.0,28.1,22.28,19.3,65.5,47.0,
6372,1978-06-13,0.0,27.5,21.36,17.7,63.5,49.0,
6373,1978-06-14,0.0,27.1,20.72,16.1,59.5,47.0,
6374,1978-06-15,0.0,28.5,22.14,16.8,63.25,50.0,
6375,1978-06-16,0.0,28.5,22.68,18.9,64.0,49.0,
6376,1978-06-17,0.0,29.3,22.6,17.7,55.5,43.0,
6377,1978-06-18,0.0,29.4,23.2,18.1,63.0,49.0,
6378,1978-06-19,0.0,28.6,22.38,17.9,59.75,44.0,
6379,1978-06-20,0.0,28.3,21.5,17.7,60.5,48.0,
6380,1978-06-21,0.0,28.2,21.02,17.3,58.75,39.0,
6381,1978-06-22,0.0,28.9,22.0,16.9,48.0,34.0,
6382,1978-06-23,0.0,28.0,21.06,15.7,57.0,39.0,
6383,1978-06-24,0.0,27.8,20.96,15.9,57.5,42.0,
6384,1978-06-25,0.0,27.9,21.42,16.2,61.0,42.0,
6385,1978-06-26,0.0,28.9,22.56,17.1,58.75,46.0,
6386,1978-06-27,0.0,29.5,23.3,17.4,59.0,45.0,
6387,1978-06-28,0.0,29.7,23.4,19.3,60.25,46.0,
6388,1978-06-29,0.0,28.9,22.14,18.0,57.0,41.0,
6389,1978-06-30,0.0,28.4,20.82,17.1,54.75,33.0,
6390,1978-07-01,0.0,28.5,21.54,16.0,56.0,36.0,
6391,1978-07-02,0.0,28.1,22.12,16.7,57.25,39.0,
6392,1978-07-03,0.0,29.3,22.74,18.4,58.5,41.0,
6393,1978-07-04,0.0,30.0,22.5,17.9,64.25,42.0,
6394,1978-07-05,0.0,30.1,22.96,18.3,60.5,41.0,
6395,1978-07-06,0.0,29.5,22.58,18.6,59.25,38.0,
6396,1978-07-07,0.0,29.7,22.44,17.5,54.25,37.0,
6397,1978-07-08,0.0,30.0,22.56,18.4,59.5,35.0,
6398,1978-07-09,0.0,30.0,22.94,18.7,60.5,38.0,
6399,1978-07-10,0.0,30.7,22.94,18.5,55.75,34.0,
6400,1978-07-11,0.0,30.2,22.68,17.9,52.75,34.0,
6401,1978-07-12,0.0,30.3,22.36,17.9,54.25,35.0,
6402,1978-07-13,0.0,31.1,23.36,17.5,52.5,34.0,
6403,1978-07-14,0.0,31.6,24.32,19.2,59.25,40.0,
6404,1978-07-15,0.0,31.6,24.64,19.6,56.75,41.0,
6405,1978-07-16,0.0,31.5,24.62,19.4,62.0,44.0,
6406,1978-07-17,0.0,31.7,24.54,19.9,64.0,45.0,
6407,1978-07-18,0.0,31.9,24.96,19.5,61.25,41.0,
6408,1978-07-19,0.0,28.7,23.86,20.6,69.0,58.0,
6409,1978-07-20,0.0,29.6,24.04,20.8,73.0,57.0,
6410,1978-07-21,6.4,31.7,23.66,19.3,74.25,51.0,
6411,1978-07-22,20.8,30.7,23.46,18.7,80.25,59.0,
6412,1978-07-23,0.2,30.2,24.96,20.9,63.75,46.0,
6413,1978-07-24,0.0,30.3,24.68,20.3,58.5,46.0,
6414,1978-07-25,0.0,31.3,24.76,19.3,58.0,40.0,
6415,1978-07-26,0.0,29.5,24.46,19.2,54.25,39.0,
6416,1978-07-27,0.0,28.5,22.6,19.2,60.75,43.0,
6417,1978-07-28,0.0,31.1,24.28,18.1,52.75,42.0,
6418,1978-07-29,0.0,29.3,21.74,17.4,57.25,32.0,
6419,1978-07-30,0.0,29.1,22.3,16.7,58.75,40.0,
6420,1978-07-31,0.0,29.1,22.62,18.9,57.5,39.0,
6421,1978-08-01,0.0,28.4,21.7,18.7,60.75,39.0,
6422,1978-08-02,0.0,28.1,21.52,17.1,50.5,36.0,
6423,1978-08-03,0.0,28.1,21.3,16.4,60.25,39.0,
6424,1978-08-04,0.0,28.4,21.66,17.9,61.25,45.0,
6425,1978-08-05,0.0,28.0,22.34,18.4,59.25,45.0,
6426,1978-08-06,0.0,29.7,22.62,17.6,55.75,37.0,
6427,1978-08-07,0.0,29.5,23.3,18.4,52.25,41.0,
6428,1978-08-08,0.0,29.9,23.7,18.0,56.0,38.0,
6429,1978-08-09,0.0,30.7,24.24,20.7,55.0,40.0,
6430,1978-08-10,0.0,31.9,25.12,19.7,41.5,27.0,
6431,1978-08-11,0.0,32.7,24.8,18.9,52.0,33.0,
6432,1978-08-12,0.0,32.4,24.68,20.7,54.5,37.0,
6433,1978-08-13,0.0,33.4,26.04,20.2,41.75,28.0,
6434,1978-08-14,0.0,32.9,25.16,19.7,49.25,30.0,
6435,1978-08-15,0.0,32.5,24.36,18.1,48.5,32.0,
6436,1978-08-16,0.0,31.5,24.24,17.6,47.5,36.0,
6437,1978-08-17,0.0,32.5,24.9,19.7,45.0,33.0,
6438,1978-08-18,0.0,31.5,24.2,19.1,44.25,27.0,
6439,1978-08-19,0.0,30.3,23.48,19.7,45.25,32.0,
6440,1978-08-20,0.0,29.7,22.7,17.2,45.0,32.0,
6441,1978-08-21,0.0,28.9,22.12,17.3,47.75,31.0,
6442,1978-08-22,0.0,30.1,23.12,16.7,45.5,34.0,
6443,1978-08-23,0.0,30.9,23.02,17.9,45.0,26.0,
6444,1978-08-24,0.0,31.3,23.54,16.4,40.0,26.0,
6445,1978-08-25,0.0,33.5,25.46,18.1,29.0,18.0,
6446,1978-08-26,0.0,32.7,25.22,19.6,40.0,27.0,
6447,1978-08-27,0.0,32.7,25.76,20.1,37.75,30.0,
6448,1978-08-28,0.0,34.6,26.36,20.5,43.5,25.0,
6449,1978-08-29,0.0,34.6,27.38,20.5,33.0,24.0,
6450,1978-08-30,0.0,35.5,26.4,18.9,40.0,27.0,
6451,1978-08-31,0.0,36.3,28.82,24.1,41.25,24.0,
6452,1978-09-01,0.0,35.3,27.68,20.4,42.5,31.0,
6453,1978-09-02,0.0,32.3,25.8,21.3,45.75,32.0,
6454,1978-09-03,0.0,31.1,25.08,19.9,47.25,41.0,
6455,1978-09-04,0.0,31.5,24.56,19.8,47.25,35.0,
6456,1978-09-05,0.0,32.9,25.56,20.5,49.75,37.0,
6457,1978-09-06,0.0,35.0,26.58,19.9,45.0,31.0,
6458,1978-09-07,0.0,34.2,26.54,19.7,49.0,35.0,
6459,1978-09-08,0.0,30.5,24.06,20.9,66.5,49.0,
6460,1978-09-09,0.0,31.3,26.2,20.3,54.0,46.0,
6461,1978-09-10,0.0,33.3,24.62,20.1,66.25,39.0,
6462,1978-09-11,40.1,32.0,25.24,20.0,64.25,52.0,
6463,1978-09-12,0.0,33.8,26.96,22.0,51.0,33.0,
6464,1978-09-13,0.0,32.9,26.26,20.6,46.75,33.0,
6465,1978-09-14,0.0,31.5,25.82,21.4,47.25,46.0,
6466,1978-09-15,0.0,31.2,24.36,20.2,54.0,37.0,
6467,1978-09-16,0.0,32.3,25.7,20.9,49.75,34.0,
6468,1978-09-17,0.0,32.9,26.08,21.7,45.5,34.0,
6469,1978-09-18,0.0,32.5,26.28,21.3,49.25,37.0,
6470,1978-09-19,0.0,32.7,26.66,22.0,45.5,37.0,
6471,1978-09-20,1.2,32.1,25.36,20.2,51.5,39.0,
6472,1978-09-21,0.0,33.1,25.5,21.3,45.5,32.0,
6473,1978-09-22,0.0,32.7,26.1,21.0,45.25,31.0,
6474,1978-09-23,0.0,30.5,24.96,20.6,56.5,42.0,
6475,1978-09-24,0.0,32.3,25.5,21.1,48.75,35.0,
6476,1978-09-25,0.0,30.4,24.38,20.6,55.5,42.0,
6477,1978-09-26,0.0,32.0,24.62,19.2,45.5,31.0,
6478,1978-09-27,0.0,31.9,25.18,19.6,43.5,32.0,
6479,1978-09-28,0.0,31.1,25.08,22.1,52.25,40.0,
6480,1978-09-29,0.0,27.1,23.6,21.9,61.75,52.0,
6481,1978-09-30,0.6,33.0,26.72,19.6,44.5,32.0,
6482,1978-10-01,0.0,32.9,26.8,21.9,45.75,33.0,
6483,1978-10-02,0.0,33.6,26.64,21.7,42.75,32.0,
6484,1978-10-03,0.0,33.3,26.3,21.7,44.75,31.0,
6485,1978-10-04,0.0,32.7,26.24,21.9,48.75,38.0,
6486,1978-10-05,0.0,33.8,26.56,22.2,44.0,30.0,
6487,1978-10-06,0.0,34.1,27.26,22.7,40.25,28.0,
6488,1978-10-07,0.0,33.9,27.8,23.3,43.5,37.0,
6489,1978-10-08,0.0,33.1,26.8,23.6,50.0,39.0,
6490,1978-10-09,0.0,29.0,23.7,19.9,74.5,57.0,
6491,1978-10-10,1.6,33.1,24.76,18.2,64.75,41.0,
6492,1978-10-11,1.8,30.3,22.96,19.9,92.0,75.0,
6493,1978-10-12,37.7,30.0,23.38,20.1,83.5,58.0,
6494,1978-10-13,16.5,31.5,24.66,21.2,86.0,75.0,
6495,1978-10-14,5.7,30.0,23.62,20.5,92.0,81.0,
6496,1978-10-15,11.0,28.5,23.94,20.6,87.75,81.0,
6497,1978-10-16,7.1,29.3,24.66,21.4,78.5,69.0,
6498,1978-10-17,3.0,26.6,22.02,20.4,96.5,84.0,
6499,1978-10-18,26.9,30.0,23.78,19.9,79.5,57.0,
6500,1978-10-19,0.0,32.5,26.14,21.9,68.25,50.0,
6501,1978-10-20,0.0,30.2,24.78,21.3,81.75,64.0,
6502,1978-10-21,37.0,29.9,24.7,19.9,78.0,65.0,
6503,1978-10-22,4.3,24.2,21.6,19.9,92.25,86.0,
6504,1978-10-23,24.6,28.7,24.2,20.9,79.5,72.0,
6505,1978-10-24,10.6,27.9,23.72,21.4,74.25,56.0,
6506,1978-10-25,0.0,31.7,25.7,20.1,57.75,47.0,
6507,1978-10-26,0.0,33.7,26.6,21.5,48.75,37.0,
6508,1978-10-27,0.0,33.9,26.32,22.7,54.25,37.0,
6509,1978-10-28,0.0,34.5,26.58,19.6,55.75,37.0,
6510,1978-10-29,0.0,35.0,28.36,19.6,41.5,28.0,
6511,1978-10-30,0.0,33.5,26.78,21.2,61.0,46.0,
6512,1978-10-31,0.0,34.5,28.04,20.3,44.5,35.0,
6513,1978-11-01,0.0,35.1,27.78,20.7,47.5,33.0,
6514,1978-11-02,0.0,35.0,28.96,23.9,45.75,38.0,
6515,1978-11-03,0.0,34.0,27.46,22.7,47.75,36.0,
6516,1978-11-04,0.0,33.4,26.42,20.7,58.5,48.0,
6517,1978-11-05,0.0,33.2,25.7,21.1,73.5,52.0,
6518,1978-11-06,1.0,32.3,25.48,20.5,67.5,57.0,
6519,1978-11-07,19.4,26.5,22.9,20.6,90.75,63.0,
6520,1978-11-08,11.3,28.4,23.16,19.1,77.0,66.0,
6521,1978-11-09,0.0,31.7,25.3,19.9,60.5,46.0,
6522,1978-11-10,0.0,33.0,26.06,20.9,61.5,44.0,
6523,1978-11-11,0.0,30.1,23.72,20.7,88.0,72.0,
6524,1978-11-12,13.8,29.6,24.68,20.9,76.5,65.0,
6525,1978-11-13,0.0,27.5,23.6,21.8,83.25,72.0,
6526,1978-11-14,0.0,33.3,25.62,21.0,69.0,51.0,
6527,1978-11-15,0.0,32.1,24.44,20.9,75.25,57.0,
