,Data Medicao,"PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)",Unnamed: 7
0,1976-04-02,,,,,,,
1,1976-04-03,,,,,,,
2,1976-04-04,,,,,,,
3,1976-04-05,,,,,,,
4,1976-04-06,,,,,,,
5,1976-04-07,,,,,,,
6,1976-04-08,,,,,,,
7,1976-04-09,,,,,,,
8,1976-04-10,,,,,,,
9,1976-04-11,,,,,,,
10,1976-04-12,,,,,,,
11,1976-04-13,,,,,,,
12,1976-04-14,,,,,,,
13,1976-04-15,,,,,,,
14,1976-04-16,,,,,,,
15,1976-04-17,,,,,,,
16,1976-04-18,,,,,,,
17,1976-04-19,,,,,,,
18,1976-04-20,,,,,,,
19,1976-04-21,,,,,,,
20,1976-04-22,,,,,,,
21,1976-04-23,,,,,,,
22,1976-04-24,,,,,,,
23,1976-04-25,,,,,,,
24,1976-04-26,,,,,,,
25,1976-04-27,,,,,,,
26,1976-04-28,,,,,,,
27,1976-04-29,,,,,,,
28,1976-04-30,,,,,,,
29,1976-05-01,,29.3,,,84.25,68.0,
30,1976-05-02,0.0,28.0,,,88.5,75.0,
31,1976-05-03,4.9,24.8,,,83.5,74.0,
32,1976-05-04,0.0,22.4,,,87.0,77.0,
33,1976-05-05,6.8,18.5,,,97.0,92.0,
34,1976-05-06,10.1,24.0,,,89.75,77.0,
35,1976-05-07,0.0,28.3,,,82.75,78.0,
36,1976-05-08,0.0,30.9,,,81.0,78.0,
37,1976-05-09,0.0,30.5,,,79.0,73.0,
38,1976-05-10,0.0,30.4,,,71.5,57.0,
39,1976-05-11,0.0,30.3,,,73.0,57.0,
40,1976-05-12,0.0,29.5,,,76.75,61.0,
41,1976-05-13,0.0,31.0,,,71.25,63.0,
42,1976-05-14,0.0,27.9,,,75.75,67.0,
43,1976-05-15,0.0,28.0,,,79.25,70.0,
44,1976-05-16,0.0,28.4,,,82.25,68.0,
45,1976-05-17,0.0,31.0,,,81.0,79.0,
46,1976-05-18,0.0,32.3,,,74.5,59.0,
47,1976-05-19,0.0,31.8,,,70.75,57.0,
48,1976-05-20,0.0,31.7,,,78.0,68.0,
49,1976-05-21,0.0,30.3,,,77.5,68.0,
50,1976-05-22,0.0,27.4,,,82.25,72.0,
51,1976-05-23,0.0,30.2,,,80.5,62.0,
52,1976-05-24,0.0,29.6,,,78.5,74.0,
53,1976-05-25,0.0,31.4,,,73.25,62.0,
54,1976-05-26,0.0,32.2,,,80.5,70.0,
55,1976-05-27,0.0,31.8,,,69.0,55.0,
56,1976-05-28,0.0,31.8,,,77.25,74.0,
57,1976-05-29,0.0,30.6,,,75.25,63.0,
58,1976-05-30,0.0,30.6,,,76.25,67.0,
59,1976-05-31,0.0,29.4,,,80.0,66.0,
60,1976-06-01,0.0,28.5,,,72.0,64.0,
61,1976-06-02,0.0,29.2,,,81.25,69.0,
62,1976-06-03,0.0,29.2,,,75.75,68.0,
63,1976-06-04,0.0,29.5,,,76.0,66.0,
64,1976-06-05,0.0,29.4,,,71.5,61.0,
65,1976-06-06,0.0,30.8,,,72.25,68.0,
66,1976-06-07,0.0,30.6,,,71.5,74.0,
67,1976-06-08,0.0,31.0,,,74.5,67.0,
68,1976-06-09,0.0,29.3,,,66.5,53.0,
69,1976-06-10,0.0,29.7,,,77.0,59.0,
70,1976-06-11,0.0,28.7,,,69.5,58.0,
71,1976-06-12,0.0,31.0,,,75.25,72.0,
72,1976-06-13,0.0,30.8,,,74.0,55.0,
73,1976-06-14,0.0,31.7,,,73.0,65.0,
74,1976-06-15,0.0,31.0,,,69.75,49.0,
75,1976-06-16,0.0,30.4,,,75.75,70.0,
76,1976-06-17,0.0,29.2,,,66.5,52.0,
77,1976-06-18,0.0,28.9,,,71.25,46.0,
78,1976-06-19,0.0,28.0,,,75.5,70.0,
79,1976-06-20,0.0,27.6,,,73.5,65.0,
80,1976-06-21,0.0,26.8,,,76.5,75.0,
81,1976-06-22,0.0,27.1,,,82.0,76.0,
82,1976-06-23,0.0,26.4,,,75.0,66.0,
83,1976-06-24,0.0,27.5,,,77.5,73.0,
84,1976-06-25,0.0,28.0,,,76.75,62.0,
85,1976-06-26,2.0,29.0,,,77.5,59.0,
86,1976-06-27,0.0,29.0,,,76.25,77.0,
87,1976-06-28,0.0,30.7,,,71.25,52.0,
88,1976-06-29,0.0,31.0,,,77.25,71.0,
89,1976-06-30,0.0,30.0,,,70.0,51.0,
90,1976-07-01,0.0,29.4,,,67.5,57.0,
91,1976-07-02,0.0,27.0,,,61.0,67.0,
92,1976-07-03,0.0,28.6,,,75.25,49.0,
93,1976-07-04,0.0,30.0,,,76.75,74.0,
94,1976-07-05,0.0,28.2,,,70.25,60.0,
95,1976-07-06,0.0,29.3,,,77.25,55.0,
96,1976-07-07,0.0,29.5,,,69.75,66.0,
97,1976-07-08,0.0,31.4,,,73.5,63.0,
98,1976-07-09,0.0,31.6,,,62.5,51.0,
99,1976-07-10,0.0,31.0,,,71.5,66.0,
100,1976-07-11,0.0,28.2,,,69.0,63.0,
101,1976-07-12,0.0,28.6,20.76,14.8,75.0,72.0,
102,1976-07-13,0.0,28.6,,,72.5,72.0,
103,1976-07-14,0.0,30.4,,,70.75,64.0,
104,1976-07-15,0.0,31.4,,,69.0,65.0,
105,1976-07-16,0.0,30.6,,,59.25,61.0,
106,1976-07-17,0.0,30.1,,,68.0,55.0,
107,1976-07-18,0.0,26.8,,,67.75,71.0,
108,1976-07-19,0.0,24.8,,,61.75,60.0,
109,1976-07-20,0.0,23.2,,,73.25,61.0,
110,1976-07-21,0.0,26.4,,,68.0,51.0,
111,1976-07-22,0.0,26.9,,,71.75,56.0,
112,1976-07-23,0.0,27.4,,,67.0,55.0,
113,1976-07-24,0.0,29.0,,,60.0,46.0,
114,1976-07-25,0.0,28.2,,,59.0,58.0,
115,1976-07-26,0.0,29.6,,,73.75,60.0,
116,1976-07-27,0.0,30.8,,,72.0,57.0,
117,1976-07-28,0.0,27.7,,,71.25,65.0,
118,1976-07-29,0.0,28.0,,,65.5,57.0,
119,1976-07-30,0.0,29.2,,,70.0,57.0,
120,1976-07-31,0.0,30.7,,,85.0,67.0,
121,1976-08-01,0.0,30.4,,,68.75,71.0,
122,1976-08-02,0.0,29.8,,,60.75,54.0,
123,1976-08-03,0.0,30.2,,,54.75,45.0,
124,1976-08-04,0.0,29.8,,,54.5,52.0,
125,1976-08-05,0.0,30.4,,,60.25,55.0,
126,1976-08-06,0.0,31.6,,,61.5,59.0,
127,1976-08-07,0.0,32.0,,,59.0,49.0,
128,1976-08-08,0.0,33.2,,,65.25,50.0,
129,1976-08-09,0.0,34.1,,,73.25,67.0,
130,1976-08-10,0.0,34.3,,,50.0,48.0,
131,1976-08-11,0.0,34.8,,,53.75,47.0,
132,1976-08-12,0.0,33.2,,,55.75,58.0,
133,1976-08-13,0.0,32.8,,,79.0,50.0,
134,1976-08-14,0.0,34.2,,,55.0,51.0,
135,1976-08-15,0.0,30.8,,,67.5,51.0,
136,1976-08-16,0.0,28.6,,,73.75,65.0,
137,1976-08-17,0.0,30.9,,,67.75,49.0,
138,1976-08-18,0.0,31.0,,,56.75,41.0,
139,1976-08-19,0.0,33.1,,,51.25,49.0,
140,1976-08-20,0.0,32.0,,,48.75,41.0,
141,1976-08-21,0.0,29.5,,,65.75,52.0,
142,1976-08-22,0.0,30.5,,,64.75,67.0,
143,1976-08-23,0.0,29.5,,,61.0,52.0,
144,1976-08-24,0.0,29.5,,,54.75,53.0,
145,1976-08-25,0.0,30.2,,,64.5,53.0,
146,1976-08-26,0.0,30.2,,,68.75,46.0,
147,1976-08-27,0.0,29.8,,,60.75,55.0,
148,1976-08-28,0.0,29.8,,,70.5,61.0,
149,1976-08-29,0.0,29.4,,,69.0,69.0,
150,1976-08-30,0.0,28.0,,,53.25,49.0,
151,1976-08-31,0.0,29.5,,,76.5,53.0,
152,1976-09-01,0.0,30.4,,,44.25,42.0,
153,1976-09-02,0.0,30.8,,,50.5,44.0,
154,1976-09-03,0.0,31.6,,,51.75,46.0,
155,1976-09-04,0.0,32.5,,,58.75,52.0,
156,1976-09-05,0.0,33.2,,,59.5,39.0,
157,1976-09-06,0.0,33.0,,,50.5,52.0,
158,1976-09-07,0.0,33.2,,,54.25,46.0,
159,1976-09-08,0.0,33.4,,,80.25,56.0,
160,1976-09-09,47.5,30.5,,,78.0,66.0,
161,1976-09-10,0.0,24.0,,,74.25,70.0,
162,1976-09-11,0.0,29.4,,,70.0,54.0,
163,1976-09-12,0.0,32.2,,,68.25,57.0,
164,1976-09-13,0.0,32.5,,,69.0,56.0,
165,1976-09-14,0.0,32.6,,,54.5,43.0,
166,1976-09-15,0.0,31.3,,,67.0,57.0,
167,1976-09-16,0.0,27.3,,,86.75,72.0,
168,1976-09-17,22.4,27.4,,,71.25,56.0,
169,1976-09-18,0.0,30.7,,,71.25,66.0,
170,1976-09-19,0.0,31.0,,,66.5,69.0,
171,1976-09-20,0.0,29.6,,,64.25,59.0,
172,1976-09-21,0.0,22.7,,,81.5,65.0,
173,1976-09-22,0.7,30.5,,,67.0,55.0,
174,1976-09-23,0.0,29.0,,,77.25,58.0,
175,1976-09-24,0.0,30.2,,,76.0,76.0,
176,1976-09-25,0.0,30.3,,,71.25,64.0,
177,1976-09-26,0.0,30.0,,,75.75,61.0,
178,1976-09-27,49.2,24.0,,,85.25,72.0,
179,1976-09-28,2.0,28.0,,,82.75,61.0,
180,1976-09-29,10.9,30.0,,,65.5,54.0,
181,1976-09-30,0.0,32.4,,,59.75,56.0,
182,1976-10-01,0.0,32.8,,,53.0,40.0,
183,1976-10-02,0.0,26.4,,,70.75,60.0,
184,1976-10-03,0.0,28.6,,,66.5,50.0,
185,1976-10-04,0.0,29.6,,,79.25,68.0,
186,1976-10-05,0.0,30.4,,,86.25,68.0,
187,1976-10-06,0.3,25.6,,,93.75,82.0,
188,1976-10-07,12.4,23.9,,,86.0,71.0,
189,1976-10-08,0.0,20.7,,,92.0,87.0,
190,1976-10-09,0.3,21.2,,,95.25,91.0,
191,1976-10-10,8.6,23.4,,,97.5,97.0,
192,1976-10-11,1.0,25.0,,,93.25,89.0,
193,1976-10-12,1.0,29.4,,,78.5,64.0,
194,1976-10-13,0.0,30.2,,,72.25,58.0,
195,1976-10-14,0.0,31.2,,,70.25,56.0,
196,1976-10-15,0.0,32.1,,,68.75,58.0,
197,1976-10-16,0.0,32.1,,,69.0,43.0,
198,1976-10-17,0.0,32.8,,,70.25,58.0,
199,1976-10-18,0.0,33.6,,,69.25,63.0,
200,1976-10-19,0.0,31.6,,,68.0,47.0,
201,1976-10-20,0.0,32.0,,,82.25,70.0,
202,1976-10-21,18.1,23.5,,,97.0,89.0,
203,1976-10-22,1.2,20.5,,,96.25,95.0,
204,1976-10-23,1.8,26.2,,,92.75,85.0,
205,1976-10-24,0.0,27.3,,,89.25,84.0,
206,1976-10-25,11.3,21.5,,,95.75,91.0,
207,1976-10-26,4.2,23.5,,,93.75,90.0,
208,1976-10-27,8.5,29.8,,,83.0,70.0,
209,1976-10-28,3.1,31.0,,,83.5,70.0,
210,1976-10-29,2.0,31.4,,,85.0,74.0,
211,1976-10-30,2.7,29.2,,,86.25,75.0,
212,1976-10-31,0.0,31.2,,,82.25,76.0,
213,1976-11-01,1.8,28.6,,,87.0,83.0,
214,1976-11-02,0.6,28.3,,,92.0,85.0,
215,1976-11-03,22.3,28.0,,,92.25,87.0,
216,1976-11-04,0.4,29.6,,,91.25,86.0,
217,1976-11-05,0.0,28.4,,,91.25,82.0,
218,1976-11-06,0.0,30.0,,,87.5,79.0,
219,1976-11-07,0.0,29.2,,,91.75,89.0,
220,1976-11-08,9.8,30.8,,,89.75,81.0,
221,1976-11-09,8.0,26.6,,,92.5,81.0,
222,1976-11-10,5.2,26.0,,,90.75,82.0,
223,1976-11-11,2.1,26.7,,,93.5,88.0,
224,1976-11-12,0.3,28.0,,,88.0,72.0,
225,1976-11-13,1.2,26.7,,,93.0,89.0,
226,1976-11-14,8.1,25.4,,,90.75,84.0,
227,1976-11-15,1.7,28.9,,,89.0,79.0,
228,1976-11-16,0.0,26.4,,,95.0,87.0,
229,1976-11-17,2.3,27.8,,,89.75,70.0,
230,1976-11-18,0.2,25.4,,,92.0,92.0,
231,1976-11-19,3.6,27.1,,,90.5,87.0,
232,1976-11-20,0.3,27.4,,,92.5,87.0,
233,1976-11-21,14.1,27.6,,,86.75,74.0,
234,1976-11-22,0.0,29.6,,,86.25,74.0,
235,1976-11-23,0.0,27.2,,,89.75,78.0,
236,1976-11-24,5.3,29.2,,,89.5,83.0,
237,1976-11-25,0.0,30.5,,,81.0,74.0,
238,1976-11-26,0.0,31.2,,,81.75,75.0,
239,1976-11-27,0.0,31.2,,,77.75,72.0,
240,1976-11-28,0.0,24.4,,,87.0,77.0,
241,1976-11-29,13.3,21.4,,,97.25,82.0,
242,1976-11-30,25.4,21.5,,,93.5,87.0,
243,1976-12-01,4.8,23.1,,,96.0,95.0,
244,1976-12-02,3.5,28.4,,,86.75,75.0,
245,1976-12-03,0.0,29.2,,,88.25,76.0,
246,1976-12-04,4.9,27.5,,,94.0,92.0,
247,1976-12-05,0.0,27.8,,,93.25,89.0,
248,1976-12-06,17.4,28.8,,,92.5,84.0,
249,1976-12-07,0.0,32.2,,,87.25,80.0,
250,1976-12-08,0.0,30.2,,,87.5,85.0,
251,1976-12-09,2.6,30.9,,,95.0,89.0,
252,1976-12-10,50.4,25.6,,,92.0,83.0,
253,1976-12-11,11.7,26.7,,,96.25,94.0,
254,1976-12-12,4.8,30.0,,,89.25,77.0,
255,1976-12-13,24.5,29.8,,,85.25,81.0,
256,1976-12-14,0.0,30.4,,,79.0,74.0,
257,1976-12-15,0.0,30.8,,,87.0,80.0,
258,1976-12-16,0.0,27.2,,,93.25,88.0,
259,1976-12-17,0.0,28.9,,,86.5,75.0,
260,1976-12-18,7.2,28.7,,,89.0,83.0,
261,1976-12-19,0.0,30.6,,,91.5,87.0,
262,1976-12-20,60.6,24.1,,,93.5,88.0,
263,1976-12-21,3.1,29.0,,,86.25,76.0,
264,1976-12-22,0.0,30.0,,,89.75,81.0,
265,1976-12-23,7.1,29.8,,,91.0,81.0,
266,1976-12-24,2.3,30.2,,,94.25,89.0,
267,1976-12-25,0.0,32.1,,,86.0,81.0,
268,1976-12-26,0.0,31.9,,,88.25,83.0,
269,1976-12-27,0.0,33.2,,,77.75,68.0,
270,1976-12-28,0.0,31.7,,,87.25,81.0,
271,1976-12-29,4.4,31.3,,,89.75,88.0,
272,1976-12-30,25.9,25.8,,,92.0,87.0,
273,1976-12-31,0.0,25.0,,,94.0,89.0,
274,1977-01-01,19.9,26.9,,,90.5,87.0,
275,1977-01-02,7.7,29.2,,,95.5,92.0,
276,1977-01-03,9.5,31.0,,,91.25,75.0,
277,1977-01-04,20.5,29.1,,,86.0,74.0,
278,1977-01-05,1.9,28.2,,,89.25,80.0,
279,1977-01-06,10.4,28.1,,,84.25,72.0,
280,1977-01-07,0.0,30.1,,,85.0,77.0,
281,1977-01-08,0.0,29.7,,,85.0,80.0,
282,1977-01-09,0.0,29.7,,,89.25,84.0,
283,1977-01-10,0.0,29.8,,,80.0,78.0,
284,1977-01-11,0.0,30.3,,,76.75,75.0,
285,1977-01-12,0.0,30.3,,,77.0,71.0,
286,1977-01-13,0.0,30.4,,,85.25,80.0,
287,1977-01-14,1.4,31.5,,,91.25,87.0,
288,1977-01-15,15.6,31.0,,,86.0,70.0,
289,1977-01-16,0.0,31.2,,,87.5,77.0,
290,1977-01-17,0.0,30.9,,,87.75,78.0,
291,1977-01-18,0.0,30.2,,,88.75,82.0,
292,1977-01-19,2.6,27.2,,,92.25,85.0,
293,1977-01-20,5.6,23.0,,,98.0,93.0,
294,1977-01-21,15.2,21.8,,,98.0,97.0,
295,1977-01-22,2.3,25.2,,,92.75,85.0,
296,1977-01-23,0.4,29.4,,,85.5,74.0,
297,1977-01-24,40.3,26.4,,,93.5,83.0,
298,1977-01-25,41.2,24.1,,,96.25,92.0,
299,1977-01-26,0.0,25.7,,,90.5,81.0,
300,1977-01-27,0.8,26.9,,,92.0,78.0,
301,1977-01-28,11.0,27.0,,,91.5,79.0,
302,1977-01-29,10.1,26.2,,,94.75,91.0,
303,1977-01-30,1.0,24.6,,,97.0,96.0,
304,1977-01-31,16.6,20.6,,,96.5,96.0,
305,1977-02-01,10.4,24.0,,,94.25,85.0,
306,1977-02-02,6.3,21.4,,,94.75,90.0,
307,1977-02-03,7.3,24.8,,,94.0,89.0,
308,1977-02-04,3.8,25.8,,,92.5,85.0,
309,1977-02-05,10.6,30.0,,,83.25,74.0,
310,1977-02-06,0.0,30.0,,,86.0,82.0,
311,1977-02-07,0.0,30.3,,,89.75,85.0,
312,1977-02-08,2.3,32.6,,,82.75,64.0,
313,1977-02-09,0.0,31.6,,,85.0,79.0,
314,1977-02-10,0.0,30.8,,,84.5,74.0,
315,1977-02-11,0.0,30.0,,,82.75,82.0,
316,1977-02-12,0.0,30.6,,,84.0,72.0,
317,1977-02-13,0.0,29.6,,,85.5,81.0,
318,1977-02-14,0.0,29.2,,,81.0,74.0,
319,1977-02-15,0.0,30.1,,,86.75,79.0,
320,1977-02-16,0.0,30.2,,,83.0,73.0,
321,1977-02-17,0.0,30.2,,,81.25,71.0,
322,1977-02-18,0.9,30.4,,,83.5,77.0,
323,1977-02-19,0.0,30.8,,,81.0,67.0,
324,1977-02-20,0.0,30.8,,,84.5,71.0,
325,1977-02-21,0.0,30.5,,,85.5,78.0,
326,1977-02-22,0.7,30.2,,,92.75,86.0,
327,1977-02-23,18.8,28.8,,,90.0,86.0,
328,1977-02-24,0.0,27.8,,,91.25,85.0,
329,1977-02-25,10.4,25.5,,,90.25,83.0,
330,1977-02-26,0.0,28.4,,,88.5,82.0,
331,1977-02-27,0.0,27.5,,,88.0,72.0,
332,1977-02-28,0.0,30.7,,,83.5,78.0,
333,1977-03-01,1.4,31.2,,,79.0,69.0,
334,1977-03-02,0.0,32.1,,,82.0,61.0,
335,1977-03-03,0.0,33.2,,,71.25,60.0,
336,1977-03-04,0.0,32.2,,,80.5,72.0,
337,1977-03-05,0.0,31.5,,,90.75,80.0,
338,1977-03-06,0.0,32.0,,,85.25,86.0,
339,1977-03-07,0.0,34.5,,,89.75,82.0,
340,1977-03-08,0.0,33.0,,,90.5,90.0,
341,1977-03-09,0.0,33.4,,,69.0,62.0,
342,1977-03-10,0.0,33.0,,,90.0,68.0,
343,1977-03-11,0.0,33.4,,,84.5,87.0,
344,1977-03-12,0.0,34.2,,,83.75,64.0,
345,1977-03-13,0.0,33.4,,,81.25,75.0,
346,1977-03-14,0.0,33.4,,,75.5,53.0,
347,1977-03-15,0.0,33.1,,,75.5,68.0,
348,1977-03-16,0.0,33.4,,,77.25,71.0,
349,1977-03-17,0.0,35.6,,,73.25,59.0,
350,1977-03-18,0.0,34.6,,,79.75,63.0,
351,1977-03-19,0.0,29.0,,,88.25,71.0,
352,1977-03-20,0.0,32.0,,,94.25,90.0,
353,1977-03-21,68.0,31.8,,,87.0,81.0,
354,1977-03-22,0.0,33.8,,,88.5,84.0,
355,1977-03-23,0.0,30.8,,,94.0,88.0,
356,1977-03-24,0.4,32.0,,,90.25,87.0,
357,1977-03-25,0.0,32.9,,,93.0,92.0,
358,1977-03-26,0.0,33.4,,,76.0,64.0,
359,1977-03-27,0.0,34.6,,,88.0,68.0,
360,1977-03-28,0.0,34.0,,,91.75,89.0,
361,1977-03-29,0.0,32.8,,,92.75,86.0,
362,1977-03-30,0.0,31.2,,,89.75,82.0,
363,1977-03-31,0.0,30.4,,,87.75,76.0,
364,1977-04-01,0.0,27.2,,,95.25,92.0,
365,1977-04-02,4.0,28.0,,,95.0,96.0,
366,1977-04-03,13.9,28.4,,,92.0,90.0,
367,1977-04-04,0.0,30.0,,,90.75,90.0,
368,1977-04-05,0.0,32.1,,,93.25,89.0,
369,1977-04-06,0.0,32.0,,,89.75,81.0,
370,1977-04-07,0.0,31.9,,,88.5,75.0,
371,1977-04-08,2.8,32.2,,,96.5,92.0,
372,1977-04-09,0.0,30.9,,,96.0,92.0,
373,1977-04-10,0.0,32.3,,,90.75,86.0,
374,1977-04-11,0.0,32.4,,,92.5,89.0,
375,1977-04-12,0.0,30.4,,,84.5,83.0,
376,1977-04-13,0.0,31.8,,,79.0,73.0,
377,1977-04-14,0.0,32.0,,,83.0,71.0,
378,1977-04-15,0.0,30.9,,,87.0,86.0,
379,1977-04-16,0.0,30.7,,,91.0,87.0,
380,1977-04-17,0.0,31.8,,,78.5,68.0,
381,1977-04-18,0.0,32.5,,,74.25,54.0,
382,1977-04-19,2.6,31.6,,,78.75,57.0,
383,1977-04-20,3.3,29.9,,,89.5,81.0,
384,1977-04-21,8.7,28.4,,,86.0,67.0,
385,1977-04-22,1.4,27.7,,,87.25,74.0,
386,1977-04-23,14.9,28.7,,,87.75,76.0,
387,1977-04-24,42.0,25.7,,,92.75,82.0,
388,1977-04-25,0.0,29.8,,,90.0,83.0,
389,1977-04-26,0.0,28.2,,,80.0,64.0,
390,1977-04-27,0.0,28.7,,,83.0,66.0,
391,1977-04-28,0.0,27.8,,,86.25,79.0,
392,1977-04-29,0.0,22.4,,,88.0,83.0,
393,1977-04-30,0.1,22.2,,,94.5,89.0,
394,1977-05-01,6.0,26.6,,,83.5,74.0,
395,1977-05-02,0.0,28.6,,,80.75,69.0,
396,1977-05-03,0.0,29.5,,,81.5,70.0,
397,1977-05-04,0.0,28.9,,,74.5,57.0,
398,1977-05-05,0.0,28.6,,,77.75,68.0,
399,1977-05-06,0.0,28.2,,,83.0,65.0,
400,1977-05-07,0.0,28.9,,,78.0,68.0,
401,1977-05-08,0.0,29.7,,,74.5,55.0,
402,1977-05-09,0.0,30.4,,,83.0,74.0,
403,1977-05-10,0.0,29.5,,,87.5,84.0,
404,1977-05-11,0.0,29.2,,,77.25,65.0,
405,1977-05-12,0.0,29.8,,,80.0,65.0,
406,1977-05-13,0.0,30.2,,,79.75,63.0,
407,1977-05-14,0.0,30.2,,,79.25,63.0,
408,1977-05-15,0.0,28.1,,,87.5,68.0,
409,1977-05-16,19.2,27.6,,,87.5,75.0,
410,1977-05-17,2.3,24.4,,,92.75,88.0,
411,1977-05-18,3.5,21.0,,,86.25,80.0,
412,1977-05-19,0.0,25.8,,,87.75,76.0,
413,1977-05-20,0.0,27.8,,,80.0,69.0,
414,1977-05-21,0.0,28.3,,,77.75,62.0,
415,1977-05-22,0.0,28.4,,,78.25,66.0,
416,1977-05-23,0.0,28.2,,,73.5,65.0,
417,1977-05-24,0.0,27.4,,,87.25,79.0,
418,1977-05-25,0.0,27.5,,,83.75,74.0,
419,1977-05-26,0.0,27.2,,,84.25,75.0,
420,1977-05-27,0.0,26.8,,,89.5,84.0,
421,1977-05-28,0.0,28.8,,,89.25,83.0,
422,1977-05-29,0.0,28.6,,,86.25,77.0,
423,1977-05-30,0.0,29.8,,,80.5,67.0,
424,1977-05-31,0.0,29.3,,,82.5,72.0,
425,1977-06-01,0.0,27.9,,,83.75,72.0,
426,1977-06-02,0.0,27.0,,,92.25,87.0,
427,1977-06-03,2.3,27.0,,,86.75,82.0,
428,1977-06-04,0.0,26.9,,,92.5,88.0,
429,1977-06-05,0.0,28.4,,,84.5,78.0,
430,1977-06-06,0.0,30.2,,,89.75,88.0,
431,1977-06-07,0.0,29.9,,,89.0,83.0,
432,1977-06-08,5.1,27.9,,,87.0,76.0,
433,1977-06-09,0.0,26.4,,,86.25,78.0,
434,1977-06-10,0.0,28.8,,,90.75,81.0,
435,1977-06-11,8.4,25.8,,,88.0,90.0,
436,1977-06-12,0.0,25.4,,,91.0,84.0,
437,1977-06-13,0.0,27.4,,,85.75,78.0,
438,1977-06-14,0.0,27.6,,,85.5,74.0,
439,1977-06-15,0.0,28.1,,,82.5,74.0,
440,1977-06-16,0.0,27.5,,,81.75,68.0,
441,1977-06-17,0.0,28.8,,,86.5,82.0,
442,1977-06-18,0.0,27.8,,,88.5,80.0,
443,1977-06-19,0.0,28.2,,,83.0,74.0,
444,1977-06-20,0.0,28.2,,,84.25,72.0,
445,1977-06-21,0.0,28.5,,,82.75,68.0,
446,1977-06-22,0.0,30.6,,,84.0,72.0,
447,1977-06-23,0.0,28.7,,,81.25,74.0,
448,1977-06-24,0.0,27.4,,,82.5,72.0,
449,1977-06-25,0.0,28.1,,,84.25,78.0,
450,1977-06-26,0.0,29.3,,,82.75,75.0,
451,1977-06-27,0.0,27.2,,,81.25,67.0,
452,1977-06-28,0.0,26.2,,,86.75,78.0,
453,1977-06-29,0.0,25.6,,,83.75,74.0,
454,1977-06-30,0.0,26.3,,,86.0,79.0,
455,1977-07-01,,26.3,,,,88.0,
456,1977-07-02,,,,,,,
457,1977-07-03,,,,,,,
458,1977-07-04,,,,,,,
459,1977-07-05,,,,,,,
460,1977-07-06,,,,,,,
461,1977-07-07,,,,,,,
462,1977-07-08,,,,,,,
463,1977-07-09,,,,,,,
464,1977-07-10,,,,,,,
465,1977-07-11,,,,,,,
466,1977-07-12,,,,,,,
467,1977-07-13,,,,,,,
468,1977-07-14,,,,,,,
469,1977-07-15,,,,,,,
470,1977-07-16,,,,,,,
471,1977-07-17,,,,,,,
472,1977-07-18,,,,,,,
473,1977-07-19,,,,,,,
474,1977-07-20,,,,,,,
475,1977-07-21,,,,,,,
476,1977-07-22,,,,,,,
477,1977-07-23,,,,,,,
478,1977-07-24,,,,,,,
479,1977-07-25,,,,,,,
480,1977-07-26,,,,,,,
481,1977-07-27,,,,,,,
482,1977-07-28,,,,,,,
483,1977-07-29,,,,,,,
484,1977-07-30,,,,,,,
485,1977-07-31,,,,,,,
486,1977-08-01,0.0,31.8,,,68.25,56.0,
487,1977-08-02,0.0,32.4,,,68.75,59.0,
488,1977-08-03,0.0,28.9,,,72.75,63.0,
489,1977-08-04,0.0,27.3,,,75.0,63.0,
490,1977-08-05,0.0,29.8,,,76.5,69.0,
491,1977-08-06,0.0,31.2,21.24,12.5,59.0,35.0,
492,1977-08-07,0.0,30.9,22.78,15.7,48.0,37.0,
493,1977-08-08,0.0,33.1,23.62,13.9,41.5,28.0,
494,1977-08-09,0.0,33.4,24.68,15.5,36.25,26.0,
495,1977-08-10,0.0,33.3,24.44,18.1,45.25,30.0,
496,1977-08-11,0.0,30.8,22.02,14.9,58.25,41.0,
497,1977-08-12,0.0,32.3,23.26,14.9,48.75,33.0,
498,1977-08-13,0.0,33.3,23.78,15.5,44.0,26.0,
499,1977-08-14,0.0,33.2,24.56,16.1,40.0,28.0,
500,1977-08-15,0.0,28.9,21.92,17.3,47.25,29.0,
501,1977-08-16,0.0,30.0,21.68,15.1,51.5,38.0,
502,1977-08-17,0.0,32.1,22.24,12.1,39.75,28.0,
503,1977-08-18,0.0,32.9,24.2,15.1,41.75,31.0,
504,1977-08-19,0.0,32.8,24.24,16.6,44.0,31.0,
505,1977-08-20,0.0,32.4,24.72,19.2,46.25,33.0,
506,1977-08-21,0.0,30.2,22.22,16.5,58.0,39.0,
507,1977-08-22,0.0,30.1,21.86,15.4,56.0,38.0,
508,1977-08-23,0.0,31.6,23.2,16.1,48.25,34.0,
509,1977-08-24,0.0,33.1,24.26,19.9,44.75,31.0,
510,1977-08-25,0.0,34.0,25.42,15.5,37.25,28.0,
511,1977-08-26,0.0,35.5,27.08,17.9,35.25,26.0,
512,1977-08-27,0.0,35.1,25.66,15.7,40.0,27.0,
