,Data Medicao,"PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)",Unnamed: 7
5170,1990-05-29,0.0,28.8,,16.2,,43.0,
5171,1990-05-30,0.0,29.6,,15.8,,42.0,
5172,1990-05-31,0.0,29.6,21.32,15.8,63.5,41.0,
5173,1990-06-01,0.0,28.0,20.44,15.2,63.75,43.0,
5174,1990-06-02,0.0,28.8,21.4,17.2,62.5,42.0,
5175,1990-06-03,0.0,29.6,21.2,15.4,68.5,46.0,
5176,1990-06-04,0.0,27.8,20.48,14.6,66.25,48.0,
5177,1990-06-05,0.0,30.3,21.06,14.6,56.0,38.0,
5178,1990-06-06,0.0,30.7,21.42,12.2,55.25,37.0,
5179,1990-06-07,0.0,29.6,21.36,13.4,52.75,37.0,
5180,1990-06-08,0.0,31.1,22.18,15.2,57.25,39.0,
5181,1990-06-09,0.0,30.5,22.42,16.0,58.5,42.0,
5182,1990-06-10,0.0,29.2,21.72,15.2,55.5,37.0,
5183,1990-06-11,0.0,29.6,21.28,13.6,53.75,37.0,
5184,1990-06-12,0.0,25.8,19.08,15.0,63.25,51.0,
5185,1990-06-13,0.0,27.4,19.52,14.2,66.5,49.0,
5186,1990-06-14,0.0,28.6,20.2,13.8,68.5,53.0,
5187,1990-06-15,0.0,29.8,21.84,14.6,54.75,37.0,
5188,1990-06-16,0.0,30.3,22.02,14.2,55.25,40.0,
5189,1990-06-17,0.0,29.4,22.84,16.4,60.5,46.0,
5190,1990-06-18,0.0,27.4,21.04,18.6,68.25,50.0,
5191,1990-06-19,0.0,27.6,20.4,15.4,64.75,45.0,
5192,1990-06-20,0.0,29.6,20.4,14.2,69.5,45.0,
5193,1990-06-21,0.0,29.4,20.68,13.6,66.5,46.0,
5194,1990-06-22,0.0,29.6,20.8,14.0,64.75,39.0,
5195,1990-06-23,0.0,30.9,22.42,15.8,60.5,41.0,
5196,1990-06-24,0.0,30.3,22.14,16.2,49.5,34.0,
5197,1990-06-25,0.0,30.9,21.22,14.4,52.25,36.0,
5198,1990-06-26,0.0,30.5,22.14,13.6,52.5,37.0,
5199,1990-06-27,0.0,29.2,21.76,15.2,51.5,36.0,
5200,1990-06-28,0.0,27.8,20.32,15.0,57.5,41.0,
5201,1990-06-29,0.0,26.6,19.04,14.6,67.75,48.0,
5202,1990-06-30,0.0,29.6,20.8,13.6,64.5,46.0,
5203,1990-07-01,0.0,29.2,21.44,15.4,65.75,48.0,
5204,1990-07-02,0.0,29.4,20.68,15.6,69.75,46.0,
5205,1990-07-03,0.0,29.8,21.64,15.6,63.5,43.0,
5206,1990-07-04,0.0,30.0,21.56,14.2,60.25,45.0,
5207,1990-07-05,0.0,30.7,21.54,14.8,58.75,37.0,
5208,1990-07-06,0.0,29.4,21.2,14.2,64.5,49.0,
5209,1990-07-07,0.0,25.4,18.6,14.0,79.5,64.0,
5210,1990-07-08,0.0,29.4,20.2,12.4,63.5,44.0,
5211,1990-07-09,0.0,31.3,21.82,13.8,56.5,39.0,
5212,1990-07-10,0.0,32.1,23.1,13.6,55.0,41.0,
5213,1990-07-11,0.0,27.8,22.84,19.4,68.5,54.0,
5214,1990-07-12,0.0,22.6,18.32,16.6,84.75,74.0,
5215,1990-07-13,28.4,,14.0,13.0,93.0,92.0,
5216,1990-07-14,0.0,25.0,17.24,12.0,83.5,66.0,
5217,1990-07-15,0.0,27.0,19.72,15.0,72.0,53.0,
5218,1990-07-16,0.0,29.0,21.16,15.8,69.5,53.0,
5219,1990-07-17,0.0,30.6,22.0,15.0,61.25,41.0,
5220,1990-07-18,0.0,32.1,22.26,13.8,56.5,33.0,
5221,1990-07-19,0.0,31.9,22.98,14.0,50.75,32.0,
5222,1990-07-20,0.0,32.9,22.66,15.0,53.0,32.0,
5223,1990-07-21,0.0,32.5,23.18,15.2,52.25,33.0,
5224,1990-07-22,0.0,29.2,21.52,16.0,62.75,45.0,
5225,1990-07-23,0.0,28.8,21.08,15.6,60.25,42.0,
5226,1990-07-24,0.0,29.0,20.92,15.0,57.0,36.0,
5227,1990-07-25,0.0,30.5,21.74,13.6,58.25,39.0,
5228,1990-07-26,0.0,29.8,21.76,15.4,56.0,37.0,
5229,1990-07-27,0.0,29.4,21.8,15.8,59.5,45.0,
5230,1990-07-28,0.0,29.5,22.14,14.8,56.25,36.0,
5231,1990-07-29,0.0,30.9,22.98,17.8,56.0,40.0,
5232,1990-07-30,0.0,29.8,21.88,14.0,56.0,43.0,
5233,1990-07-31,0.0,29.8,22.32,17.2,60.0,44.0,
5234,1990-08-01,0.0,29.4,,15.3,,49.0,
5235,1990-08-02,0.0,28.6,,14.4,,39.0,
5236,1990-08-03,0.0,29.0,,14.2,,39.0,
5237,1990-08-04,0.0,30.0,,14.4,,37.0,
5238,1990-08-05,0.0,29.2,,15.6,,41.0,
5239,1990-08-06,0.0,27.6,,13.6,,44.0,
5240,1990-08-07,0.0,25.4,,13.8,,50.0,
5241,1990-08-08,0.0,27.8,,14.8,,44.0,
5242,1990-08-09,0.0,27.8,,14.6,,50.0,
5243,1990-08-10,0.0,26.2,,15.8,,53.0,
5244,1990-08-11,0.0,29.6,,14.0,,36.0,
5245,1990-08-12,0.0,28.8,,15.6,,42.0,
5246,1990-08-13,0.0,29.4,,15.6,,42.0,
5247,1990-08-14,0.0,28.8,,17.0,,46.0,
5248,1990-08-15,0.0,30.7,,15.8,,43.0,
5249,1990-08-16,0.0,32.5,,14.0,,42.0,
5250,1990-08-17,0.0,33.1,,16.4,,33.0,
5251,1990-08-18,0.0,35.5,,16.2,,34.0,
5252,1990-08-19,0.0,33.7,,19.0,,38.0,
5253,1990-08-20,0.0,33.5,,18.6,,40.0,
5254,1990-08-21,0.0,33.9,,18.8,,36.0,
5255,1990-08-22,0.0,31.5,,18.8,,46.0,
5256,1990-08-23,0.0,30.7,,17.2,,45.0,
5257,1990-08-24,0.0,29.4,,16.0,,45.0,
5258,1990-08-25,0.0,28.4,,14.0,,44.0,
5259,1990-08-26,0.0,30.0,,14.8,,41.0,
5260,1990-08-27,0.0,32.9,,14.8,,40.0,
5261,1990-08-28,0.0,32.3,,17.2,,41.0,
5262,1990-08-29,2.6,30.7,,16.0,,51.0,
5263,1990-08-30,0.8,22.6,,16.6,,84.0,
5264,1990-08-31,22.4,24.0,18.68,16.0,85.75,69.0,
5265,1990-09-01,0.0,30.0,22.28,14.0,68.0,52.0,
5266,1990-09-02,4.4,30.5,22.26,17.6,73.0,57.0,
5267,1990-09-03,0.0,31.9,24.14,18.4,64.25,45.0,
5268,1990-09-04,0.0,28.8,22.24,17.4,65.5,50.0,
5269,1990-09-05,0.0,29.0,22.0,15.2,63.75,50.0,
5270,1990-09-06,0.0,31.5,23.38,16.6,56.75,42.0,
5271,1990-09-07,0.0,32.1,24.14,16.8,54.0,38.0,
5272,1990-09-08,0.0,32.5,25.18,17.0,52.5,38.0,
5273,1990-09-09,0.0,31.3,22.66,19.0,70.25,50.0,
5274,1990-09-10,3.3,32.1,24.02,18.0,62.5,42.0,
5275,1990-09-11,0.0,32.9,25.86,19.4,58.25,43.0,
5276,1990-09-12,0.0,32.9,25.06,18.6,64.5,49.0,
5277,1990-09-13,0.0,32.5,23.94,18.6,62.25,43.0,
5278,1990-09-14,0.0,31.7,23.9,18.8,62.25,47.0,
5279,1990-09-15,0.0,30.3,23.14,16.6,70.5,51.0,
5280,1990-09-16,4.2,31.7,24.3,17.6,65.0,45.0,
5281,1990-09-17,0.0,32.1,24.62,18.2,56.0,37.0,
5282,1990-09-18,0.0,32.1,24.54,17.8,53.25,37.0,
5283,1990-09-19,0.0,32.7,24.58,17.6,53.25,37.0,
5284,1990-09-20,0.0,33.5,24.82,19.0,52.75,35.0,
5285,1990-09-21,0.0,34.3,25.86,19.2,52.0,37.0,
5286,1990-09-22,0.0,34.3,26.3,19.2,52.5,41.0,
5287,1990-09-23,0.0,33.7,24.7,19.4,65.0,42.0,
5288,1990-09-24,3.0,32.5,24.58,17.6,63.0,42.0,
5289,1990-09-25,9.1,28.8,21.76,17.8,80.0,61.0,
5290,1990-09-26,10.8,24.8,20.44,18.2,84.75,74.0,
5291,1990-09-27,0.0,28.6,21.52,16.6,69.5,53.0,
5292,1990-09-28,0.0,29.0,21.36,15.4,56.75,44.0,
5293,1990-09-29,0.0,29.4,22.32,15.0,58.25,45.0,
5294,1990-09-30,0.0,31.9,24.46,17.6,54.5,42.0,
5295,1990-10-01,0.0,32.3,24.66,18.2,60.5,47.0,
5296,1990-10-02,0.1,33.5,25.98,18.8,57.0,43.0,
5297,1990-10-03,0.0,32.5,25.02,19.0,56.75,43.0,
5298,1990-10-04,0.0,31.9,24.46,18.0,52.75,41.0,
5299,1990-10-05,0.0,32.5,25.02,18.2,50.75,37.0,
5300,1990-10-06,0.0,31.7,24.5,17.4,47.0,33.0,
5301,1990-10-07,0.0,33.1,24.74,17.8,54.25,37.0,
5302,1990-10-08,0.7,33.5,24.14,18.4,61.75,39.0,
5303,1990-10-09,0.0,34.7,26.14,19.4,57.75,40.0,
5304,1990-10-10,0.0,35.3,26.98,19.6,51.25,41.0,
5305,1990-10-11,0.0,35.3,27.02,20.2,50.75,37.0,
5306,1990-10-12,0.0,37.1,27.5,18.6,41.75,25.0,
5307,1990-10-13,0.0,36.8,28.32,19.2,46.5,36.0,
5308,1990-10-14,0.2,35.1,26.82,22.0,56.25,39.0,
5309,1990-10-15,,,,,,58.0,
5310,1990-10-16,3.0,32.5,24.5,20.4,67.0,47.0,
5311,1990-10-17,5.5,29.6,23.24,19.8,84.0,68.0,
5312,1990-10-18,0.4,33.7,26.06,19.4,62.0,45.0,
5313,1990-10-19,0.4,34.1,26.58,20.8,57.5,38.0,
5314,1990-10-20,0.0,36.7,28.7,20.4,46.75,32.0,
5315,1990-10-21,0.0,34.3,26.22,21.4,64.25,46.0,
5316,1990-10-22,2.5,31.1,25.3,20.6,74.0,68.0,
5317,1990-10-23,0.7,30.9,24.14,18.4,76.5,53.0,
5318,1990-10-24,1.3,31.7,25.06,19.8,64.25,46.0,
5319,1990-10-25,17.4,24.4,20.6,18.8,89.5,69.0,
5320,1990-10-26,0.0,26.4,21.36,17.6,87.0,82.0,
5321,1990-10-27,6.0,30.7,23.3,18.0,75.0,58.0,
5322,1990-10-28,0.0,31.1,24.26,18.8,68.0,50.0,
5323,1990-10-29,0.0,32.9,24.66,18.2,66.0,42.0,
5324,1990-10-30,0.0,30.5,23.82,19.0,74.5,60.0,
5325,1990-10-31,2.5,31.7,23.86,18.6,68.75,46.0,
5326,1990-11-01,0.0,33.1,25.58,18.8,60.0,42.0,
5327,1990-11-02,0.0,33.1,26.14,19.6,59.0,39.0,
5328,1990-11-03,0.0,33.5,25.34,21.8,75.75,65.0,
5329,1990-11-04,1.0,32.9,25.98,20.8,71.5,61.0,
5330,1990-11-05,8.0,29.0,24.68,21.0,75.5,60.0,
5331,1990-11-06,0.0,29.0,22.6,20.0,83.25,65.0,
5332,1990-11-07,58.9,30.5,23.74,18.0,69.75,56.0,
5333,1990-11-08,0.0,33.3,26.22,19.6,60.75,44.0,
5334,1990-11-09,0.0,35.1,26.46,18.6,63.0,38.0,
5335,1990-11-10,0.0,36.5,27.94,20.0,51.0,35.0,
5336,1990-11-11,0.2,35.9,27.66,21.0,57.75,41.0,
5337,1990-11-12,22.4,27.2,22.48,17.6,84.0,68.0,
5338,1990-11-13,0.4,32.7,25.62,19.0,67.0,47.0,
5339,1990-11-14,0.0,32.3,25.38,20.2,56.0,42.0,
5340,1990-11-15,0.0,32.9,26.1,19.0,45.75,35.0,
5341,1990-11-16,0.0,33.7,25.66,19.2,49.0,30.0,
5342,1990-11-17,0.0,32.1,23.9,19.0,66.5,41.0,
5343,1990-11-18,14.7,32.3,24.74,19.6,64.25,42.0,
5344,1990-11-19,0.0,33.1,24.86,19.0,62.5,36.0,
5345,1990-11-20,0.0,34.3,27.06,19.2,50.75,36.0,
5346,1990-11-21,0.6,,21.56,19.2,80.5,62.0,
5347,1990-11-22,0.5,31.1,21.82,17.4,75.25,53.0,
5348,1990-11-23,30.3,28.0,21.56,16.8,86.25,67.0,
5349,1990-11-24,32.9,30.7,23.46,17.4,75.25,52.0,
5350,1990-11-25,28.6,30.5,24.18,17.6,69.5,54.0,
5351,1990-11-26,0.0,28.6,24.2,20.4,84.75,72.0,
5352,1990-11-27,6.8,24.4,21.24,19.6,89.5,82.0,
5353,1990-11-28,1.8,29.4,23.64,18.4,75.0,60.0,
5354,1990-11-29,5.1,25.6,21.84,19.0,83.0,68.0,
5355,1990-11-30,0.3,30.7,24.26,19.6,80.75,70.0,
5356,1990-12-01,0.1,28.4,23.84,19.2,80.75,74.0,
5357,1990-12-02,7.7,31.7,24.9,19.4,61.0,46.0,
5358,1990-12-03,0.0,32.7,25.5,19.2,61.0,43.0,
5359,1990-12-04,0.0,32.5,26.02,20.4,61.5,44.0,
5360,1990-12-05,0.0,31.9,25.06,19.8,66.5,47.0,
5361,1990-12-06,0.0,31.1,25.02,19.6,62.75,50.0,
5362,1990-12-07,0.0,31.7,24.54,20.0,72.75,62.0,
5363,1990-12-08,0.0,31.9,23.9,19.4,75.75,54.0,
5364,1990-12-09,8.1,25.2,22.88,21.0,81.5,74.0,
5365,1990-12-10,7.7,30.0,23.12,19.0,78.75,57.0,
5366,1990-12-11,23.3,24.8,21.96,20.4,90.5,81.0,
5367,1990-12-12,5.0,28.6,23.24,20.0,82.5,69.0,
5368,1990-12-13,0.0,31.1,23.38,20.0,80.25,57.0,
5369,1990-12-14,62.9,28.6,23.68,19.4,77.5,58.0,
5370,1990-12-15,0.0,33.5,24.66,19.0,74.25,48.0,
5371,1990-12-16,20.6,31.9,25.34,18.6,68.5,56.0,
5372,1990-12-17,0.7,31.7,24.26,19.6,61.0,44.0,
5373,1990-12-18,0.0,31.3,24.38,18.8,57.0,42.0,
5374,1990-12-19,0.0,33.1,25.1,16.0,56.75,41.0,
5375,1990-12-20,0.0,33.1,24.58,18.8,66.25,42.0,
5376,1990-12-21,0.4,29.0,22.92,18.8,77.0,59.0,
5377,1990-12-22,2.9,29.8,23.16,20.0,77.25,56.0,
5378,1990-12-23,4.1,29.4,23.6,19.8,81.75,72.0,
5379,1990-12-24,1.5,31.3,24.42,19.2,59.25,41.0,
5380,1990-12-25,0.0,34.3,25.5,15.0,52.0,35.0,
5381,1990-12-26,0.0,33.9,27.18,19.8,55.25,40.0,
5382,1990-12-27,0.2,33.1,23.94,20.2,72.5,44.0,
5383,1990-12-28,16.7,24.0,21.52,19.4,85.25,79.0,
5384,1990-12-29,2.1,23.4,23.04,19.6,75.25,54.0,
5385,1990-12-30,0.1,26.8,21.64,19.4,83.75,81.0,
5386,1990-12-31,5.6,26.0,21.28,18.0,81.75,70.0,
5387,1991-01-01,,,,,,87.0,
5388,1991-01-02,,,,,,,
5389,1991-01-03,,,,,,,
5390,1991-01-04,,,,,,,
5391,1991-01-05,,,,,,,
5392,1991-01-06,,,,,,,
5393,1991-01-07,,,,,,,
5394,1991-01-08,,,,,,,
5395,1991-01-09,,,,,,,
5396,1991-01-10,,,,,,,
5397,1991-01-11,,,,,,,
5398,1991-01-12,,,,,,,
5399,1991-01-13,,,,,,,
5400,1991-01-14,,,,,,,
5401,1991-01-15,,,,,,,
5402,1991-01-16,,,,,,,
5403,1991-01-17,,,,,,,
5404,1991-01-18,,,,,,,
5405,1991-01-19,,,,,,,
5406,1991-01-20,,,,,,,
5407,1991-01-21,,,,,,,
5408,1991-01-22,,,,,,,
5409,1991-01-23,,,,,,,
5410,1991-01-24,,,,,,,
5411,1991-01-25,,,,,,,
5412,1991-01-26,,,,,,,
5413,1991-01-27,,,,,,,
5414,1991-01-28,,,,,,,
5415,1991-01-29,,,,,,,
5416,1991-01-30,,,,,,,
5417,1991-01-31,,,,,,,
5418,1991-02-01,,,,,,,
5419,1991-02-02,,,,,,,
5420,1991-02-03,,,,,,,
5421,1991-02-04,,,,,,,
5422,1991-02-05,,,,,,,
5423,1991-02-06,,,,,,,
5424,1991-02-07,,,,,,,
5425,1991-02-08,,,,,,,
5426,1991-02-09,,,,,,,
5427,1991-02-10,,,,,,,
5428,1991-02-11,,,,,,,
5429,1991-02-12,,,,,,,
5430,1991-02-13,,,,,,,
5431,1991-02-14,,,,,,,
5432,1991-02-15,,,,,,,
5433,1991-02-16,,,,,,,
5434,1991-02-17,,,,,,,
5435,1991-02-18,,,,,,,
5436,1991-02-19,,,,,,,
5437,1991-02-20,,,,,,,
5438,1991-02-21,,,,,,,
5439,1991-02-22,,,,,,,
5440,1991-02-23,,,,,,,
5441,1991-02-24,,,,,,,
5442,1991-02-25,,,,,,,
5443,1991-02-26,,,,,,,
5444,1991-02-27,,,,,,,
5445,1991-02-28,,,,,,,
5446,1991-03-01,,,,,,,
5447,1991-03-02,,,,,,,
5448,1991-03-03,,,,,,,
5449,1991-03-04,,,,,,,
5450,1991-03-05,,,,,,,
5451,1991-03-06,,,,,,,
5452,1991-03-07,,,,,,,
5453,1991-03-08,,,,,,,
5454,1991-03-09,,,,,,,
5455,1991-03-10,,,,,,,
5456,1991-03-11,,,,,,,
5457,1991-03-12,,,,,,,
5458,1991-03-13,,,,,,,
5459,1991-03-14,,,,,,,
5460,1991-03-15,,,,,,,
5461,1991-03-16,,,,,,,
5462,1991-03-17,,,,,,,
5463,1991-03-18,,,,,,,
5464,1991-03-19,,,,,,,
5465,1991-03-20,,,,,,,
5466,1991-03-21,,,,,,,
5467,1991-03-22,,,,,,,
5468,1991-03-23,,,,,,,
5469,1991-03-24,,,,,,,
5470,1991-03-25,,,,,,,
5471,1991-03-26,,,,,,,
5472,1991-03-27,,,,,,,
5473,1991-03-28,,,,,,,
5474,1991-03-29,,,,,,,
5475,1991-03-30,,,,,,,
5476,1991-03-31,,,,,,,
5477,1991-04-01,,,,,,,
5478,1991-04-02,,,,,,,
5479,1991-04-03,,,,,,,
5480,1991-04-04,,,,,,,
5481,1991-04-05,,,,,,,
5482,1991-04-06,,,,,,,
5483,1991-04-07,,,,,,,
5484,1991-04-08,,,,,,,
5485,1991-04-09,,,,,,,
5486,1991-04-10,,,,,,,
5487,1991-04-11,,,,,,,
5488,1991-04-12,,,,,,,
5489,1991-04-13,,,,,,,
5490,1991-04-14,,,,,,,
5491,1991-04-15,,,,,,,
5492,1991-04-16,,,,,,,
5493,1991-04-17,,,,,,,
5494,1991-04-18,,,,,,,
5495,1991-04-19,,,,,,,
5496,1991-04-20,,,,,,,
5497,1991-04-21,,,,,,,
5498,1991-04-22,,,,,,,
5499,1991-04-23,,,,,,,
5500,1991-04-24,,,,,,,
5501,1991-04-25,,,,,,,
5502,1991-04-26,,,,,,,
5503,1991-04-27,,,,,,,
5504,1991-04-28,,,,,,,
5505,1991-04-29,,,,,,,
5506,1991-04-30,,,,,,,
5507,1991-05-01,,,,,,,
5508,1991-05-02,,,,,,,
5509,1991-05-03,,,,,,,
5510,1991-05-04,,,,,,,
5511,1991-05-05,,,,,,,
5512,1991-05-06,,,,,,,
5513,1991-05-07,,,,,,,
5514,1991-05-08,,,,,,,
5515,1991-05-09,,,,,,,
5516,1991-05-10,,,,,,,
5517,1991-05-11,,,,,,,
5518,1991-05-12,,,,,,,
5519,1991-05-13,,,,,,,
5520,1991-05-14,,,,,,,
5521,1991-05-15,,,,,,,
5522,1991-05-16,,,,,,,
5523,1991-05-17,,,,,,,
5524,1991-05-18,,,,,,,
5525,1991-05-19,,,,,,,
5526,1991-05-20,,,,,,,
5527,1991-05-21,,,,,,,
5528,1991-05-22,,,,,,,
5529,1991-05-23,,,,,,,
5530,1991-05-24,,,,,,,
5531,1991-05-25,,,,,,,
5532,1991-05-26,,,,,,,
5533,1991-05-27,,,,,,,
5534,1991-05-28,,,,,,,
5535,1991-05-29,,,,,,,
5536,1991-05-30,,,,,,,
5537,1991-05-31,,,,,,,
5538,1991-06-01,,,,,,,
5539,1991-06-02,,,,,,,
5540,1991-06-03,,,,,,,
5541,1991-06-04,,,,,,,
5542,1991-06-05,,,,,,,
5543,1991-06-06,,,,,,,
5544,1991-06-07,,,,,,,
5545,1991-06-08,,,,,,,
5546,1991-06-09,,,,,,,
5547,1991-06-10,,,,,,,
5548,1991-06-11,,,,,,,
5549,1991-06-12,,,,,,,
5550,1991-06-13,,,,,,,
5551,1991-06-14,,,,,,,
5552,1991-06-15,,,,,,,
5553,1991-06-16,,,,,,,
5554,1991-06-17,,,,,,,
5555,1991-06-18,,,,,,,
5556,1991-06-19,,,,,,,
5557,1991-06-20,,,,,,,
5558,1991-06-21,,,,,,,
5559,1991-06-22,,,,,,,
5560,1991-06-23,,,,,,,
5561,1991-06-24,,,,,,,
5562,1991-06-25,,,,,,,
5563,1991-06-26,,,,,,,
5564,1991-06-27,,,,,,,
5565,1991-06-28,,,,,,,
5566,1991-06-29,,,,,,,
5567,1991-06-30,,,,,,,
5568,1991-07-01,,,,,,,
5569,1991-07-02,,,,,,,
5570,1991-07-03,,,,,,,
5571,1991-07-04,,,,,,,
5572,1991-07-05,,,,,,,
5573,1991-07-06,,,,,,,
5574,1991-07-07,,,,,,,
5575,1991-07-08,,,,,,,
5576,1991-07-09,,,,,,,
5577,1991-07-10,,,,,,,
5578,1991-07-11,,,,,,,
5579,1991-07-12,,,,,,,
5580,1991-07-13,,,,,,,
5581,1991-07-14,,,,,,,
5582,1991-07-15,,,,,,,
5583,1991-07-16,,,,,,,
5584,1991-07-17,,,,,,,
5585,1991-07-18,,,,,,,
5586,1991-07-19,,,,,,,
5587,1991-07-20,,,,,,,
5588,1991-07-21,,,,,,,
5589,1991-07-22,,,,,,,
5590,1991-07-23,,,,,,,
5591,1991-07-24,,,,,,,
5592,1991-07-25,,,,,,,
5593,1991-07-26,,,,,,,
5594,1991-07-27,,,,,,,
5595,1991-07-28,,,,,,,
5596,1991-07-29,,,,,,,
5597,1991-07-30,,,,,,,
5598,1991-07-31,,,,,,,
5599,1991-08-01,,,,,,,
5600,1991-08-02,,,,,,,
5601,1991-08-03,,,,,,,
5602,1991-08-04,,,,,,,
5603,1991-08-05,,,,,,,
5604,1991-08-06,,,,,,,
5605,1991-08-07,,,,,,,
5606,1991-08-08,,,,,,,
5607,1991-08-09,,,,,,,
5608,1991-08-10,,,,,,,
5609,1991-08-11,,,,,,,
5610,1991-08-12,,,,,,,
5611,1991-08-13,,,,,,,
5612,1991-08-14,,,,,,,
5613,1991-08-15,,,,,,,
5614,1991-08-16,,,,,,,
5615,1991-08-17,,,,,,,
5616,1991-08-18,,,,,,,
5617,1991-08-19,,,,,,,
5618,1991-08-20,,,,,,,
5619,1991-08-21,,,,,,,
5620,1991-08-22,,,,,,,
5621,1991-08-23,,,,,,,
5622,1991-08-24,,,,,,,
5623,1991-08-25,,,,,,,
5624,1991-08-26,,,,,,,
5625,1991-08-27,,,,,,,
5626,1991-08-28,,,,,,,
5627,1991-08-29,,,,,,,
5628,1991-08-30,,,,,,,
5629,1991-08-31,,,,,,,
5630,1991-09-01,,,,,,,
5631,1991-09-02,,,,,,,
5632,1991-09-03,,,,,,,
5633,1991-09-04,,,,,,,
5634,1991-09-05,,,,,,,
5635,1991-09-06,,,,,,,
5636,1991-09-07,,,,,,,
5637,1991-09-08,,,,,,,
5638,1991-09-09,,,,,,,
5639,1991-09-10,,,,,,,
5640,1991-09-11,,,,,,,
5641,1991-09-12,,,,,,,
5642,1991-09-13,,,,,,,
5643,1991-09-14,,,,,,,
5644,1991-09-15,,,,,,,
5645,1991-09-16,,,,,,,
5646,1991-09-17,,,,,,,
5647,1991-09-18,,,,,,,
5648,1991-09-19,,,,,,,
5649,1991-09-20,,,,,,,
5650,1991-09-21,,,,,,,
5651,1991-09-22,,,,,,,
5652,1991-09-23,,,,,,,
5653,1991-09-24,,,,,,,
5654,1991-09-25,,,,,,,
5655,1991-09-26,,,,,,,
5656,1991-09-27,,,,,,,
5657,1991-09-28,,,,,,,
5658,1991-09-29,,,,,,,
5659,1991-09-30,,,,,,,
5660,1991-10-01,,,,,,,
5661,1991-10-02,,,,,,,
5662,1991-10-03,,,,,,,
5663,1991-10-04,,,,,,,
5664,1991-10-05,,,,,,,
5665,1991-10-06,,,,,,,
5666,1991-10-07,,,,,,,
5667,1991-10-08,,,,,,,
5668,1991-10-09,,,,,,,
5669,1991-10-10,,,,,,,
5670,1991-10-11,,,,,,,
5671,1991-10-12,,,,,,,
5672,1991-10-13,,,,,,,
5673,1991-10-14,,,,,,,
5674,1991-10-15,,,,,,,
5675,1991-10-16,,,,,,,
5676,1991-10-17,,,,,,,
5677,1991-10-18,,,,,,,
5678,1991-10-19,,,,,,,
5679,1991-10-20,,,,,,,
5680,1991-10-21,,,,,,,
5681,1991-10-22,,,,,,,
5682,1991-10-23,,,,,,,
5683,1991-10-24,,,,,,,
5684,1991-10-25,,,,,,,
5685,1991-10-26,,,,,,,
5686,1991-10-27,,,,,,,
5687,1991-10-28,,,,,,,
5688,1991-10-29,,,,,,,
5689,1991-10-30,,,,,,,
5690,1991-10-31,,,,,,,
5691,1991-11-01,,,,,,,
5692,1991-11-02,,,,,,,
5693,1991-11-03,,,,,,,
5694,1991-11-04,,,,,,,
5695,1991-11-05,,,,,,,
5696,1991-11-06,,,,,,,
5697,1991-11-07,,,,,,,
5698,1991-11-08,,,,,,,
5699,1991-11-09,,,,,,,
5700,1991-11-10,,,,,,,
5701,1991-11-11,,,,,,,
5702,1991-11-12,,,,,,,
5703,1991-11-13,,,,,,,
5704,1991-11-14,,,,,,,
5705,1991-11-15,,,,,,,
5706,1991-11-16,,,,,,,
5707,1991-11-17,,,,,,,
5708,1991-11-18,,,,,,,
5709,1991-11-19,,,,,,,
5710,1991-11-20,,,,,,,
5711,1991-11-21,,,,,,,
5712,1991-11-22,,,,,,,
5713,1991-11-23,,,,,,,
5714,1991-11-24,,,,,,,
5715,1991-11-25,,,,,,,
5716,1991-11-26,,,,,,,
5717,1991-11-27,,,,,,,
5718,1991-11-28,,,,,,,
5719,1991-11-29,,,,,,,
5720,1991-11-30,,,,,,,
5721,1991-12-01,,,,,,,
5722,1991-12-02,,,,,,,
5723,1991-12-03,,,,,,,
5724,1991-12-04,,,,,,,
5725,1991-12-05,,,,,,,
5726,1991-12-06,,,,,,,
5727,1991-12-07,,,,,,,
5728,1991-12-08,,,,,,,
5729,1991-12-09,,,,,,,
5730,1991-12-10,,,,,,,
5731,1991-12-11,,,,,,,
5732,1991-12-12,,,,,,,
5733,1991-12-13,,,,,,,
5734,1991-12-14,,,,,,,
5735,1991-12-15,,,,,,,
5736,1991-12-16,,,,,,,
5737,1991-12-17,,,,,,,
5738,1991-12-18,,,,,,,
5739,1991-12-19,,,,,,,
5740,1991-12-20,,,,,,,
5741,1991-12-21,,,,,,,
5742,1991-12-22,,,,,,,
5743,1991-12-23,,,,,,,
5744,1991-12-24,,,,,,,
5745,1991-12-25,,,,,,,
5746,1991-12-26,,,,,,,
5747,1991-12-27,,,,,,,
5748,1991-12-28,,,,,,,
5749,1991-12-29,,,,,,,
5750,1991-12-30,,,,,,,
5751,1991-12-31,,,,,,,
5752,1992-01-01,,,,,,,
5753,1992-01-02,,,,,,,
5754,1992-01-03,,,,,,,
5755,1992-01-04,,,,,,,
5756,1992-01-05,,,,,,,
5757,1992-01-06,,,,,,,
5758,1992-01-07,,,,,,,
5759,1992-01-08,,,,,,,
5760,1992-01-09,,,,,,,
5761,1992-01-10,,,,,,,
5762,1992-01-11,,,,,,,
5763,1992-01-12,,,,,,,
5764,1992-01-13,,,,,,,
